customer_id,recency,monetary_value,frequency,r_quartile,f_quartile,m_quartile,RFM_segment,RFM_score
739.0,386,940,30,2,3,3,233,8
740.0,1,960,40,4,4,3,443,11
741.0,141,2340,40,3,4,4,344,11
742.0,309,2170,20,2,2,4,224,8
743.0,134,290,20,3,2,2,322,7
744.0,148,2710,30,3,3,4,334,10
745.0,757,570,10,1,1,2,112,4
746.0,197,70,10,3,1,1,311,5
747.0,64,3780,40,4,4,4,444,12
748.0,197,340,30,3,3,2,332,8
749.0,596,320,10,1,1,2,112,4
750.0,169,520,30,3,3,2,332,8
751.0,1,2660,60,4,4,4,444,12
752.0,239,3850,50,3,4,4,344,11
753.0,295,2190,70,2,4,4,244,10
754.0,8,400,30,4,3,2,432,9
755.0,106,3250,30,4,3,4,434,11
756.0,449,2410,40,2,4,4,244,10
757.0,99,1000,40,4,4,3,443,11
758.0,582,1160,30,1,3,3,133,7
759.0,8,5040,30,4,3,4,434,11
760.0,330,890,10,2,1,3,213,6
761.0,64,3590,30,4,3,4,434,11
762.0,85,670,20,4,2,2,422,8
764.0,1,4340,50,4,4,4,444,12
765.0,344,330,30,2,3,2,232,7
766.0,323,150,10,2,1,1,211,4
767.0,120,3060,30,3,3,4,334,10
768.0,421,1010,30,2,3,3,233,8
769.0,855,280,10,1,1,2,112,4
770.0,526,40,10,1,1,1,111,3
771.0,456,1550,30,2,3,3,233,8
772.0,120,1280,40,3,4,3,343,10
773.0,855,60,10,1,1,1,111,3
774.0,246,330,20,3,2,2,322,7
775.0,162,580,10,3,1,2,312,6
776.0,141,2200,40,3,4,4,344,11
777.0,589,560,30,1,3,2,132,6
778.0,197,1350,40,3,4,3,343,10
779.0,92,10580,50,4,4,4,444,12
781.0,29,1980,40,4,4,4,444,12
782.0,134,2640,40,3,4,4,344,11
784.0,8,790,20,4,2,3,423,9
785.0,295,660,30,2,3,2,232,7
786.0,50,3240,40,4,4,4,444,12
787.0,267,8310,20,2,2,4,224,8
788.0,379,1030,30,2,3,3,233,8
789.0,267,1830,40,2,4,4,244,10
790.0,225,2060,30,3,3,4,334,10
791.0,78,100,20,4,2,1,421,7
792.0,225,830,20,3,2,3,323,8
793.0,15,1630,20,4,2,3,423,9
794.0,372,820,40,2,4,3,243,9
795.0,330,1440,30,2,3,3,233,8
796.0,428,860,10,2,1,3,213,6
797.0,106,520,10,4,1,2,412,7
798.0,127,550,20,3,2,2,322,7
799.0,176,1560,40,3,4,3,343,10
800.0,141,180,10,3,1,1,311,5
801.0,99,550,20,4,2,2,422,8
803.0,190,650,30,3,3,2,332,8
804.0,141,5120,30,3,3,4,334,10
805.0,183,2530,50,3,4,4,344,11
806.0,267,340,20,2,2,2,222,6
807.0,183,1120,20,3,2,3,323,8
808.0,526,150,20,1,2,1,121,4
811.0,64,1330,40,4,4,3,443,11
812.0,71,2900,60,4,4,4,444,12
813.0,225,650,20,3,2,2,322,7
814.0,50,1090,20,4,2,3,423,9
815.0,211,5800,30,3,3,4,334,10
816.0,323,370,10,2,1,2,212,5
817.0,64,1280,40,4,4,3,443,11
818.0,99,300,30,4,3,2,432,9
819.0,519,760,20,1,2,3,123,6
820.0,218,440,10,3,1,2,312,6
821.0,148,110,10,3,1,1,311,5
822.0,15,560,20,4,2,2,422,8
823.0,120,1290,40,3,4,3,343,10
824.0,344,190,20,2,2,1,221,5
825.0,708,200,20,1,2,1,121,4
826.0,288,1150,20,2,2,3,223,7
827.0,799,1120,10,1,1,3,113,5
828.0,120,50,10,3,1,1,311,5
829.0,603,40,10,1,1,1,111,3
830.0,323,2920,20,2,2,4,224,8
831.0,477,2180,30,2,3,4,234,9
832.0,722,1220,10,1,1,3,113,5
833.0,652,130,10,1,1,1,111,3
834.0,351,40,10,2,1,1,211,4
835.0,316,1480,40,2,4,3,243,9
837.0,701,240,10,1,1,1,111,3
838.0,316,2300,30,2,3,4,234,9
839.0,85,700,20,4,2,2,422,8
840.0,505,370,20,1,2,2,122,5
841.0,155,80,20,3,2,1,321,6
842.0,218,800,20,3,2,3,323,8
843.0,274,3150,30,2,3,4,234,9
844.0,78,1500,30,4,3,3,433,10
846.0,232,1040,40,3,4,3,343,10
847.0,36,230,10,4,1,1,411,6
848.0,442,20,10,2,1,1,211,4
849.0,183,3480,40,3,4,4,344,11
850.0,792,10,10,1,1,1,111,3
851.0,57,980,30,4,3,3,433,10
852.0,519,550,40,1,4,2,142,7
853.0,183,130,20,3,2,1,321,6
854.0,15,2220,20,4,2,4,424,10
855.0,1,1120,30,4,3,3,433,10
856.0,820,10,10,1,1,1,111,3
857.0,176,2320,30,3,3,4,334,10
858.0,309,190,10,2,1,1,211,4
859.0,281,70,10,2,1,1,211,4
860.0,351,5250,30,2,3,4,234,9
861.0,148,710,40,3,4,2,342,9
862.0,372,1100,30,2,3,3,233,8
863.0,162,1950,30,3,3,4,334,10
864.0,15,2560,20,4,2,4,424,10
865.0,610,2570,20,1,2,4,124,7
866.0,15,1430,20,4,2,3,423,9
867.0,1,4320,60,4,4,4,444,12
868.0,687,1170,10,1,1,3,113,5
869.0,288,950,20,2,2,3,223,7
870.0,148,1060,40,3,4,3,343,10
871.0,232,1650,10,3,1,3,313,7
872.0,155,4600,30,3,3,4,334,10
873.0,113,310,20,3,2,2,322,7
874.0,43,1370,30,4,3,3,433,10
875.0,183,5610,20,3,2,4,324,9
876.0,344,1860,40,2,4,4,244,10
877.0,197,620,20,3,2,2,322,7
878.0,176,2340,10,3,1,4,314,8
879.0,253,2470,20,3,2,4,324,9
880.0,15,9580,40,4,4,4,444,12
881.0,400,760,20,2,2,3,223,7
882.0,358,6350,40,2,4,4,244,10
883.0,155,8920,30,3,3,4,334,10
884.0,197,2180,20,3,2,4,324,9
885.0,659,1170,10,1,1,3,113,5
886.0,337,3390,50,2,4,4,244,10
887.0,365,3080,50,2,4,4,244,10
889.0,764,110,10,1,1,1,111,3
890.0,421,340,20,2,2,2,222,6
892.0,127,710,20,3,2,2,322,7
893.0,568,2440,40,1,4,4,144,9
894.0,43,1400,30,4,3,3,433,10
895.0,183,1050,40,3,4,3,343,10
896.0,260,1100,30,3,3,3,333,9
897.0,666,30,10,1,1,1,111,3
898.0,50,4350,50,4,4,4,444,12
899.0,680,1250,10,1,1,3,113,5
900.0,582,60,10,1,1,1,111,3
901.0,253,2730,40,3,4,4,344,11
902.0,519,8220,20,1,2,4,124,7
903.0,1,2190,40,4,4,4,444,12
906.0,365,520,30,2,3,2,232,7
907.0,827,20,10,1,1,1,111,3
908.0,288,470,30,2,3,2,232,7
910.0,323,220,10,2,1,1,211,4
911.0,337,2740,40,2,4,4,244,10
912.0,190,470,10,3,1,2,312,6
915.0,134,1580,30,3,3,3,333,9
917.0,750,470,20,1,2,2,122,5
918.0,568,4670,30,1,3,4,134,8
919.0,141,4830,40,3,4,4,344,11
920.0,8,1270,20,4,2,3,423,9
921.0,64,1040,50,4,4,3,443,11
922.0,316,1850,30,2,3,4,234,9
923.0,113,170,30,3,3,1,331,7
924.0,288,80,10,2,1,1,211,4
925.0,463,150,30,2,3,1,231,6
926.0,400,180,10,2,1,1,211,4
927.0,64,1050,50,4,4,3,443,11
928.0,134,1440,40,3,4,3,343,10
929.0,225,1300,20,3,2,3,323,8
930.0,386,1050,10,2,1,3,213,6
931.0,127,1000,30,3,3,3,333,9
932.0,85,3700,30,4,3,4,434,11
933.0,85,570,20,4,2,2,422,8
934.0,8,1300,50,4,4,3,443,11
935.0,85,1850,20,4,2,4,424,10
936.0,1,2120,40,4,4,4,444,12
937.0,491,640,20,1,2,2,122,5
938.0,561,720,10,1,1,2,112,4
939.0,50,1560,40,4,4,3,443,11
940.0,393,2400,20,2,2,4,224,8
941.0,491,1550,20,1,2,3,123,6
942.0,92,610,20,4,2,2,422,8
943.0,155,880,10,3,1,3,313,7
944.0,127,840,30,3,3,3,333,9
945.0,113,1480,30,3,3,3,333,9
946.0,8,4140,60,4,4,4,444,12
947.0,43,7290,40,4,4,4,444,12
948.0,64,2170,20,4,2,4,424,10
949.0,652,950,10,1,1,3,113,5
951.0,148,1910,20,3,2,4,324,9
952.0,92,1310,50,4,4,3,443,11
953.0,379,4640,60,2,4,4,244,10
954.0,638,30,20,1,2,1,121,4
955.0,134,3610,30,3,3,4,334,10
956.0,29,2900,60,4,4,4,444,12
957.0,50,2580,60,4,4,4,444,12
958.0,463,210,30,2,3,1,231,6
959.0,680,1490,30,1,3,3,133,7
960.0,477,2630,20,2,2,4,224,8
961.0,365,5560,30,2,3,4,234,9
962.0,64,780,30,4,3,3,433,10
963.0,603,80,10,1,1,1,111,3
966.0,113,7420,40,3,4,4,344,11
967.0,106,370,30,4,3,2,432,9
968.0,295,130,20,2,2,1,221,5
969.0,57,310,30,4,3,2,432,9
970.0,8,3690,20,4,2,4,424,10
971.0,211,1670,50,3,4,3,343,10
972.0,78,720,20,4,2,2,422,8
973.0,8,2140,50,4,4,4,444,12
974.0,533,1190,20,1,2,3,123,6
975.0,64,300,20,4,2,2,422,8
976.0,1,610,20,4,2,2,422,8
977.0,358,1220,20,2,2,3,223,7
978.0,288,3450,60,2,4,4,244,10
979.0,99,110,10,4,1,1,411,6
980.0,43,430,20,4,2,2,422,8
981.0,22,3270,30,4,3,4,434,11
982.0,50,810,20,4,2,3,423,9
983.0,64,450,30,4,3,2,432,9
984.0,680,660,10,1,1,2,112,4
985.0,155,1150,40,3,4,3,343,10
986.0,218,760,10,3,1,3,313,7
987.0,533,310,10,1,1,2,112,4
988.0,99,120,30,4,3,1,431,8
989.0,526,520,20,1,2,2,122,5
991.0,435,2800,30,2,3,4,234,9
992.0,64,1510,30,4,3,3,433,10
993.0,8,400,10,4,1,2,412,7
994.0,113,3440,40,3,4,4,344,11
995.0,50,4350,40,4,4,4,444,12
996.0,29,2340,40,4,4,4,444,12
997.0,218,230,20,3,2,1,321,6
999.0,78,1750,50,4,4,4,444,12
1000.0,99,1820,40,4,4,4,444,12
1001.0,540,1220,20,1,2,3,123,6
1003.0,379,1900,30,2,3,4,234,9
1004.0,372,580,10,2,1,2,212,5
1005.0,260,30,10,3,1,1,311,5
1007.0,15,1770,30,4,3,4,434,11
1008.0,176,3270,30,3,3,4,334,10
1009.0,120,780,40,3,4,3,343,10
1010.0,162,1360,20,3,2,3,323,8
1011.0,92,1100,40,4,4,3,443,11
1012.0,526,800,20,1,2,3,123,6
1013.0,71,1780,60,4,4,4,444,12
1014.0,113,2060,40,3,4,4,344,11
1015.0,708,510,10,1,1,2,112,4
1016.0,456,150,10,2,1,1,211,4
1017.0,197,6410,30,3,3,4,334,10
1018.0,120,630,20,3,2,2,322,7
1019.0,519,240,20,1,2,1,121,4
1020.0,36,1450,40,4,4,3,443,11
1021.0,57,860,20,4,2,3,423,9
1022.0,267,610,30,2,3,2,232,7
1023.0,505,1120,10,1,1,3,113,5
1024.0,337,900,20,2,2,3,223,7
1025.0,8,8350,60,4,4,4,444,12
1026.0,50,220,20,4,2,1,421,7
1028.0,78,840,40,4,4,3,443,11
1029.0,400,870,20,2,2,3,223,7
1030.0,155,3670,20,3,2,4,324,9
1031.0,722,590,20,1,2,2,122,5
1032.0,134,940,30,3,3,3,333,9
1034.0,260,2650,50,3,4,4,344,11
1035.0,288,2420,40,2,4,4,244,10
1036.0,316,1110,30,2,3,3,233,8
1037.0,57,3230,30,4,3,4,434,11
1039.0,43,2790,30,4,3,4,434,11
1040.0,148,820,20,3,2,3,323,8
1041.0,281,440,30,2,3,2,232,7
1042.0,92,1060,30,4,3,3,433,10
1043.0,414,100,20,2,2,1,221,5
1044.0,330,1050,30,2,3,3,233,8
1045.0,372,140,20,2,2,1,221,5
1046.0,162,1220,10,3,1,3,313,7
1047.0,666,30,10,1,1,1,111,3
1048.0,449,630,20,2,2,2,222,6
1049.0,148,2380,30,3,3,4,334,10
1050.0,400,310,10,2,1,2,212,5
1051.0,827,270,10,1,1,2,112,4
1052.0,358,640,20,2,2,2,222,6
1053.0,85,1840,20,4,2,4,424,10
1054.0,134,7140,50,3,4,4,344,11
1055.0,29,170,10,4,1,1,411,6
1056.0,85,1610,40,4,4,3,443,11
1057.0,421,2350,20,2,2,4,224,8
1058.0,197,1800,30,3,3,4,334,10
1059.0,827,1050,10,1,1,3,113,5
1060.0,505,1170,30,1,3,3,133,7
1061.0,757,240,10,1,1,1,111,3
1062.0,526,530,20,1,2,2,122,5
1063.0,64,3970,40,4,4,4,444,12
1064.0,8,4260,50,4,4,4,444,12
1065.0,316,280,20,2,2,2,222,6
1066.0,463,610,20,2,2,2,222,6
1067.0,421,20,10,2,1,1,211,4
1069.0,162,1940,40,3,4,4,344,11
1070.0,78,1070,40,4,4,3,443,11
1071.0,526,570,10,1,1,2,112,4
1072.0,330,3290,20,2,2,4,224,8
1074.0,155,320,10,3,1,2,312,6
1075.0,78,760,30,4,3,3,433,10
1076.0,1,1940,60,4,4,4,444,12
1078.0,92,1160,10,4,1,3,413,8
1079.0,92,1530,40,4,4,3,443,11
1080.0,386,1420,10,2,1,3,213,6
1081.0,22,1240,30,4,3,3,433,10
1082.0,372,290,20,2,2,2,222,6
1083.0,365,290,20,2,2,2,222,6
1084.0,813,20,10,1,1,1,111,3
1085.0,211,420,20,3,2,2,322,7
1086.0,127,60,10,3,1,1,311,5
1087.0,92,660,20,4,2,2,422,8
1088.0,78,130,20,4,2,1,421,7
1089.0,1,820,20,4,2,3,423,9
1090.0,253,2210,40,3,4,4,344,11
1091.0,92,330,20,4,2,2,422,8
1092.0,197,2450,30,3,3,4,334,10
1094.0,64,410,20,4,2,2,422,8
1095.0,666,10,10,1,1,1,111,3
1096.0,855,110,10,1,1,1,111,3
1100.0,365,3810,30,2,3,4,234,9
1101.0,169,4120,60,3,4,4,344,11
1102.0,302,2790,30,2,3,4,234,9
1103.0,638,80,20,1,2,1,121,4
1104.0,211,1610,20,3,2,3,323,8
1105.0,232,520,30,3,3,2,332,8
1106.0,176,420,40,3,4,2,342,9
1107.0,127,1020,40,3,4,3,343,10
1108.0,85,5180,60,4,4,4,444,12
1109.0,36,2340,30,4,3,4,434,11
1110.0,36,810,20,4,2,3,423,9
1111.0,8,3860,80,4,4,4,444,12
1112.0,288,1490,20,2,2,3,223,7
1113.0,652,1350,10,1,1,3,113,5
1114.0,274,690,30,2,3,2,232,7
1115.0,232,570,30,3,3,2,332,8
1116.0,764,100,10,1,1,1,111,3
1117.0,435,340,30,2,3,2,232,7
1118.0,15,5900,40,4,4,4,444,12
1119.0,204,1490,50,3,4,3,343,10
1120.0,36,1760,30,4,3,4,434,11
1121.0,1,3010,20,4,2,4,424,10
1122.0,22,4660,60,4,4,4,444,12
1123.0,211,2100,20,3,2,4,324,9
1124.0,379,850,20,2,2,3,223,7
1125.0,183,2340,30,3,3,4,334,10
1126.0,463,2310,50,2,4,4,244,10
1127.0,218,3140,40,3,4,4,344,11
1128.0,141,1070,30,3,3,3,333,9
1129.0,78,2070,50,4,4,4,444,12
1130.0,344,780,10,2,1,3,213,6
1131.0,120,4330,40,3,4,4,344,11
1132.0,554,130,20,1,2,1,121,4
1133.0,372,660,20,2,2,2,222,6
1134.0,358,240,30,2,3,1,231,6
1135.0,547,2700,20,1,2,4,124,7
1136.0,274,770,40,2,4,3,243,9
1138.0,64,510,10,4,1,2,412,7
1139.0,547,2120,30,1,3,4,134,8
1140.0,820,200,20,1,2,1,121,4
1141.0,127,6730,40,3,4,4,344,11
1142.0,190,520,20,3,2,2,322,7
1143.0,113,2060,30,3,3,4,334,10
1144.0,197,2450,40,3,4,4,344,11
1145.0,351,4350,30,2,3,4,234,9
1146.0,267,2630,30,2,3,4,234,9
1147.0,337,3770,40,2,4,4,244,10
1150.0,519,850,20,1,2,3,123,6
1151.0,771,520,30,1,3,2,132,6
1152.0,302,940,30,2,3,3,233,8
1154.0,743,210,10,1,1,1,111,3
1155.0,414,710,10,2,1,2,212,5
1156.0,176,50,20,3,2,1,321,6
1157.0,351,4200,70,2,4,4,244,10
1158.0,309,440,20,2,2,2,222,6
1159.0,386,1580,50,2,4,3,243,9
1161.0,372,4040,10,2,1,4,214,7
1162.0,162,820,30,3,3,3,333,9
1163.0,659,4550,40,1,4,4,144,9
1164.0,190,2650,40,3,4,4,344,11
1165.0,337,1250,20,2,2,3,223,7
1166.0,57,990,30,4,3,3,433,10
1167.0,29,790,30,4,3,3,433,10
1168.0,162,2020,30,3,3,4,334,10
1170.0,743,650,10,1,1,2,112,4
1171.0,582,440,20,1,2,2,122,5
1172.0,225,7800,30,3,3,4,334,10
1173.0,267,1340,20,2,2,3,223,7
1174.0,211,1780,50,3,4,4,344,11
1175.0,659,1430,30,1,3,3,133,7
1176.0,22,3860,60,4,4,4,444,12
1177.0,435,290,20,2,2,2,222,6
1178.0,393,640,20,2,2,2,222,6
1179.0,274,590,30,2,3,2,232,7
1180.0,673,1090,20,1,2,3,123,6
1181.0,358,770,20,2,2,3,223,7
1182.0,232,730,50,3,4,2,342,9
1184.0,351,4220,30,2,3,4,234,9
1185.0,771,50,10,1,1,1,111,3
1186.0,743,280,10,1,1,2,112,4
1187.0,225,860,20,3,2,3,323,8
1188.0,1,2710,70,4,4,4,444,12
1189.0,197,750,20,3,2,3,323,8
1190.0,631,10,10,1,1,1,111,3
1191.0,127,590,20,3,2,2,322,7
1192.0,155,1500,30,3,3,3,333,9
1193.0,358,540,10,2,1,2,212,5
1194.0,477,4150,30,2,3,4,234,9
1195.0,701,460,20,1,2,2,122,5
1196.0,673,60,10,1,1,1,111,3
1197.0,120,70,10,3,1,1,311,5
1199.0,92,2620,40,4,4,4,444,12
1200.0,43,260,20,4,2,1,421,7
1201.0,57,50,10,4,1,1,411,6
1202.0,260,6160,30,3,3,4,334,10
1203.0,8,790,30,4,3,3,433,10
1204.0,155,1300,20,3,2,3,323,8
1205.0,127,1000,10,3,1,3,313,7
1206.0,750,200,10,1,1,1,111,3
1207.0,526,5310,30,1,3,4,134,8
1209.0,50,730,30,4,3,2,432,9
1210.0,232,940,10,3,1,3,313,7
1211.0,29,2190,60,4,4,4,444,12
1212.0,162,1380,40,3,4,3,343,10
1213.0,246,2780,60,3,4,4,344,11
1214.0,64,1040,50,4,4,3,443,11
1215.0,190,740,20,3,2,3,323,8
1216.0,624,300,10,1,1,2,112,4
1217.0,435,70,10,2,1,1,211,4
1218.0,708,730,20,1,2,2,122,5
1219.0,568,230,10,1,1,1,111,3
1220.0,554,1050,30,1,3,3,133,7
1221.0,274,190,20,2,2,1,221,5
1222.0,50,1420,30,4,3,3,433,10
1223.0,78,100,30,4,3,1,431,8
1224.0,722,160,10,1,1,1,111,3
1225.0,148,790,30,3,3,3,333,9
1226.0,365,550,10,2,1,2,212,5
1227.0,428,4320,50,2,4,4,244,10
1228.0,337,1970,30,2,3,4,234,9
1229.0,267,2250,40,2,4,4,244,10
1230.0,113,450,30,3,3,2,332,8
1231.0,78,100,10,4,1,1,411,6
1232.0,64,570,30,4,3,2,432,9
1233.0,106,1510,30,4,3,3,433,10
1234.0,715,100,10,1,1,1,111,3
1235.0,323,470,30,2,3,2,232,7
1238.0,15,2870,20,4,2,4,424,10
1240.0,8,3980,70,4,4,4,444,12
1241.0,645,200,10,1,1,1,111,3
1242.0,211,230,20,3,2,1,321,6
1243.0,57,1880,40,4,4,4,444,12
1244.0,99,40,10,4,1,1,411,6
1245.0,540,100,10,1,1,1,111,3
1246.0,15,1190,20,4,2,3,423,9
1247.0,400,1330,40,2,4,3,243,9
1248.0,22,3010,40,4,4,4,444,12
1249.0,78,610,20,4,2,2,422,8
1250.0,246,340,20,3,2,2,322,7
1251.0,50,1340,40,4,4,3,443,11
1252.0,519,940,10,1,1,3,113,5
1253.0,386,650,30,2,3,2,232,7
1254.0,92,200,20,4,2,1,421,7
1255.0,351,4410,40,2,4,4,244,10
1256.0,78,1630,50,4,4,3,443,11
1257.0,50,360,40,4,4,2,442,10
1258.0,78,1120,60,4,4,3,443,11
1259.0,8,1240,40,4,4,3,443,11
1260.0,43,2480,30,4,3,4,434,11
1261.0,15,850,40,4,4,3,443,11
1262.0,379,130,10,2,1,1,211,4
1263.0,8,550,20,4,2,2,422,8
1264.0,218,6430,80,3,4,4,344,11
1265.0,225,1840,30,3,3,4,334,10
1266.0,1,1080,40,4,4,3,443,11
1267.0,92,3130,40,4,4,4,444,12
1268.0,50,800,10,4,1,3,413,8
1269.0,484,900,30,1,3,3,133,7
1270.0,428,120,30,2,3,1,231,6
1271.0,225,1840,40,3,4,4,344,11
1272.0,554,310,10,1,1,2,112,4
1273.0,232,1180,40,3,4,3,343,10
1274.0,36,1650,30,4,3,3,433,10
1275.0,64,1760,30,4,3,4,434,11
1276.0,85,860,30,4,3,3,433,10
1277.0,449,50,10,2,1,1,211,4
1278.0,176,3920,40,3,4,4,344,11
1279.0,414,4190,30,2,3,4,234,9
1280.0,78,20,10,4,1,1,411,6
1281.0,295,480,40,2,4,2,242,8
1283.0,358,300,20,2,2,2,222,6
1284.0,57,1160,50,4,4,3,443,11
1285.0,148,1430,40,3,4,3,343,10
1286.0,547,670,20,1,2,2,122,5
1287.0,659,240,10,1,1,1,111,3
1288.0,813,100,10,1,1,1,111,3
1289.0,57,530,30,4,3,2,432,9
1290.0,78,50,20,4,2,1,421,7
1291.0,64,1740,50,4,4,4,444,12
1292.0,127,990,40,3,4,3,343,10
1293.0,43,1820,20,4,2,4,424,10
1294.0,302,290,20,2,2,2,222,6
1295.0,764,90,10,1,1,1,111,3
1296.0,722,180,10,1,1,1,111,3
1297.0,29,750,40,4,4,3,443,11
1298.0,134,800,10,3,1,3,313,7
1299.0,764,60,10,1,1,1,111,3
1300.0,78,1250,30,4,3,3,433,10
1301.0,1,3850,30,4,3,4,434,11
1302.0,176,520,30,3,3,2,332,8
1303.0,512,290,20,1,2,2,122,5
1304.0,218,7780,20,3,2,4,324,9
1305.0,36,350,20,4,2,2,422,8
1306.0,190,1100,30,3,3,3,333,9
1307.0,337,70,10,2,1,1,211,4
1308.0,722,150,10,1,1,1,111,3
1310.0,302,1460,10,2,1,3,213,6
1312.0,757,160,10,1,1,1,111,3
1313.0,512,750,10,1,1,3,113,5
1314.0,127,570,30,3,3,2,332,8
1315.0,246,1620,30,3,3,3,333,9
1317.0,15,890,20,4,2,3,423,9
1318.0,127,260,30,3,3,1,331,7
1319.0,358,2390,20,2,2,4,224,8
1320.0,190,4350,40,3,4,4,344,11
1322.0,43,2430,20,4,2,4,424,10
1323.0,127,1360,30,3,3,3,333,9
1324.0,50,1810,50,4,4,4,444,12
1325.0,57,960,40,4,4,3,443,11
1326.0,71,3240,20,4,2,4,424,10
1327.0,281,10,10,2,1,1,211,4
1328.0,372,610,10,2,1,2,212,5
1329.0,106,540,40,4,4,2,442,10
1330.0,589,830,20,1,2,3,123,6
1331.0,708,230,10,1,1,1,111,3
1332.0,456,550,20,2,2,2,222,6
1333.0,71,5250,70,4,4,4,444,12
1334.0,1,2700,50,4,4,4,444,12
1336.0,8,1610,50,4,4,3,443,11
1337.0,57,190,10,4,1,1,411,6
1338.0,204,1380,20,3,2,3,323,8
1339.0,78,230,30,4,3,1,431,8
1340.0,71,1270,20,4,2,3,423,9
1341.0,22,7810,60,4,4,4,444,12
1343.0,169,890,20,3,2,3,323,8
1344.0,596,1660,30,1,3,3,133,7
1345.0,15,2190,30,4,3,4,434,11
1346.0,470,990,30,2,3,3,233,8
1347.0,127,1360,10,3,1,3,313,7
1348.0,22,570,40,4,4,2,442,10
1349.0,99,5100,50,4,4,4,444,12
1350.0,400,1600,40,2,4,3,243,9
1351.0,134,410,20,3,2,2,322,7
1352.0,750,580,10,1,1,2,112,4
1353.0,127,1370,30,3,3,3,333,9
1354.0,421,270,20,2,2,2,222,6
1355.0,442,410,20,2,2,2,222,6
1356.0,820,10,10,1,1,1,111,3
1357.0,211,2020,30,3,3,4,334,10
1358.0,29,1040,30,4,3,3,433,10
1359.0,498,2630,20,1,2,4,124,7
1360.0,15,2980,40,4,4,4,444,12
1361.0,218,2500,30,3,3,4,334,10
1362.0,708,340,10,1,1,2,112,4
1363.0,99,1850,50,4,4,4,444,12
1364.0,78,220,40,4,4,1,441,9
1365.0,470,110,20,2,2,1,221,5
1366.0,43,4560,60,4,4,4,444,12
1367.0,337,470,10,2,1,2,212,5
1368.0,190,530,20,3,2,2,322,7
1369.0,246,730,20,3,2,2,322,7
1370.0,211,420,20,3,2,2,322,7
1371.0,92,490,30,4,3,2,432,9
1372.0,57,460,40,4,4,2,442,10
1374.0,414,1090,30,2,3,3,233,8
1376.0,554,3000,10,1,1,4,114,6
1377.0,477,160,20,2,2,1,221,5
1379.0,50,860,30,4,3,3,433,10
1381.0,204,4270,50,3,4,4,344,11
1382.0,316,870,50,2,4,3,243,9
1383.0,148,2610,30,3,3,4,334,10
1385.0,15,1510,50,4,4,3,443,11
1386.0,400,2760,40,2,4,4,244,10
1387.0,64,130,20,4,2,1,421,7
1388.0,176,110,20,3,2,1,321,6
1389.0,533,130,10,1,1,1,111,3
1390.0,498,840,20,1,2,3,123,6
1391.0,337,840,10,2,1,3,213,6
1392.0,820,10,10,1,1,1,111,3
1393.0,36,5520,30,4,3,4,434,11
1394.0,43,1750,30,4,3,4,434,11
1395.0,575,260,20,1,2,1,121,4
1396.0,253,1000,30,3,3,3,333,9
1397.0,29,1370,40,4,4,3,443,11
1398.0,435,800,10,2,1,3,213,6
1399.0,687,300,10,1,1,2,112,4
1400.0,29,1380,50,4,4,3,443,11
1401.0,414,650,20,2,2,2,222,6
1402.0,218,200,10,3,1,1,311,5
1403.0,708,1640,10,1,1,3,113,5
1404.0,421,8320,20,2,2,4,224,8
1405.0,8,2450,20,4,2,4,424,10
1406.0,645,230,30,1,3,1,131,5
1407.0,260,240,20,3,2,1,321,6
1408.0,225,290,10,3,1,2,312,6
1409.0,554,870,10,1,1,3,113,5
1410.0,239,1420,20,3,2,3,323,8
1411.0,36,1620,40,4,4,3,443,11
1412.0,666,510,10,1,1,2,112,4
1413.0,204,2940,40,3,4,4,344,11
1414.0,428,2290,20,2,2,4,224,8
1415.0,666,220,10,1,1,1,111,3
1416.0,29,2680,60,4,4,4,444,12
1417.0,99,1430,60,4,4,3,443,11
1418.0,85,1250,40,4,4,3,443,11
1419.0,127,480,10,3,1,2,312,6
1420.0,22,480,20,4,2,2,422,8
1421.0,36,590,30,4,3,2,432,9
1422.0,71,1480,40,4,4,3,443,11
1423.0,22,2960,40,4,4,4,444,12
1424.0,456,20,10,2,1,1,211,4
1425.0,428,270,20,2,2,2,222,6
1426.0,120,180,30,3,3,1,331,7
1427.0,22,3270,30,4,3,4,434,11
1429.0,197,620,40,3,4,2,342,9
1430.0,302,8870,20,2,2,4,224,8
1431.0,127,1060,30,3,3,3,333,9
1432.0,85,90,20,4,2,1,421,7
1433.0,624,390,10,1,1,2,112,4
1434.0,253,320,10,3,1,2,312,6
1435.0,785,570,10,1,1,2,112,4
1436.0,435,2230,50,2,4,4,244,10
1437.0,652,420,10,1,1,2,112,4
1438.0,8,2570,40,4,4,4,444,12
1440.0,141,1860,20,3,2,4,324,9
1441.0,71,300,30,4,3,2,432,9
1442.0,176,790,20,3,2,3,323,8
1443.0,330,1170,30,2,3,3,233,8
1444.0,736,330,10,1,1,2,112,4
1445.0,771,210,20,1,2,1,121,4
1446.0,43,3320,20,4,2,4,424,10
1447.0,253,1700,30,3,3,4,334,10
1449.0,302,3250,20,2,2,4,224,8
1450.0,232,2840,30,3,3,4,334,10
1451.0,400,280,20,2,2,2,222,6
1452.0,134,470,10,3,1,2,312,6
1453.0,351,870,10,2,1,3,213,6
1454.0,57,510,30,4,3,2,432,9
1455.0,50,240,30,4,3,1,431,8
1456.0,393,310,20,2,2,2,222,6
1457.0,582,290,10,1,1,2,112,4
1458.0,78,400,10,4,1,2,412,7
