0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Fake ID (feat. Gretchen Wilson),Fake ID (feat. Gretchen Wilson),Big & Rich,2011-05-17,203280,57,0.0614,0.663,0.956,0.0,0.233,-2.322,0.0395,129.983,4
Little Toy Guns,Greatest Hits: Decade #1,Carrie Underwood,2014-12-09,210760,50,0.00407,0.434,0.868,1.98e-06,0.0919,-1.208,0.0603,161.886,4
Can't Get Away from a Good Time,Pawn Shop Guitar - EP,Logan Mize,2015-05-19,256293,44,0.147,0.433,0.908,0.0,0.412,-3.834,0.061,169.927,4
House Party,Montevallo,Sam Hunt,2014-10-24,190240,0,0.133,0.752,0.853,0.0,0.0238,-5.222,0.0491,104.003,4
Kick The Dust Up,Kill The Lights (Deluxe),Luke Bryan,2015-08-07,190586,65,0.196,0.597,0.86,0.0,0.087,-2.315,0.0461,172.064,4
Leave The Night On,Montevallo,Sam Hunt,2014-10-24,192160,0,0.109,0.52,0.953,0.0,0.354,-3.813,0.0622,171.981,4
Lie a Little Better,Road Between,Lucy Hale,2014-01-01,222573,0,0.0033,0.521,0.797,0.0,0.203,-3.833,0.0325,130.089,4
You Sound Good to Me,Road Between,Lucy Hale,2014-01-01,192653,47,0.0446,0.638,0.893,1.59e-06,0.0847,-3.889,0.0461,92.018,4
Red Dress,Road Between,Lucy Hale,2014-01-01,278266,34,0.169,0.569,0.86,0.0,0.211,-3.552,0.0356,119.967,4
Lose My Mind,Illinois,Brett Eldredge,2015-09-11,155440,55,0.0206,0.68,0.755,0.0,0.21,-5.509,0.029,101.048,4
Mean to Me,Bring You Back,Brett Eldredge,2013-08-06,228906,55,0.115,0.647,0.586,1.69e-06,0.121,-6.883,0.0313,87.994,4
Mind Reader,Where It's At,Dustin Lynch,2014-09-09,185413,56,0.0266,0.394,0.8,0.0,0.184,-4.17,0.0413,162.053,4
Drunk on Your Love,Illinois,Brett Eldredge,2015-09-11,173960,61,0.414,0.443,0.831,0.0,0.204,-5.606,0.0616,182.064,4
Lose My Mind,Illinois,Brett Eldredge,2015-09-11,155440,55,0.0206,0.68,0.755,0.0,0.21,-5.509,0.029,101.048,4
Shut Up And Fish,Start Here,Maddie & Tae,2015-06-02,198493,49,0.258,0.609,0.882,1.36e-06,0.315,-2.683,0.0526,126.041,4
Redneck Yacht Club,My Kind Of Livin',Craig Morgan,2005-03-08,230373,66,0.455,0.49,0.817,0.0,0.0885,-5.405,0.0355,168.115,4
International Harvester,Little Bit Of Life,Craig Morgan,2006-10-31,228653,64,0.103,0.699,0.837,0.0,0.231,-5.173,0.0428,95.493,4
That's What I Love About Sunday,My Kind Of Livin',Craig Morgan,2005-03-08,201493,61,0.479,0.6,0.56,0.0,0.111,-6.311,0.0325,139.469,4
Seein' Red,Current Mood,Dustin Lynch,2017-09-08,194893,56,0.054,0.651,0.808,0.0,0.0482,-4.731,0.0435,100.993,4
Move,Kill The Lights (Deluxe),Luke Bryan,2015-08-07,227413,58,0.00719,0.57,0.939,1.08e-06,0.0462,-0.716,0.0789,103.983,4
"Huntin', Fishin' And Lovin' Every Day",Kill The Lights (Deluxe),Luke Bryan,2015-08-07,278613,67,0.14,0.543,0.81,1.23e-05,0.145,-4.275,0.0368,76.978,4
Ball Cap,Ball Cap,Glen Templeton,2013-09-24,159424,40,0.0576,0.598,0.916,0.0,0.124,-3.298,0.0438,102.028,4
You Should Be Here,You Should Be Here,Cole Swindell,2016-05-06,190173,63,0.0592,0.489,0.641,0.0,0.0857,-4.455,0.0282,136.095,4
POWER,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,292093,78,0.0161,0.542,0.914,0.0,0.744,-4.747,0.113,153.993,4
Pills N Potions,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,268000,61,0.00812,0.391,0.604,5.18e-06,0.0443,-8.104,0.212,169.658,4
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,234413,66,0.241,0.64,0.659,8.33e-06,0.484,-7.273,0.215,136.804,4
Starboy,Starboy,The Weeknd,2016-11-25,230453,0,0.165,0.681,0.594,3.49e-06,0.134,-7.028,0.282,186.054,4
Stronger,Graduation,Kanye West,2007-09-11,311866,0,0.00728,0.625,0.726,0.0,0.318,-7.731,0.155,103.98,4
We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231240,77,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,4
Say It,Skin,Flume,2016-05-27,262521,0,0.0685,0.597,0.531,3.72e-06,0.0617,-6.83,0.0295,74.938,4
Better (feat. Yo Gotti),Thank You (Deluxe),Meghan Trainor,2016-05-13,167613,6,0.0981,0.525,0.77,0.0,0.301,-5.385,0.29,79.837,4
Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,0,0.0408,0.648,0.738,0.0,0.292,-5.883,0.247,159.145,4
In the Name of Love,The Martin Garrix Collection,Martin Garrix,2017-04-21,195840,21,0.0592,0.49,0.485,0.0,0.337,-6.237,0.0406,133.889,4
The Greatest,This Is Acting (Deluxe Version),Sia,2016-10-21,210920,68,0.0174,0.639,0.785,0.00107,0.0512,-6.167,0.174,191.95,4
Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,84,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
Sexy And I Know It,"The Covers, Vol. 2",Noah Guthrie,2016,184600,0,0.512,0.713,0.26,0.0,0.0952,-11.893,0.0473,116.954,4
Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,214265,0,0.341,0.775,0.617,0.0,0.0985,-6.166,0.0701,100.048,4
All We Know,All We Know,The Chainsmokers,2016-09-29,194080,69,0.097,0.662,0.586,0.00272,0.115,-8.821,0.0307,90.0,4
Broccoli (feat. Lil Yachty),Big Baby DRAM,DRAM,2016-10-21,225205,62,0.236,0.886,0.525,0.0,0.057,-7.39,0.131,145.99,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,2016-06-24,243490,77,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,169.021,4
Capsize,Truce - EP,FRENSHIP,2016-09-02,237706,67,0.0398,0.683,0.708,0.155,0.686,-6.244,0.0305,92.991,4
The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),Mike Perry,2016-04-15,183414,71,0.0225,0.632,0.575,1.81e-06,0.104,-6.478,0.029,90.037,4
Final Song,Final Song,MØ,2016-05-13,235826,66,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0.0345,104.988,4
Fresh Eyes,Fresh Eyes,Andy Grammer,2016-01-01,198001,0,0.562,0.822,0.544,2.4e-05,0.144,-6.797,0.0332,122.047,4
Call On Me - Ryan Riback Extended Remix,Call On Me (Remixes),Starley,2016-10-14,222040,43,0.0604,0.67,0.838,0.000611,0.159,-4.031,0.0362,104.998,4
Controlla,Views,Drake,2016-05-06,245226,0,0.0773,0.607,0.476,0.0,0.113,-11.076,0.249,122.976,5
You & Me,Gossip Columns,Marc E. Bassy,2017-10-13,218493,62,0.0413,0.449,0.635,0.0,0.188,-8.301,0.275,84.414,4
Alarm,Alarm,Anne-Marie,2016-05-20,205593,59,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,4
Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),Cheat Codes,2016-07-01,163841,0,0.101,0.68,0.774,0.0,0.113,-3.136,0.0697,102.949,4
I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,1969-12-18,176333,0,0.29,0.639,0.548,9.68e-05,0.366,-13.534,0.0394,98.359,4
Thinkin Bout You,channel ORANGE,Frank Ocean,2012-07-10,200746,77,0.409,0.721,0.339,0.00153,0.0973,-11.195,0.0532,129.83,4
Love On Top,4,Beyoncé,2011-06-24,267413,74,0.0848,0.652,0.749,0.0,0.604,-5.248,0.0886,94.103,4
Living For The City - Edit Version,Song Review: A Greatest Hits Collection,Stevie Wonder,1996-01-01,221066,0,0.218,0.715,0.567,0.0,0.168,-8.279,0.123,98.981,4
Another Day in Paradise,Change of Scenery,Quinn XCII,2015-04-28,255000,0,0.161,0.652,0.802,0.0,0.143,-5.308,0.0669,167.952,5
Hurts So Good,Astrid S,Astrid S,2016-05-20,208728,0,0.0777,0.681,0.594,0.0,0.0961,-4.986,0.0486,120.141,4
Perfect Strangers,Jonas Blue: Electronic Nature - The Mix 2017,Jonas Blue,2017-07-14,195313,40,0.35,0.739,0.833,0.0,0.266,-5.012,0.0463,117.99,4
Sexual,Sexual,NEIKED,2016-08-26,188888,0,0.0623,0.803,0.569,0.0,0.083,-7.392,0.0739,107.986,4
in my miNd,In My Mind,Maty Noyes,2016-07-08,212026,0,0.45,0.768,0.632,0.0,0.0449,-3.807,0.0254,102.061,4
Holy War,HERE,Alicia Keys,2016-11-04,262493,34,0.29,0.609,0.566,4.47e-06,0.0949,-8.639,0.105,131.976,4
Trust Nobody (feat. Selena Gomez & Tory Lanez),9,Cashmere Cat,2017-04-28,215670,0,0.494,0.42,0.636,0.0,0.122,-7.216,0.22,156.104,5
Mercy,Illuminate,Shawn Mendes,2017-03-03,208733,0,0.137,0.469,0.68,0.0,0.11,-4.921,0.117,147.734,4
"Still Falling For You - From ""Bridget Jones's Baby""","Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",Ellie Goulding,2016-08-19,240867,0,0.547,0.512,0.531,2.46e-06,0.102,-8.03,0.0418,96.058,4
By Your Side,By Your Side,Jonas Blue,2016-10-28,201254,0,0.0778,0.696,0.743,0.0,0.0581,-3.838,0.0331,122.978,4
The Mack,The Mack,Nevada,2016-09-23,167038,0,0.0707,0.707,0.883,0.0,0.23,-4.281,0.0602,106.031,4
Body Say,Body Say,Demi Lovato,2016-07-01,193893,0,0.00516,0.63,0.735,1.96e-06,0.261,-4.787,0.037,86.993,4
Nervous (The Ooh Song) - Mark McCabe Remix,Nervous (The Ooh Song) [Mark McCabe Remix],Gavin James,2016-06-24,195194,49,0.0732,0.432,0.874,6.14e-06,0.371,-5.558,0.0462,103.85,4
Body Moves,DNCE,DNCE,2016-11-18,236453,0,0.00165,0.655,0.699,0.0,0.0378,-5.142,0.0385,102.033,4
Miss You,Pages,James Hersey,2017-05-05,206099,0,0.104,0.88,0.605,0.00488,0.106,-7.639,0.0531,120.017,4
New York City,The Chainsmokers- Japan Special Edition,The Chainsmokers,2016-08-10,230653,28,0.0123,0.57,0.658,0.0,0.144,-6.828,0.0401,126.027,4
Mad World,Trading Snakeoil For Wolftickets,Gary Jules,2001,183680,2,0.958,0.562,0.0915,0.0,0.108,-13.666,0.0297,87.274,4
Half The World Away,All My Demons Greeting Me As A Friend (Deluxe),AURORA,2016-03-11,198133,56,0.949,0.62,0.11,6.28e-06,0.16,-13.704,0.0416,111.362,4
Ain't No Sunshine - Lido Remix,Ain't No Sunshine (Lido Remix),Bill Withers,2015-05-26,186413,26,0.0517,0.647,0.756,0.00325,0.179,-7.594,0.381,74.979,4
Love On The Brain,ANTI,Rihanna,2016-01-28,224000,0,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
oui,Late Nights: The Album,Jeremih,2015-12-04,238320,76,0.213,0.418,0.724,0.0,0.112,-3.724,0.0964,78.521,5
All Time Low,All Time Low,Jon Bellion,2015-04-14,221333,54,0.389,0.672,0.386,0.0,0.0838,-9.715,0.264,90.082,4
All Night,Night & Day (Night Edition),The Vamps,2017-07-14,197640,0,0.0038,0.544,0.809,0.0,0.323,-5.098,0.0363,145.017,4
True Disaster,Lady Wood,Tove Lo,2016-10-28,204194,0,0.0438,0.605,0.792,2.62e-06,0.103,-6.084,0.0489,96.955,4
"Sit Still, Look Pretty","Sit Still, Look Pretty",Daya,2017-01-06,202226,60,0.122,0.655,0.787,3.11e-06,0.178,-3.031,0.264,181.799,4
Ain't My Fault,So Good,Zara Larsson,2017-03-17,224030,69,0.00778,0.576,0.782,0.0,0.285,-4.825,0.0296,141.153,4
Ain't My Fault - R3hab Remix,Ain't My Fault (R3hab Remix),Zara Larsson,2016-10-07,158772,59,0.0156,0.67,0.847,0.0,0.22,-3.723,0.043,150.109,4
Ain't My Fault (feat. Lil Yachty) - Remix,Ain't My Fault (feat. Lil Yachty) [Remix],Zara Larsson,2016-10-07,238360,38,0.0128,0.583,0.741,0.0,0.172,-4.705,0.03,141.098,4
Make Me... (feat. G-Eazy),Glory (Deluxe Version),Britney Spears,2016-11-15,230960,17,0.146,0.701,0.7,0.0,0.206,-6.672,0.0925,122.984,4
I Think I'm In Love,My Garden,Kat Dahlia,2015-01-09,202666,70,0.137,0.632,0.638,0.0,0.125,-6.731,0.0505,121.868,3
Let Me Love You,Encore,DJ Snake,2016-08-05,205946,0,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,0.0576,199.864,4
Bad Things (with Camila Cabello),bloom,Machine Gun Kelly,2017-05-12,239293,72,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4
Kids,Oh My My,OneRepublic,2016-12-02,238386,0,0.0154,0.591,0.731,0.0,0.333,-6.208,0.0428,100.021,4
Cool Girl,Lady Wood,Tove Lo,2016-10-28,199179,0,0.335,0.671,0.71,4.76e-06,0.074,-6.997,0.109,102.022,4
What Do You Love,What Do You Love,Seeb,2016-10-14,211875,0,0.166,0.542,0.903,3.53e-05,0.355,-2.745,0.0731,96.028,4
If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,249866,67,0.0953,0.63,0.504,0.0,0.308,-6.152,0.0334,89.946,4
Roses (feat. ROZES),The Chainsmokers- Japan Special Edition,The Chainsmokers,2016-08-10,225800,29,0.0361,0.716,0.806,0.00413,0.244,-7.602,0.0466,100.033,4
Monsters,After Hours (Deluxe),Timeflies,2014-01-01,225293,0,0.0196,0.441,0.766,0.0,0.0388,-3.91,0.171,176.316,4
Wild Things,Know-It-All (Deluxe),Alessia Cara,2015-11-13,188493,9,0.02,0.741,0.626,0.0,0.0828,-4.826,0.0886,108.029,4
Monster Lead Me Home,Satellite,Sara Hartman,2016-04-22,237394,40,0.214,0.597,0.835,0.00109,0.131,-6.021,0.0459,164.047,4
Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,71,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,4
We Don't Have To Take Our Clothes Off,Feline (Deluxe),Ella Eyre,2015-08-14,236293,0,0.956,0.565,0.176,5.47e-06,0.108,-9.254,0.0419,97.931,3
Love Me Now,DARKNESS AND LIGHT,John Legend,2016-12-02,210293,64,0.591,0.495,0.762,0.0,0.0763,-3.842,0.0862,123.893,4
Habits of My Heart,Habits of My Heart,Jaymes Young,2014-09-28,210639,60,0.665,0.392,0.498,0.000118,0.34,-7.63,0.117,72.048,4
Make Me (Cry),Make Me (Cry),Noah Cyrus,2016-11-15,242081,66,0.592,0.588,0.471,0.00146,0.0733,-7.287,0.0577,152.881,4
Stone Cold,Confident (Deluxe Edition),Demi Lovato,2015-10-16,191307,59,0.539,0.419,0.453,0.0,0.0971,-7.685,0.0437,140.327,3
Bed Of Lies,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,269946,54,0.251,0.716,0.67,0.0,0.109,-5.779,0.194,86.01,4
Fire,Fire,Louis The Child,2016-09-30,205617,37,0.263,0.386,0.714,0.0,0.233,-5.597,0.381,89.807,4
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,85,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,78,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4
False Alarm,False Alarm,Matoma,2016-06-24,224271,54,0.00681,0.643,0.732,4.57e-05,0.0606,-6.762,0.0294,102.979,4
Say You Do - Radio Edit,Say You Do (Radio Edit),Sigala,2016-02-12,202700,32,0.0152,0.482,0.927,0.000148,0.305,-2.371,0.063,174.05,4
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,71,0.00972,0.583,0.621,0.00106,0.181,-6.902,0.0479,140.036,4
Distortion,Just a Little More Love,David Guetta,2002-05-20,191440,31,0.0011,0.932,0.453,0.0326,0.104,-8.132,0.134,133.578,4
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,79,0.603,0.609,0.444,6.86e-06,0.104,-9.129,0.106,118.402,3
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,219535,73,0.919,0.468,0.19,0.0,0.107,-11.138,0.0373,125.319,4
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,0,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4
Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,79,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
"Signed, Sealed, Delivered (I'm Yours)",Signed Sealed And Delivered,Stevie Wonder,1970-08-01,160500,0,0.0514,0.67,0.619,0.0,0.0492,-10.365,0.0323,108.826,4
Sugar,V (Deluxe),Maroon 5,2015-05-18,235493,60,0.0591,0.748,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
A Whole New World (Aladdin's Theme),Baby Come To Me: The Best Of Regina Belle,Regina Belle,1997-10-16,243093,37,0.582,0.52,0.403,0.0,0.134,-6.87,0.0275,107.938,4
I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-01-01,239316,0,0.554,0.453,0.496,2.65e-05,0.0772,-5.785,0.0453,80.994,4
Stay With Me,In The Lonely Hour,Sam Smith,2014-01-01,172723,0,0.568,0.479,0.419,0.000217,0.11,-6.517,0.0389,85.014,4
Rich Girl,Bigger Than Both Of Us,Daryl Hall & John Oates,1976-08-01,142786,73,0.461,0.573,0.683,0.0,0.0935,-6.644,0.176,169.519,4
Teenage Dream,Teenage Dream,Katy Perry,2010-08-24,227741,70,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,4
Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,4,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,71.105,4
Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,76,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
Somebody To Love - Remastered 2011,A Day At The Races (2011 Remaster),Queen,1976-12-10,296480,0,0.169,0.461,0.69,1.01e-06,0.113,-6.958,0.0611,110.915,3
You Never Even Called Me By My Name,The Essential David Allan Coe,David Allan Coe,2015-10-02,314360,0,0.14,0.59,0.521,0.0,0.43,-11.07,0.0319,105.818,4
Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,77,0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,4
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,79,0.603,0.609,0.444,6.86e-06,0.104,-9.129,0.106,118.402,3
Someone Like You,21,Adele,2011-01-19,285040,1,0.892,0.559,0.33,0.0,0.0975,-8.251,0.0285,135.109,4
Sweet Caroline,Sweet Caroline,Neil Diamond,1969,203573,0,0.611,0.529,0.127,0.000109,0.237,-16.066,0.0274,63.05,4
Pompeii,Bad Blood,Bastille,2013-01-01,214147,73,0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,4
Want to Want Me,Everything Is 4,Jason Derulo,2015-05-29,207719,75,0.00906,0.775,0.68,0.0,0.109,-5.508,0.0629,114.025,4
Ain't No Mountain High Enough,United,Marvin Gaye,1967-08-29,151666,0,0.482,0.669,0.616,0.0,0.179,-10.776,0.033,130.037,4
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997-04-08,268360,75,0.00832,0.64,0.864,0.0,0.123,-6.576,0.0314,102.026,4
What Makes You Beautiful,Up All Night,One Direction,2012-05-25,198053,0,0.00761,0.729,0.771,0.0,0.087,-2.451,0.0725,125.011,4
Cheyenne,Everything Is 4,Jason Derulo,2015-05-29,215107,51,0.0126,0.554,0.768,7.13e-06,0.122,-5.812,0.127,99.679,4
Trumpets,Tattoos,Jason Derulo,2013-09-10,217306,66,0.563,0.627,0.703,0.0,0.0962,-4.884,0.236,81.897,4
Marry Me,Talk Dirty,Jason Derulo,2013-09-10,225026,55,0.033,0.568,0.631,0.0,0.144,-5.623,0.0273,105.096,4
It Girl,Future History (Deluxe Edition),Jason Derulo,2011-09-16,192200,69,0.0165,0.668,0.718,0.0,0.104,-4.736,0.0605,91.993,4
Givin' Up,Future History (Deluxe Edition),Jason Derulo,2011-09-16,230133,34,0.0923,0.654,0.869,0.0,0.151,-3.951,0.0402,89.996,4
What If,Jason Derulo,Jason Derulo,2010-02-24,203240,36,0.14,0.429,0.757,0.0,0.144,-2.912,0.0306,82.517,4
Tennessee Whiskey,Traveller,Chris Stapleton,2015-05-04,293293,81,0.205,0.392,0.37,0.0096,0.0821,-10.888,0.0298,48.718,4
Parachute,Traveller,Chris Stapleton,2015-05-04,253200,71,0.00967,0.642,0.762,5.72e-05,0.182,-7.411,0.0296,113.038,4
Fire Away,Traveller,Chris Stapleton,2015-05-04,244333,69,0.055,0.559,0.301,0.00979,0.101,-9.066,0.0297,116.123,3
Next To You (feat. Justin Bieber),F.A.M.E.,Chris Brown,2011-03-18,265813,0,0.0201,0.67,0.676,0.0,0.11,-4.725,0.037,114.974,4
All Back,F.A.M.E.,Chris Brown,2011-03-18,266840,0,0.193,0.653,0.81,1.98e-06,0.357,-5.449,0.0905,145.918,4
With You,Exclusive - The Forever Edition,Chris Brown,2007,252120,0,0.134,0.662,0.693,0.0,0.145,-4.298,0.0698,86.009,4
Let Her Cry,Cracked Rear View,Hootie & The Blowfish,1994-07-01,318533,65,0.0353,0.352,0.698,0.0,0.113,-6.278,0.0303,142.57,4
I Want It That Way,Original Album Classics,Backstreet Boys,1995,213306,0,0.257,0.689,0.694,0.0,0.148,-5.83,0.027,99.039,4
Always Be My Baby,Daydream,Mariah Carey,1995-10-03,258133,72,0.457,0.65,0.531,0.0,0.249,-8.335,0.0364,78.946,4
Burn,Confessions (Expanded Edition),Usher,2004-03-23,231933,70,0.314,0.796,0.477,0.0,0.12,-7.161,0.108,119.928,4
I Believe I Can Fly,R.,R. Kelly,1998-11-08,320666,61,0.241,0.55,0.444,0.0,0.187,-7.588,0.0292,120.179,4
Fantasy,Daydream,Mariah Carey,1995-10-03,243493,75,0.139,0.669,0.727,0.0,0.123,-7.588,0.0353,102.322,4
As Long as You Love Me,Original Album Classics,Backstreet Boys,1995,214333,0,0.164,0.775,0.816,0.0,0.126,-5.534,0.0281,98.219,4
This I Promise You,No Strings Attached,*NSYNC,2000-03-21,283506,59,0.367,0.55,0.581,0.0,0.122,-6.253,0.0325,165.981,4
It's Gonna Be Me,No Strings Attached,*NSYNC,2000-03-21,191040,62,0.0459,0.644,0.874,2.24e-06,0.0584,-4.666,0.0801,165.09,4
Gone,Celebrity,*NSYNC,2001-07-24,292000,46,0.421,0.699,0.403,0.0,0.126,-8.564,0.0614,113.922,4
Thinking Of You (I Drive Myself Crazy) - Remix,'N Sync UK Version,*NSYNC,1997,240733,52,0.0433,0.562,0.718,0.0,0.174,-6.551,0.0269,86.964,4
Incomplete,Original Album Classics,Backstreet Boys,1995,239586,0,0.231,0.437,0.589,0.0,0.0768,-4.834,0.0331,133.631,4
Shape of My Heart,Original Album Classics,Backstreet Boys,1995,230093,0,0.252,0.575,0.786,0.0,0.159,-4.353,0.0296,96.102,4
Take A Bow,Good Girl Gone Bad,Rihanna,2007-03-31,229413,61,0.248,0.708,0.47,0.0,0.0852,-7.59,0.0659,82.007,4
I'm with You,Let Go,Avril Lavigne,2002-08-26,223066,0,0.08,0.457,0.406,0.0,0.117,-7.462,0.0291,151.95,3
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-05,213826,54,0.937,0.601,0.271,0.0,0.144,-8.688,0.0403,145.494,4
More Than a Feeling - Single Version,Dreams In Rock Vol. 1,Various Artists,1990,203173,32,0.0218,0.404,0.684,1.79e-05,0.0843,-9.574,0.0337,111.361,4
Brown Eyed Girl,Blowin' Your Mind!,Van Morrison,1967-09,183306,80,0.185,0.491,0.583,0.0,0.406,-10.964,0.0376,150.566,4
Can't Stop Loving You - 2016 Remaster,Testify (Deluxe Edition),Phil Collins,2002-11-11,256453,61,0.00726,0.604,0.778,1.33e-05,0.114,-5.686,0.0259,100.155,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
Life Is Worth Living,Purpose (Deluxe),Justin Bieber,2015-11-13,234786,0,0.907,0.558,0.296,0.0,0.108,-9.18,0.0427,76.04,4
Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,250285,74,0.041,0.432,0.781,4.21e-06,0.0789,-4.038,0.0567,139.432,4
Company,Purpose (Deluxe),Justin Bieber,2015-11-13,208120,0,0.132,0.59,0.797,0.0,0.0846,-4.901,0.0614,94.948,4
Been You,Purpose (Deluxe),Justin Bieber,2015-11-13,199226,0,0.0223,0.74,0.781,0.0,0.321,-6.204,0.07,113.021,4
Speakers,Montevallo,Sam Hunt,2014-10-24,228093,0,0.707,0.596,0.462,0.0,0.162,-7.526,0.0409,75.092,4
Make You Miss Me,Montevallo,Sam Hunt,2014-10-24,225693,0,0.138,0.606,0.476,0.0,0.112,-6.577,0.032,146.052,4
Thinking out Loud,x (Wembley Edition),Ed Sheeran,2013,281560,64,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4
Titanium (feat. Sia),Nothing but the Beat Ultimate,David Guetta,2011-08-24,245040,63,0.0679,0.604,0.787,0.15,0.127,-3.674,0.103,126.062,4
Without You (feat. Usher),Nothing but the Beat Ultimate,David Guetta,2011-08-24,208133,55,0.227,0.608,0.614,4.06e-06,0.157,-3.727,0.0285,127.884,4
What Hurts The Most,Me And My Gang (International Version),Rascal Flatts,2006-01-01,214106,0,0.0088,0.537,0.674,0.0,0.265,-5.134,0.0277,136.002,4
Forever,Unstoppable,Rascal Flatts,2009-01-01,256853,0,0.141,0.333,0.698,0.0,0.113,-6.986,0.039,179.979,4
Here Comes Goodbye,Unstoppable,Rascal Flatts,2009-01-01,243786,0,0.42,0.431,0.584,0.0,0.142,-6.025,0.0336,146.176,4
Unstoppable,Unstoppable,Rascal Flatts,2009-01-01,227720,0,0.0738,0.473,0.799,0.0,0.121,-4.798,0.0483,155.892,4
Holdin' On,Unstoppable,Rascal Flatts,2009-01-01,265733,0,0.296,0.38,0.637,0.0,0.117,-7.088,0.0402,166.031,4
Winner At A Losing Game,Still Feels Good,Rascal Flatts,2007-01-01,286613,41,0.207,0.443,0.599,0.0,0.107,-6.604,0.026,171.879,4
Every Day,Still Feels Good,Rascal Flatts,2007-01-01,254213,40,0.0347,0.296,0.725,0.0,0.0881,-5.466,0.0461,113.031,4
Help Me Remember,Still Feels Good,Rascal Flatts,2007-01-01,251573,25,0.0184,0.428,0.62,0.0,0.16,-6.137,0.0327,147.931,4
I Feel Bad,Me And My Gang (International Version),Rascal Flatts,2006-01-01,198306,0,0.163,0.512,0.61,0.0,0.122,-5.076,0.0298,133.665,4
Pieces,Me And My Gang (International Version),Rascal Flatts,2006-01-01,247733,0,0.0142,0.427,0.846,0.0,0.0991,-4.916,0.0614,171.546,3
