track_name,track_uri,album_name,artist_name,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
When It Rains It Pours,1mMLMZYXkMueg65jRRWG1l,This One's for You,Luke Combs,2017-06-02,240760,79,0.013,0.551,0.801,6.03e-06,0.265,-5.069,0.0303,128.027,4
What Cowboys Do,7Hle5ryHW10GCpkE8pxlpx,All Night Party,Casey Donahew,2016-08-19,230280,51,0.113,0.496,0.786,0.0,0.317,-3.971,0.0364,78.008,4
Mean to Me,5FVuERsYqtKKAaWe62NBnv,Bring You Back,Brett Eldredge,2013-08-06,228906,55,0.115,0.647,0.586,1.69e-06,0.121,-6.883,0.0313,87.994,4
No Such Thing as a Broken Heart,0OlS52TmtK2gPaEtdmr7DN,Happy Endings,Old Dominion,2017-08-25,176893,63,0.295,0.651,0.782,0.0,0.107,-4.295,0.0718,171.987,4
Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,Current Mood,Dustin Lynch,2017-09-08,205733,69,0.0251,0.554,0.743,0.0,0.359,-6.016,0.0287,72.997,4
I Know Somebody,5qirEyQairqQcZ7ubCNLOX,The Fighters,LOCASH,2017-06-30,197829,33,0.0356,0.505,0.903,0.0,0.127,-3.699,0.037,88.986,4
Feels This Right,6i7dw0Z5BDEnwVYk84bQmf,All Night Party,Casey Donahew,2016-08-19,198253,39,0.00994,0.51,0.961,0.0,0.023,-2.57,0.0461,180.08,4
Kiss Me In The Dark,3bZKIfJVpW8HktEafRnRP2,Just A Matter Of Time,Randy Rogers Band,2006-01-01,228893,58,0.0083,0.553,0.777,1e-06,0.388,-6.176,0.0275,108.258,4
If It Makes You Feel Good,7A5hSULESGbVMIG0F09TQD,Front Row Seat,Josh Abbott Band,2015-11-06,219149,23,0.098,0.552,0.797,0.0,0.0528,-5.732,0.0384,156.089,4
High Above The Water,4RLMBROzNkYKnKBSz7zkc9,The Limestone Kid,Parker McCollum,2015-02-24,251520,0,0.0078,0.399,0.51,0.0,0.131,-6.53,0.027,141.696,3
Who's Laughing Now,393yMP4QZGS4KDEyBGb0JC,The Limestone Kid,Parker McCollum,2015-02-24,200120,0,0.0459,0.581,0.803,1.26e-05,0.21,-6.999,0.0404,107.927,4
Happy New Year,5iYKnmjIuI9OZhiAI9f5Mc,The Limestone Kid,Parker McCollum,2015-02-24,239866,0,0.146,0.491,0.647,5.19e-06,0.0797,-5.882,0.0273,142.179,4
Deep South,0MVWxE7RIYMDt8JPC2vLNF,Deep South,Josh Turner,2017-03-10,235800,34,0.14,0.795,0.886,0.00113,0.0832,-5.669,0.0382,116.978,4
Beach Bums,0rO0JuXKp2N46YIQb3mcvv,Deep South,Josh Turner,2017-03-10,231453,33,0.0527,0.479,0.735,0.0141,0.362,-5.607,0.0315,83.521,4
Loud and Heavy,6QgEK6fTnReKyNoCp0Toms,Adobe Sessions,Cody Jinks,2015-01-12,230012,0,0.000561,0.452,0.652,0.0,0.0946,-6.713,0.0283,163.932,4
No Shade of Green,5KiwfWPrwlAtoi6J8Kxvof,Come May,Flatland Cavalry,2015-05-19,181933,49,0.338,0.604,0.628,5.09e-05,0.118,-9.4,0.0354,109.011,4
Broken Window Serenade,7oE8dFBb6AtemPMkwsz1ET,Firewater,Whiskey Myers,2015-08-14,346333,0,0.132,0.548,0.538,9.95e-06,0.161,-6.702,0.0246,74.971,4
All Day,5J9eZuWpDqrrz2VbGPz3BU,The Limestone Kid,Parker McCollum,2015-02-24,226453,0,0.0124,0.518,0.595,1.35e-06,0.0848,-6.277,0.0275,143.99,4
I Know She Ain't Ready,0TQ9Hf5DwI9crGZSIlq445,The Way She Rides,Luke Combs,2016-11-04,184746,61,0.0449,0.477,0.728,0.0,0.101,-5.975,0.0337,162.084,4
A Girl Like You,3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,Easton Corbin,2017-01-27,217840,56,0.0197,0.735,0.768,0.0,0.0643,-4.481,0.0353,104.991,4
Lay Low,5CdOqNxkQ7054Rp86f5OWi,Deep South,Josh Turner,2017-03-10,260853,51,0.0794,0.634,0.679,0.000125,0.116,-5.922,0.0282,109.005,4
Would You Go With Me,1KhrAWvLIjRlQIJtSTgvsi,Your Man,Josh Turner,2006,228186,71,0.13,0.605,0.864,0.000827,0.113,-5.365,0.0292,122.918,4
Why Don't We Just Dance,2p07VcUwRZ5sru3mJ0JogS,Haywire,Josh Turner,2010,192800,67,0.42,0.677,0.776,0.000689,0.0954,-5.933,0.0386,121.834,4
Hooked,3DV49ruvI5Sl6iisPZAc2c,Dylan Scott (Deluxe Edition),Dylan Scott,2017-08-04,149293,60,0.0362,0.597,0.721,0.0,0.0832,-6.422,0.0356,132.054,4
Stay Downtown,54EWDYWhs4w6SODnxabuoh,You Should Be Here,Cole Swindell,2016-05-06,201866,46,0.00275,0.336,0.758,0.0,0.189,-4.187,0.0451,77.807,4
Like I Loved You,3T6MAweakkNrMYs8jZIWtg,Brett Young,Brett Young,2017-02-10,207186,64,0.196,0.582,0.568,0.0,0.0841,-6.051,0.0297,76.025,4
I'll Name the Dogs,609qKv3KPAbdtp0LQH2buA,Texoma Shore,Blake Shelton,2017-11-03,183640,62,0.171,0.348,0.87,4.4e-06,0.202,-5.86,0.137,83.392,4
Hometown,2NqHZYzBWUHbbpDDgdGWJL,Kane Brown,Kane Brown,2016-12-02,204066,51,0.0636,0.627,0.881,0.0,0.103,-4.575,0.0556,120.007,4
Change My Mind,3EOR2DM2Ryuw0SGxvJcZf0,Holding Me Together,Josh Ward,2015-10-30,214700,0,0.00927,0.587,0.876,4.29e-06,0.333,-5.627,0.0347,115.013,4
Happens Like That,11fWR3u9wjDMW4oVDbUbyT,When The Good Guys Win,Granger Smith,2017-10-27,171493,57,0.189,0.557,0.807,0.0,0.234,-5.428,0.0825,81.045,4
Written in the Sand,2A69wys3S9uiPSmn6UZWJn,Happy Endings,Old Dominion,2017-08-25,184080,67,0.593,0.725,0.438,0.0,0.0842,-9.602,0.0575,83.984,4
Getting Over You,4hxPwjXNymrxLJD4YaeH1b,Getting Over You,Jackie Lee,2016-10-21,172101,47,0.0636,0.446,0.759,0.0,0.098,-5.053,0.0331,170.17,4
You Broke Up with Me,6UsoV6X96Rox9mfxoz7SFy,You Broke Up with Me,Walker Hayes,2017-01-27,197840,53,0.496,0.846,0.711,0.0,0.247,-7.939,0.061,120.013,4
Touch,0wcDu6p0q2OjbzOltoiRMN,Small Town Family Dream,Josh Abbott Band,2012-04-24,208253,43,0.0272,0.608,0.714,0.0,0.14,-5.578,0.0322,108.019,4
The Long Way,5vuMtXS5kQ7F0o9V9rG1dG,Brett Eldredge,Brett Eldredge,2017-08-04,208720,58,0.265,0.488,0.637,0.0,0.106,-7.63,0.0401,88.865,4
Losing Sleep,6waqLPcT6ruMhmd36OhmFO,Losing Sleep,Chris Young,2017-10-20,178253,59,0.0715,0.584,0.621,1.68e-06,0.389,-5.703,0.0443,92.003,4
"I Need Your Love (feat. Mohombi, Faydee & Costi)",74Xdx4ezYQQlg8wKswq25T,"I Need Your Love (feat. Mohombi, Faydee & Costi)",Shaggy,2014-12-22,216666,59,0.122,0.529,0.794,0.0,0.117,-3.903,0.164,119.956,3
Hotline Bling,2FBUoWkIuQXwayw2RNo5l6,Views,Drake,2016-05-06,267066,0,0.00347,0.903,0.62,0.000119,0.0504,-8.094,0.0587,134.96,4
Cool Enough - Radio Edit,6UVOfcQCHtWHsDfUraoi42,Cool Enough,Spada,2015-03-23,180001,23,0.287,0.724,0.605,0.000117,0.132,-6.133,0.0269,125.977,4
The Fix (feat. Jeremih),20IZ0jYjnFO0NxyiaRsJwb,The Fix (feat. Jeremih),Nelly,2015-08-14,173045,0,0.0485,0.812,0.479,0.0,0.102,-6.47,0.0429,95.505,4
Top Of The World,4pdoeoOQSu6DNznlfNc5FP,Damn Country Music,Tim McGraw,2015-01-01,233973,45,0.29,0.675,0.791,0.0,0.485,-5.64,0.0383,141.217,4
Hiding (feat. The Nicholas),5GjoCfnnaXXbSxK7aYW9X0,Hiding (feat. The Nicholas),Kav Verhouzer,2015-06-19,203550,36,0.0422,0.752,0.552,0.164,0.095,-8.391,0.0364,124.998,4
Strangers,2qIWuOrAN2aGyAnh6K5nxe,Strangers,Seven Lions,2013-01-01,204240,0,0.0129,0.586,0.699,1.5e-06,0.156,-7.44,0.0392,129.972,4
Falling Away,0Gcj2vsg4VBmkArxOEfrEs,Falling Away,Seven Lions,2015-08-14,234586,38,0.0257,0.617,0.817,0.000725,0.76,-5.156,0.0337,128.008,4
Back and Forth,29FBIpyTuflINmsxbD809P,Psycadelik Thoughtz,B.o.B,2015-08-14,223856,23,0.108,0.693,0.653,0.0,0.115,-6.692,0.0579,99.638,4
Charged Up,4pc01CAhGKx15PY23uPjHp,Charged Up,Drake,2015-07-31,189768,46,0.91,0.461,0.696,0.0,0.121,-7.014,0.592,173.695,4
Around The World,5IxXl4qLDoh16PJ5E7lnql,Around The World,Natalie La Rose,2015-06-05,216346,42,0.279,0.681,0.575,0.0,0.298,-7.79,0.0657,131.015,4
Flashlight,00pLvXMdSXJG8HLliuWTWt,Flashlight,Kurt Hugo Schneider,2015-06-25,194558,45,0.742,0.748,0.219,0.0,0.0663,-13.729,0.0963,135.921,4
White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,Stoney (Deluxe),Post Malone,2016-12-09,256533,77,0.233,0.675,0.562,0.0,0.0816,-7.678,0.0352,130.098,4
Wake Me Up,5d3kBmxHuMkHLmgXuCK30M,"The Covers, Vol. 6",Madilyn Bailey,2013-09-13,211960,42,0.851,0.544,0.202,0.0,0.113,-11.206,0.0343,100.57,4
All The Time,0sFvItEeMstcUyZCleYgyj,All The Time,Jeremih,2013-01-01,264200,0,0.556,0.677,0.439,6.3e-06,0.228,-9.282,0.326,109.997,4
You & I - Radio Mix,6oFpjGoHwViA4aA6LdLmJx,You & I,Sons Of Maria,2014,203697,34,0.00739,0.689,0.761,0.197,0.114,-6.238,0.0318,118.949,4
Get You Alone (Featuring Jeremih),387d34iruAkp5VeT07TmJZ,Get You Alone (Featuring Jeremih),Maejor,2015-01-01,277584,43,0.00997,0.413,0.665,1.27e-06,0.366,-5.329,0.199,92.01,4
Me and You - Original Mix,5QjojS4gO6z8iCaU8WDeL7,Me and You,Maejor,2015-03-01,221318,0,0.0823,0.49,0.653,0.23,0.0864,-7.912,0.0458,107.002,4
Willing & Able,29rBJWizgnVht4qXpHyDxh,Caracal (Deluxe),Disclosure,2015-09-25,292759,51,0.252,0.571,0.632,0.0,0.104,-6.884,0.752,199.987,4
Your Type,3cW989C4C6FZ6IzUkw158j,Emotion,Carly Rae Jepsen,2015-06-24,199720,10,0.00246,0.628,0.813,0.00124,0.0814,-5.156,0.0524,92.033,4
High By The Beach,35WhawODuOs0kaHxwmPA9D,Honeymoon,Lana Del Rey,2015-09-18,257573,0,0.266,0.518,0.492,0.00432,0.119,-11.085,0.0345,131.979,4
Coming Over (feat. James Hersey),6m3ZWIXhjoV76syT1j2oE9,This Mixtape is Fire.,Dillon Francis,2015-08-14,178333,55,0.227,0.631,0.661,1.43e-06,0.166,-5.5,0.0999,174.031,4
Back To Back,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,Drake,2015-07-31,170637,70,0.00855,0.893,0.48,0.0,0.116,-3.728,0.356,86.976,4
Drive,2kJqNHHGOzLNahukdvlDWN,Oh Wonder,Oh Wonder,2015-09-04,196465,61,0.705,0.657,0.456,8.84e-06,0.084,-8.351,0.0961,141.735,4
Right Hand,3lSR267IJfT54p0Gfuw7mi,Right Hand,Drake,2015-07-31,190595,61,0.117,0.916,0.301,0.0,0.089,-7.657,0.237,100.518,4
Early Morning Champagne,49Ueyc7bkbBmEH7bFlRoL0,Early Morning Champagne E.P.,Woz,2013-01-01,267096,7,0.0354,0.845,0.584,0.0549,0.157,-10.193,0.058,124.04,4
Lose It All,0Z3zO5I2C5jBwBicXN5F5o,Illinois,Brett Eldredge,2015-09-11,220773,31,0.126,0.496,0.79,1.72e-05,0.281,-7.0,0.0388,157.923,4
Smoke Break,46W2wkCzFerbeQbNz3EIaa,Storyteller,Carrie Underwood,2015-10-23,198333,50,0.0513,0.453,0.839,0.0,0.348,-3.702,0.0511,160.16,4
Levels,6pf9datdAtxQj4EU8UYHSx,Nick Jonas X2,Nick Jonas,2015-11-20,167693,54,0.0488,0.432,0.656,0.0,0.256,-4.669,0.428,199.246,4
Casanova,2QTp2o96FG61yVAxZTHqSV,Casanova,Palm Trees,2015-08-21,219787,44,0.362,0.751,0.716,2.13e-05,0.0567,-4.85,0.248,106.09,4
Worry Bout It (feat. Fetty Wap),4ViTIjyIu20lflnea1eyDB,Worry Bout It (feat. Fetty Wap),Kirko Bangz,2015-07-31,214153,41,0.00437,0.695,0.612,0.0,0.111,-5.618,0.0321,130.015,4
Gimmie Love,7r5Q8PAJtlwYRoPtlZcOBv,Emotion,Carly Rae Jepsen,2015-06-24,202226,12,0.114,0.694,0.802,0.0,0.152,-4.948,0.0541,109.544,4
Clint Eastwood,3z3vQXiLoHuSn8CQP9cBQY,Clint Eastwood,Jessie James Decker,2015-01-30,219743,0,0.117,0.644,0.732,0.0,0.133,-4.518,0.0483,104.996,4
American You,2g5cChGDcrjtpRVGA7q4Eh,Love Story,Yelawolf,2015-04-21,212146,56,0.186,0.752,0.754,0.0,0.11,-5.061,0.133,82.986,4
All Night Longer (feat. B.o.B) - It's The Kue Remix! Main,7wQoY9Wt12wRaWeJ8pHMVA,All Night Longer (feat. B.o.B) [It's The Kue Remix! Main],Sammy Adams,2014-08-28,285000,11,0.311,0.686,0.836,0.0,0.0723,-4.888,0.111,122.959,4
Dollhouse - Jai Wolf Remix,3uRZdsfjv6aWD7OV6VQPz6,Dollhouse (The Remixes),Melanie Martinez,2014-07-24,248526,31,0.375,0.651,0.453,2.34e-06,0.347,-9.595,0.0271,140.003,4
On Top,0lOEOflAkoqLcgp0jqshcZ,Flume,Flume,2012-12-21,231106,0,0.00957,0.528,0.757,5.53e-05,0.145,-5.423,0.212,93.007,4
Freeway - Flux Pavilion and Kill the Noise Remix,4zl9PlxEgWnlAywWZjV4IR,Freeway Remixes,Flux Pavilion,2014-10-17,165558,19,0.0718,0.573,0.746,0.0261,0.101,-6.425,0.22,139.905,4
Love Life (feat. Sevyn Streeter),4BFb06t2AWUA3mWMbIePmA,Psycadelik Thoughtz,B.o.B,2015-08-14,216876,27,0.62,0.642,0.716,0.0,0.224,-4.642,0.0484,80.941,4
Run Away With Me,03dTMO4H8B2OSv5FmXtpON,Emotion,Carly Rae Jepsen,2015-06-24,251320,25,0.0126,0.564,0.719,0.000177,0.0537,-5.505,0.0475,119.023,4
Stuck With Me,3nMIGUBmSu9QN6SzPLRQeg,Just For Fun (Deluxe),Timeflies,2015-09-18,172133,0,0.7,0.623,0.372,6.01e-06,0.11,-13.379,0.0946,79.956,4
Lemme Freak,0egGmGkZ8maYdEYo4RrVsZ,Professional Rapper,Lil Dicky,2015-07-31,285894,0,0.0144,0.8,0.656,0.0,0.354,-5.874,0.114,119.921,4
Roses (feat. ROZES),6O6M7pJLABmfBRoGZMu76Y,The Chainsmokers- Japan Special Edition,The Chainsmokers,2016-08-10,225800,30,0.0361,0.716,0.806,0.00413,0.244,-7.602,0.0466,100.033,4
Flicker,6svZ9rs70wvsCWacMHgzPM,Worlds,Porter Robinson,2014-08-08,279000,0,0.0318,0.593,0.715,0.000368,0.169,-3.737,0.1,92.03,4
When Love Hurts,1cMz6rroBWiUPjkCIxtMAN,III.,JoJo,2015-08-21,215374,36,0.297,0.679,0.746,0.0,0.355,-3.739,0.0428,120.079,4
Shots - Broiler Remix,0z8yrlXSjnI29Rv30RssNI,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-05-11,190999,0,0.436,0.733,0.777,0.0716,0.102,-7.076,0.0347,119.996,4
Visions - Boehm Remix,05MGzkCp90WjBzEbdWkbed,Visions (Boehm Remix),Cheat Codes,2015-07-24,216745,28,0.038,0.766,0.87,1.63e-06,0.124,-5.316,0.0323,122.994,4
Be Right There,1Wuwsq0BK4Abd7gRitOhXl,Be Right There,Diplo,2015-08-28,237051,0,0.00259,0.695,0.797,0.112,0.664,-5.199,0.0548,124.972,4
Hide Away,4Z3qm2aWGTJuJKnv3EWwyD,"Sit Still, Look Pretty",Daya,2017-01-06,192386,45,0.218,0.886,0.818,3.46e-06,0.0687,-3.649,0.0843,95.05,4
What Do You Mean?,3pzjHKrQSvXGHQ98dx18HI,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,0,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,125.02,4
Acquainted,7t5m6zRwIEBxmPt8lNoPPi,Beauty Behind The Madness,The Weeknd,2015-08-28,348853,0,0.464,0.38,0.481,0.0,0.0765,-9.874,0.0567,105.36,4
Same Old Love,6ZANrVuAMp2rpjhfbOuJly,Revival (Deluxe),Selena Gomez,2015-10-09,229080,71,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,4
Burn Slow (feat. Rae Sremmurd),1otonPYqofxM6B8ejJHXjg,Burn Slow (feat. Rae Sremmurd),Wiz Khalifa,2015-09-04,222247,41,0.0457,0.797,0.437,0.00109,0.126,-11.58,0.0469,125.008,4
Here for You (feat. Ella Henderson),73iyt0DBfDKsMSjJStycGC,Cloud Nine (Japan Version),Kygo,2016-06-29,245346,12,0.527,0.686,0.747,0.0153,0.158,-5.998,0.0413,104.992,4
Wanna Be That Song,1XazlqB4YAtvouCmJPWXlM,Illinois,Brett Eldredge,2015-09-11,236226,60,0.114,0.518,0.686,0.0,0.114,-4.911,0.0313,144.065,4
Easy Love - Sticky Remix,1mHIPwBTrEyQ62BTo3GzUq,Easy Love (Remixes),Sigala,2015-09-04,294328,7,0.000549,0.684,0.957,0.0283,0.14,-3.617,0.0941,132.039,4
Do It Well (feat. Tom Aspaul),5QhSEnKxFB9aOsDqlM97Om,Do It Well (feat. Tom Aspaul),XYconstant,2015-09-04,193837,32,0.127,0.642,0.774,0.0,0.207,-6.082,0.0475,114.948,4
Feeling Good,7oDjaRDdf9zNQ8N3yRjQwF,Feeling Good,Avicii,2015-05-06,228938,0,0.318,0.394,0.581,0.0,0.112,-5.489,0.0397,100.092,3
Pure Grinding,3uiQ8zYvOqOO9uBfhXdiKB,Stories,Avicii,2015-10-02,171960,0,0.0774,0.71,0.754,6.44e-06,0.105,-3.427,0.0552,104.019,4
Trini Dem Girls,3Ct0bL2G2Ki3DvrJQef2vo,The Pinkprint,Nicki Minaj,2014-12-12,194733,0,0.207,0.831,0.751,0.00893,0.0817,-6.843,0.233,109.96,4
When I See Ya (feat. Fetty Wap),6RR0gGywnokuXCekeT1CF8,Free TC,Ty Dolla $ign,2015-11-13,214040,0,0.423,0.654,0.529,0.0,0.175,-6.712,0.0663,107.982,3
"Today's The Day - From ""The Ellen DeGeneres Show""",00iCRJ7pk3onHablkLyVH1,"Today's The Day (From ""The Ellen DeGeneres Show"")",P!nk,2015-09-10,224826,46,0.0363,0.497,0.922,0.0,0.0702,-4.674,0.139,124.036,4
Acquainted,7t5m6zRwIEBxmPt8lNoPPi,Beauty Behind The Madness,The Weeknd,2015-08-28,348853,0,0.464,0.38,0.481,0.0,0.0765,-9.874,0.0567,105.36,4
Huey,3iut542DAj1c44VzyA6CpN,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Earl Sweatshirt,2015-03-23,112066,51,0.55,0.423,0.59,4.22e-05,0.306,-7.37,0.156,76.035,4
Holy Ghost,5ho74ZlMvEbyhFutCd8SGg,Dopamine,BØRNS,2015-10-16,256653,52,0.00153,0.591,0.874,1.45e-05,0.0602,-4.224,0.0562,89.998,4
Angels (feat. Saba),0jx8zY5JQsS4YEQcfkoc5C,Coloring Book,Chance the Rapper,2016-05-27,206240,57,0.294,0.771,0.647,0.0,0.37,-5.127,0.376,155.914,4
Intro,4YwNf1fLZt9IQhJeHNWfBi,2014 Forest Hills Drive,J. Cole,2014-12-09,129266,1,0.844,0.435,0.268,0.0632,0.107,-15.164,0.0438,78.802,4
These Walls,7uWVT3UkCAZyANvv0bdyQn,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,300973,65,0.11,0.752,0.489,3.57e-06,0.202,-5.233,0.137,108.005,4
For Free? - Interlude,75izAeHlGuOgA865CFDyIv,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,130893,58,0.588,0.526,0.896,0.0,0.37,-4.708,0.197,129.313,1
Money Trees,2HbKqm4o0w5wEeEFXm2sD4,"good kid, m.A.A.d city",Kendrick Lamar,2012,386906,80,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,4
Goldie,31G9RaSaDOI2NWcpnIp734,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,192066,65,0.228,0.697,0.849,4.52e-05,0.493,-4.953,0.248,81.956,4
Retrograde,03CLsFk6JSz301bKuukPSD,Overgrown,James Blake,2013-04-08,223600,0,0.869,0.324,0.256,0.078,0.134,-11.229,0.042,77.906,4
Save The Children,7gvJadQt9vhgVHG7O1L2sc,B4.DA.$$,Joey Bada$$,2015-01-20,215167,3,0.271,0.393,0.918,0.0,0.239,-3.29,0.458,171.794,4
Apparently,1HNs07uZxZniPNmniw2GTa,2014 Forest Hills Drive,J. Cole,2014-12-09,293040,2,0.564,0.8,0.543,0.0,0.116,-9.236,0.0911,133.98,4
We Used To Vacation,3Zq3hTVRPNvAIK5Ej8MqOO,Robbers & Cowards,Cold War Kids,2007-05-11,241706,50,0.00902,0.437,0.759,0.0,0.103,-4.224,0.0788,96.121,4
Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,2014 Forest Hills Drive,J. Cole,2014-12-09,239320,8,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,4
Plumage,7eq8BnsFJ9PHXQnSm8pZw1,Moms,Menomena,2012-01-01,252240,8,0.276,0.475,0.71,3.25e-05,0.238,-5.781,0.0558,180.286,4
Mr. Jones,5DiXcVovI0FcY2s0icWWUu,August And Everything After,Counting Crows,1993-01-01,272293,77,0.183,0.578,0.817,3.06e-06,0.285,-6.542,0.0363,141.621,4
Hate It Or Love It,60WcXjimfbhk6T0gj1Eufg,The Documentary,The Game,2005,206400,0,0.14,0.802,0.785,0.0,0.123,-4.781,0.207,99.998,4
Swim Good,0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,2011-01-01,257186,0,0.00171,0.613,0.667,0.00361,0.0752,-8.517,0.0933,79.898,4
Novacane,4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,2011-01-01,302346,81,0.0584,0.762,0.508,0.00126,0.16,-9.112,0.0919,93.51,4
Jeopardy,6MzMjCBJ9VuzaO9eX5GQRC,Run the Jewels 2,Run The Jewels,2014-12-19,201986,21,0.106,0.353,0.703,0.0,0.335,-8.51,0.285,179.773,5
Somewhere in Paradise (feat. Jeremih & R. Kelly),29BXCsh4lGLrndprkgYL6O,Somewhere in Paradise (feat. Jeremih & R. Kelly),Chance the Rapper,2015-12-13,246500,0,0.361,0.751,0.55,0.0,0.162,-8.588,0.454,119.665,4
Lush Life,1rIKgCH4H52lrvDcz50hS8,So Good,Zara Larsson,2017-03-17,201122,78,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,4
Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,Traveller,Chris Stapleton,2015-05-04,293293,81,0.205,0.392,0.37,0.0096,0.0821,-10.888,0.0298,48.718,4
R.I.P. 2 My Youth,07VBqWH6NG8L2ad3l84UKk,Wiped Out!,The Neighbourhood,2015-10-30,205280,68,0.00216,0.353,0.686,0.0,0.123,-5.704,0.0534,94.47,4
Black Dog,7t8AhVb1nd1SOhutQgM62H,The Architect,Lyall Moloney,2013-10-11,207413,0,0.635,0.784,0.383,0.0216,0.369,-10.193,0.163,96.957,4
For Sale? - Interlude,7unx2Rvsq8D0RfOLRXclTA,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,291720,57,0.442,0.301,0.686,0.000115,0.121,-8.36,0.0831,79.036,3
Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,Stankonia,Outkast,2000-10-31,270506,82,0.143,0.843,0.806,0.0,0.0771,-5.946,0.269,94.948,4
Roses,6bUNEbXT7HovLW6BgPCBsb,Speakerboxxx/The Love Below,Outkast,2003,369573,72,0.0482,0.751,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,4
The Girls on Drugs,09GCuO9yQH5R1E8HYknrV8,The Album About Nothing,Wale,2015-03-31,249271,46,0.0887,0.795,0.633,2.35e-05,0.101,-7.926,0.0907,110.025,4
Broad Shoulders (feat. Chance the Rapper),6m3ZXs465Rt4Tc1iiLktXL,Broad Shoulders,Taylor Bennett,2015-12-14,227263,47,0.822,0.6,0.524,3.29e-05,0.104,-9.297,0.146,127.5,4
Daisy Chains,5HxfLkSX2Nl7BErO1q15sa,You Jump I Run EP,Will Joseph Cook,2015-04-21,231267,39,0.0163,0.744,0.716,0.0,0.101,-4.708,0.0278,134.001,4
Your Love,4K4l4lbc7LX6NjXxFp7E4c,Wave[s],Mick Jenkins,2015-08-21,194143,0,0.0505,0.652,0.454,0.0,0.14,-5.95,0.16,95.063,4
International Lover,3hWwssB0sQFJDTJa01wl6P,The Dance,Madaila,2015-03-17,283986,30,0.175,0.581,0.532,0.000875,0.0732,-6.313,0.0454,83.998,4
Kings of Summer,5Ev3sAE6AN0baPJKe3vcy1,Kings of Summer (feat. Quinn XCII),ayokay,2016-07-20,222644,55,0.261,0.702,0.598,0.0166,0.118,-7.205,0.0299,134.99,4
Doin' It Right,1eW4xUWUcrB0bGmj9hybs2,STS x RJD2,RJD2,2015-05-05,227755,38,0.0804,0.716,0.612,0.0,0.0844,-6.945,0.287,84.067,4
Worry,14AaSKhUMiR5qbNvhjlj9L,Phase,Jack Garratt,2016-02-19,242560,0,0.159,0.6,0.486,0.000288,0.539,-10.06,0.216,90.007,4
Never Be Like You,12REd1n8PeiHHWOh066tpr,Skin,Flume,2016-05-27,233337,0,0.436,0.494,0.559,0.0,0.164,-5.445,0.0565,119.247,4
All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,72,0.12,0.681,0.521,8.41e-05,0.108,-5.849,0.141,94.997,4
Ego,0Cjkwdd0w3cazvtZJ5e8ax,Free The Real (Pt. #1),Bibi Bourelly,2016-05-06,204693,0,0.0638,0.618,0.642,0.0,0.373,-4.205,0.0334,99.944,4
Not My Day,5cr5x6P4jXpDJE4KgkCdDY,Not My Day,Keith James,2015-02-09,188403,34,0.397,0.742,0.592,0.0,0.282,-6.276,0.0619,125.979,4
untitled 03 | 05.28.2013.,2fgAJeky8Cpsr8Cfvn2NVp,untitled unmastered.,Kendrick Lamar,2016-03-04,154346,55,0.608,0.813,0.549,1e-06,0.129,-12.427,0.269,103.914,4
Can't Relive the Party,7furCGpHlxNFNsybOVBlGX,Toussaint Morrison Is Not My Boyfriend,Toussaint Morrison,2012-08-21,225702,30,0.355,0.641,0.918,0.0,0.514,-4.209,0.0541,120.057,4
Retro [ROUGH],7b9h63I7EafcW2pVS9pcUr,Kauai,Childish Gambino,2014-10-03,202666,0,0.233,0.868,0.636,0.0125,0.112,-5.691,0.0391,109.954,4
Let Me Down Easy,3b24MkRgBRlNoXOzQvLrKI,Let Me Down Easy,Max Frost,2015-02-03,237506,42,0.544,0.839,0.515,0.016,0.112,-8.477,0.148,77.506,4
Young,3u4rIcRR7gSoJdkJIx9zpu,Vallis Alps,Vallis Alps,2015-01-06,324122,54,0.72,0.584,0.384,0.288,0.0964,-12.144,0.0675,93.981,4
