0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Campus,Vampire Weekend,Vampire Weekend,2008-01-27,176466,0,0.22,0.637,0.704,0.0872,0.0849,-5.818,0.0658,162.959,4
Mess Me Around,Our House on the Hill,The Babies,2012-11-13,135392,39,0.000124,0.326,0.886,0.000147,0.221,-6.936,0.0395,157.057,4
Talk To Me,Drug For The Modern Age,Kopecky,2015-05-18,173826,0,0.00115,0.738,0.74,0.0135,0.0968,-6.71,0.0303,130.006,4
Trip Switch,Nothing But Thieves (Track by Track),Nothing But Thieves,2015-10-09,181146,51,0.0197,0.65,0.807,0.00611,0.094,-4.157,0.0698,88.475,4
Heart It Races - Cover Version,Heart It Races,Architecture In Helsinki,2007-06-05,233128,21,0.443,0.705,0.474,0.0553,0.338,-13.081,0.0391,98.612,4
Big Decisions,The Waterfall,My Morning Jacket,2015-05-01,232946,0,0.337,0.513,0.874,0.00343,0.126,-5.828,0.0289,98.003,4
It's All in Vain,Don't You,Wet,2016-01-29,214266,47,0.598,0.703,0.387,6.85e-05,0.103,-9.793,0.039,120.044,4
Deadwater,Don't You,Wet,2016-01-29,217000,41,0.316,0.657,0.467,0.00215,0.0891,-8.849,0.0437,135.143,4
C U Girl,C U Girl,Steve Lacy,2015-02-15,129697,78,0.663,0.414,0.473,0.0523,0.128,-8.911,0.116,100.0,4
HOME,ALL-AMERICAN TRASH,BROCKHAMPTON,2016-04-11,302393,38,0.296,0.534,0.36,0.00158,0.382,-12.942,0.0778,153.985,4
CONTACTS,ALL-AMERICAN TRASH,BROCKHAMPTON,2016-04-11,91062,39,0.923,0.689,0.268,1.69e-06,0.31,-15.722,0.505,121.202,3
Can't Come Down,Can't Come Down,A.Dd+,2011-09-13,224549,30,0.697,0.721,0.674,0.0,0.114,-7.074,0.376,129.916,4
Luv,Luv,Antwon,2016-02-15,196840,0,0.0138,0.812,0.573,0.0411,0.104,-8.664,0.159,150.027,4
Life Is What You Make It,Dying in the Pussy,Antwon,2013-07-16,195706,0,0.212,0.612,0.85,0.000497,0.317,-5.011,0.0495,80.034,4
Contraband,Red Teenage Melody,Night Lovell,2016-06-14,227115,28,0.17,0.801,0.679,7.22e-06,0.181,-8.733,0.0526,130.017,4
Miss You,Pale Machine,bo en,2013-09-06,202874,42,0.234,0.743,0.672,1.62e-05,0.869,-9.135,0.214,115.977,4
Money Won't Pay,Pale Machine Expansion Pack Singles,bo en,2014-02-14,237500,37,0.218,0.784,0.715,0.0,0.415,-5.675,0.0664,119.995,4
I'll Fall,Pale Machine Expansion Pack Singles,bo en,2014-02-14,218374,36,0.527,0.823,0.46,1.96e-06,0.0548,-8.114,0.114,119.935,4
Nothing's Gonna Hurt You Baby,I.,Cigarettes After Sex,2012-07-21,286293,68,0.272,0.509,0.331,0.136,0.114,-14.083,0.0267,96.848,4
Affection,Affection,Cigarettes After Sex,2015-10-05,311000,63,0.497,0.415,0.425,0.908,0.105,-11.232,0.025,89.839,4
I Like You,It's All In Your Head,dandelion hands,2013-01-01,167126,55,0.989,0.35,0.1,0.545,0.11,-18.491,0.0328,108.74,4
Strange to Hear,Naked All the Time,Sports,2015-07-24,252800,0,0.849,0.537,0.344,0.957,0.118,-14.782,0.0322,176.16,4
Sweet Emotion,Listen,The Kooks,2014-01-01,308569,0,0.0498,0.766,0.825,0.000137,0.104,-5.266,0.0706,98.007,4
Pink City,A Promise,Xiu Xiu,2003,133373,0,0.00485,0.15,0.671,0.0693,0.287,-6.193,0.0856,137.046,3
First Balloon To Nice,Live A Little Love A Lot,Moose,1995-11-13,168933,0,0.237,0.436,0.611,0.024,0.0942,-7.746,0.0337,103.315,4
Rubdown,Live A Little Love A Lot,Moose,1995-11-13,372293,0,0.0123,0.298,0.587,0.0208,0.133,-6.898,0.0395,131.468,4
So Much Love So Little Time,Live A Little Love A Lot,Moose,1995-11-13,202533,0,0.0617,0.541,0.744,0.00122,0.0578,-5.576,0.0344,125.891,4
Last Of The Good Old Days,Live A Little Love A Lot,Moose,1995-11-13,284333,0,0.01,0.405,0.818,0.302,0.68,-7.479,0.0337,160.94,4
Screaming,. . . XYZ,Moose,1992-01-01,233733,3,0.0177,0.459,0.846,0.129,0.0723,-10.714,0.0433,119.506,4
Love's Lost Guarantee,Descended Like Vultures,Rogue Wave,2005-10-25,284973,0,0.026,0.256,0.746,0.621,0.423,-7.767,0.0341,146.154,4
10:1,10:1,Rogue Wave,2005-08-23,199613,0,0.0155,0.165,0.9,0.00154,0.217,-3.92,0.0652,190.985,4
Crush The Camera,10:1,Rogue Wave,2005-08-23,180666,0,0.523,0.778,0.381,0.000236,0.0573,-8.802,0.0429,139.124,5
Every Moment,Out of the Shadow,Rogue Wave,2004-07-13,135746,0,0.313,0.429,0.816,0.0255,0.114,-7.756,0.0458,140.595,3
Endgame,Out of the Shadow,Rogue Wave,2004-07-13,260000,0,0.778,0.281,0.244,0.132,0.109,-14.129,0.0295,90.351,4
El Scorcho,Pinkerton,Weezer,1996-09-24,243466,56,0.0471,0.479,0.707,0.0,0.0932,-4.968,0.0659,148.092,4
Veldt,soft & wet,Meltycanon,2016-09-01,151662,0,0.44,0.819,0.26,0.56,0.104,-15.696,0.0485,127.989,4
Patroklos,soft & wet,Meltycanon,2016-09-01,180002,0,0.641,0.656,0.223,8.04e-05,0.131,-21.003,0.0449,112.918,4
suncream,old compilation 3,Meltycanon,2016-07-30,121172,0,0.0956,0.777,0.456,0.152,0.487,-14.109,0.0726,115.045,4
Crying in Public,Moth,Chairlift,2016-01-22,268986,39,0.259,0.606,0.592,0.000991,0.136,-7.396,0.0751,174.623,3
It's Your Body 4,Caramel,Connan Mockasin,2013-10-24,101466,0,0.985,0.419,0.0134,0.404,0.149,-23.031,0.0453,136.583,3
Poppies,Marcy Playground,Marcy Playground,1997-01-01,169733,48,0.0161,0.359,0.804,0.000876,0.0889,-6.424,0.0494,182.429,4
Just Kiss Her,Summer House,Concorde,2012-05-21,302532,58,0.000791,0.392,0.644,0.392,0.106,-5.229,0.0332,120.569,4
Infinity,Infinity,Mariah Carey,2015-04-27,239980,0,0.0523,0.562,0.813,1.6e-06,0.192,-4.247,0.0892,134.696,4
Touch My Body,E=MC²,Mariah Carey,2008-01-01,204733,0,0.0996,0.715,0.665,0.0,0.224,-7.736,0.0502,78.502,4
We're Not Just Friends,We're Not Just Friends,"Parks, Squares and Alleys",2015-09-03,187820,51,0.502,0.655,0.653,0.75,0.0781,-7.488,0.0278,114.995,4
Tried And True,Quebec,Ween,2003-08-05,242000,0,0.101,0.747,0.572,0.273,0.333,-9.046,0.0271,119.706,4
Weak,It's About Time,SWV,1992-10-27,291906,68,0.107,0.693,0.533,0.0,0.0695,-10.954,0.0402,127.661,4
Lucky Girl,Morningside,Fazerdaze,2017-05-05,170996,0,0.0331,0.515,0.884,0.0904,0.312,-7.297,0.043,173.012,4
Stay (Bedroom Tape),"Mons Vi Bootlegs, Vol. 1 (B-Sides Compilation)",Mons Vi,2016-08-01,172068,15,0.612,0.494,0.247,0.0836,0.226,-12.147,0.0285,120.048,4
Weird Science,Dead Man's Party,Oingo Boingo,1985-01-01,368760,54,0.0254,0.657,0.826,0.00974,0.708,-12.339,0.0358,128.144,4
No One Lives Forever,Dead Man's Party,Oingo Boingo,1985-01-01,254773,51,0.0948,0.588,0.9,0.0404,0.127,-11.651,0.049,142.094,4
Wild Sex (In The Working Class) - 1988 Boingo Alive Version,Boingo Alive,Oingo Boingo,1988-01-01,256306,20,0.0975,0.415,0.83,0.00364,0.245,-10.989,0.0683,164.485,4
Only A Lad,Only A Lad,Oingo Boingo,1981-01-01,237400,0,0.0405,0.656,0.787,0.008,0.0634,-11.266,0.0686,179.444,4
Private Life - Edited Version,Skeletons In The Closet: The Best Of Oingo Boingo,Oingo Boingo,1989-01-10,199306,0,0.00781,0.492,0.792,0.000114,0.118,-11.074,0.0517,147.584,4
i was all over her,melanchole,salvia palth,2013-01-01,161462,76,0.788,0.529,0.353,0.853,0.116,-12.835,0.0292,104.557,4
Hey Good Lookin',Blonde Tongues,Blonde Tongues,2016-09-07,347000,42,0.0087,0.201,0.771,0.847,0.112,-6.914,0.0401,155.068,3
All for Myself,The Age of Adz,Sufjan Stevens,2010-10-12,177013,0,0.948,0.264,0.378,0.00841,0.104,-14.059,0.128,81.745,4
Words I Don't Remember,"""What Is This Heart?"" (Deluxe Edition)",How To Dress Well,2014-10-27,378253,31,0.849,0.533,0.213,0.565,0.449,-13.437,0.0342,80.004,4
Lost Youth / Lost You,Care,How To Dress Well,2016-09-23,339090,20,0.0779,0.338,0.725,7.4e-06,0.0808,-5.478,0.04,83.846,4
What You Won't Do for Love,What You Won't Do for Love,Bobby Caldwell,1978-08-19,286493,1,0.461,0.642,0.397,0.000834,0.106,-16.842,0.0639,84.064,4
Don't Want to Know If You Are Lonely,Candy Apple Grey,Hüsker Dü,1986,210866,53,0.00128,0.305,0.965,0.00124,0.317,-5.926,0.0809,90.81,4
Eight Miles High,Eight Miles High / Makes No Sense at All (Single),Hüsker Dü,1990-01-01,236093,37,6.27e-05,0.183,0.938,1.83e-06,0.326,-11.314,0.0681,160.257,4
Turn It Around,Warehouse: Songs And Stories,Hüsker Dü,1987,273800,13,0.00847,0.239,0.82,0.676,0.369,-9.41,0.0487,165.18,4
She's a Woman (And Now He Is a Man),Warehouse: Songs And Stories,Hüsker Dü,1987,201573,14,2.51e-05,0.218,0.819,0.604,0.362,-9.783,0.0604,147.555,4
Crystal,Candy Apple Grey,Hüsker Dü,1986,209200,23,0.0589,0.386,0.964,0.948,0.362,-11.31,0.076,90.257,4
Turning Japanese,Turning Japanese - Best Of The Vapors,The Vapors,1996-11-11,225186,52,0.01,0.503,0.803,0.0648,0.292,-9.701,0.0485,179.007,4
Interference,Interference / Smile & Gesture,Lets Kill Janice,2016-10-08,212661,2,0.237,0.345,0.576,0.679,0.112,-7.132,0.0351,160.38,4
Nothing Lasts,Grow,Bedroom,2014-05-20,291785,10,0.0116,0.507,0.666,0.343,0.129,-8.362,0.029,77.979,4
Nostalgic Feel,Vivid,Bedroom,2012-07-10,349984,3,0.519,0.572,0.659,0.431,0.0721,-9.954,0.0304,156.994,4
Spread A Little Sunshine,Playground,The Truth,1985-01-01,213466,4,7.31e-05,0.349,0.925,1.63e-06,0.059,-5.008,0.0415,149.022,4
Drugs,Gift,Gift,2005-12-20,322746,0,0.000378,0.395,0.825,0.609,0.301,-8.671,0.0524,115.779,4
Kalte Wut / Wenn Ich Einmal Reich Bin,Lucky Streik,Floh de Cologne,2016-10-14,313066,2,0.545,0.514,0.733,0.0,0.143,-9.443,0.123,97.621,4
Smoking the Day Away,May Blitz,May Blitz,1970,500466,0,0.0489,0.375,0.565,0.0625,0.107,-12.811,0.0359,148.972,4
High Plains Anthem,High Plains Drifter,Jehst,2000-06-01,248506,0,0.01,0.847,0.526,0.0,0.0606,-13.846,0.182,91.99,4
Who Got Da Props,Enta da Stage,Black Moon,1993,270066,0,0.138,0.805,0.653,0.0,0.1,-11.251,0.185,100.349,4
Chief Rocka,Here Come The Lords,Lords Of The Underground,1993-01-01,247400,59,0.174,0.89,0.716,0.000589,0.0657,-9.673,0.296,99.987,4
Love's Been Good To Me,One by One,Rod McKuen,2016-07-18,183493,6,0.781,0.494,0.15,0.0001,0.23,-17.07,0.0415,118.611,4
Listen to the Warm,"Songs of Rod McKuen, Vol. 1 & 2",John SaFranko,2013-03-12,218080,0,0.129,0.515,0.642,0.176,0.0943,-9.158,0.0367,114.957,4
Fatalist Palmistry,Alopecia,WHY?,2008-03-11,233386,0,0.0717,0.409,0.902,2.65e-06,0.361,-4.639,0.0619,125.389,4
"So Sad, So Sad","Cult of Personality - So Sad, So Sad",Varsity,2015-08-25,232566,45,0.0748,0.397,0.518,0.00634,0.133,-7.156,0.0327,113.737,4
Cult of Personality,"Cult of Personality - So Sad, So Sad",Varsity,2015-08-25,251303,24,0.000165,0.502,0.804,0.403,0.0772,-7.505,0.0263,135.845,4
Brazil,What Do You Think About the Car?,Declan McKenna,2017-07-21,252306,80,0.0941,0.687,0.617,1.27e-05,0.0898,-5.213,0.0287,121.079,4
Bethlehem,What Do You Think About the Car?,Declan McKenna,2017-07-21,225960,42,0.00137,0.549,0.755,0.00573,0.141,-6.722,0.0303,127.0,4
Why iii Love The Moon.,Yesterday's Tomorrow,Phony Ppl,2015-01-13,331826,60,0.547,0.706,0.483,1.94e-06,0.136,-7.929,0.0393,92.002,4
I'll Get Along,Home Again (Deluxe Version),Michael Kiwanuka,2012-01-01,206516,44,0.415,0.657,0.54,1.74e-06,0.0809,-9.875,0.0232,94.258,4
A Sunday Kind Of Love - Single Version,At Last!,Etta James,1960,198866,0,0.85,0.363,0.268,0.0,0.216,-9.632,0.0301,68.885,5
Chemistry,Dear You,Jawbreaker,1995-01-01,234973,31,7.65e-05,0.342,0.986,0.00594,0.3,-5.657,0.0903,153.208,4
Soldiers Requiem,Jettison,Naked Raygun,1988-01-01,254106,0,1.16e-05,0.331,0.921,0.015,0.45,-10.637,0.045,98.369,4
Camarilla,Raygun...Naked Raygun,Naked Raygun,1990-01-01,215386,0,3e-05,0.379,0.897,0.116,0.255,-11.437,0.0717,89.021,4
Vanilla Blue,Jettison,Naked Raygun,1988-01-01,190493,0,1.93e-05,0.208,0.95,0.364,0.093,-9.723,0.106,91.485,4
Push,Dragonchaser,Fog Lake,2017-02-12,182749,41,0.203,0.469,0.648,0.82,0.314,-6.921,0.0477,142.267,4
Driftless,Driftless,Vansire,2017-01-05,202443,6,0.924,0.386,0.477,0.921,0.0882,-16.604,0.0409,143.877,4
I'm So Ugly,Heart Land,Good Good Blood,2017-01-09,168045,13,0.194,0.511,0.688,0.139,0.111,-7.268,0.033,120.28,4
Wounds,Wounds,Ourselves the Elves,2017-01-01,137962,20,0.468,0.77,0.501,0.879,0.144,-7.412,0.0294,127.032,4
"You Loved Me, You Killed Me",Broken,Odina,2016-07-22,200906,0,0.944,0.382,0.138,0.00013,0.101,-12.509,0.0318,104.649,4
Embarrassingly Enough,Goose Bumps,Boyscott,2015-11-17,194529,0,0.462,0.471,0.419,0.632,0.115,-8.524,0.0326,125.899,4
Janitor,Suburban Lawns,Suburban Lawns,1981-01-01,151520,44,0.212,0.66,0.61,0.00032,0.0571,-10.964,0.148,97.753,4
Elegy,Timeline,Mild High Club,2015-09-18,171506,0,0.782,0.675,0.287,0.0409,0.136,-11.836,0.0335,95.304,4
"Tonight, Tonight - Remastered 2012",Mellon Collie And The Infinite Sadness (Remastered),The Smashing Pumpkins,1995-12-12,254626,0,6.28e-05,0.277,0.67,0.751,0.237,-9.381,0.0376,148.342,4
Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],Oasis,1995-10-02,258773,77,0.000452,0.378,0.896,0.0,0.194,-4.066,0.0407,174.302,4
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",I Don't Want To Miss A Thing,Aerosmith,1998-08-18,299760,1,0.172,0.39,0.649,0.0,0.216,-5.163,0.0345,121.16,4
Jealousy - Remastered Single Version,Retrospective 1990-2005 [Ltd. Deluxe Version],Natalie Merchant,2005-09-27,164053,24,0.137,0.727,0.739,0.0335,0.0857,-7.38,0.0343,100.994,4
Waterfalls,Crazysexycool,TLC,1994-11-15,279506,73,0.311,0.769,0.505,7.49e-05,0.0777,-7.345,0.0829,171.804,4
1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Remastered),The Smashing Pumpkins,1995-12-12,266200,0,0.0163,0.767,0.787,0.583,0.0513,-9.897,0.0331,126.879,4
Torn,Left Of The Middle,Natalie Imbruglia,1997-11-10,244666,75,0.0647,0.575,0.886,0.000187,0.709,-5.182,0.034,96.31,4
Stay,Tails,Lisa Loeb & Nine Stories,1995-01-01,183716,0,0.454,0.677,0.592,0.0,0.107,-6.887,0.0452,80.316,4
Breathe Again,Toni Braxton,Toni Braxton,1993-10-20,269173,0,0.0704,0.689,0.677,0.0,0.0877,-6.36,0.0326,153.919,4
Angel,Surfacing,Sarah McLachlan,1997-07-15,266026,11,0.948,0.399,0.0861,1.39e-05,0.104,-14.679,0.037,117.451,3
Bitter Sweet Symphony,Urban Hymns (Deluxe / Remastered 2016),The Verve,1997-09-29,357266,0,0.0336,0.362,0.911,0.0,0.466,-5.966,0.049,171.112,4
Runaway Train,Grave Dancers Union,Soul Asylum,1992-01-01,265866,71,0.0132,0.613,0.72,0.0,0.104,-7.957,0.0425,117.341,4
The Freshmen,Villains,The Verve Pipe,1996,269466,43,0.0619,0.577,0.497,1.07e-05,0.11,-9.371,0.0235,99.662,4
White Flag,Life For Rent,Dido,2003,240040,69,0.347,0.509,0.537,7.29e-06,0.0805,-6.834,0.0384,170.03,4
Smooth Operator - Single Version,The Best Of Sade,Sade,1994-10-31,258693,0,0.238,0.734,0.58,0.0006,0.0298,-6.619,0.0321,119.336,4
"Tom's Diner - 7"" Version",The Best Of Suzanne Vega - Tried And True,Suzanne Vega,1998-01-01,227866,0,0.0376,0.863,0.452,0.0215,0.0532,-10.839,0.0678,99.102,4
Only Wanna Be with You,Cracked Rear View,Hootie & The Blowfish,1994-07-01,229586,71,0.107,0.49,0.873,5.19e-06,0.118,-5.861,0.0355,103.272,4
Teach Me How to Dougie,The Kickback,Cali Swag District,2011-07-12,237480,67,0.2,0.846,0.438,9.43e-05,0.0939,-4.981,0.141,85.013,4
Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,76,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
Shots,Party Rock,LMFAO,2009-01-01,222133,69,0.00851,0.825,0.856,1.4e-06,0.127,-1.912,0.0476,128.016,4
Ice Ice Baby,Vanilla Ice Is Back! - Hip Hop Classics,Vanilla Ice,2008-11-04,254466,73,0.0025,0.979,0.792,7.71e-06,0.102,-2.784,0.0388,116.012,4
Shout - Parts 1 & 2,The RCA Collection,Various Artists,2007-06-25,280306,17,0.482,0.521,0.672,0.0,0.366,-10.047,0.0478,137.926,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008-03-17,231400,80,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,4
The Time (Dirty Bit),The Beginning,Black Eyed Peas,2010-01-01,307640,0,0.0816,0.828,0.794,5.34e-06,0.614,-7.751,0.0699,127.987,4
OMG,Raymond v Raymond,Usher,2010-03-29,269493,0,0.198,0.781,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,4
Thriller,Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,357266,71,0.0855,0.773,0.859,0.000187,0.914,-4.913,0.0747,118.459,4
Baby Got Back,Mack Daddy,Sir Mix-A-Lot,1992-01-01,262826,0,0.00471,0.933,0.664,0.0,0.0908,-11.281,0.311,128.467,4
Yeah!,Confessions,Usher,2004-03-08,250373,0,0.0212,0.881,0.788,0.0,0.0377,-4.669,0.168,104.997,4
Raise Your Glass,Raise Your Glass,P!nk,2010-10-06,203333,1,0.00629,0.7,0.695,0.0,0.0319,-4.973,0.0897,122.028,4
Cha Cha Slide - Original Live Platinum Band Mix,Cha Cha Slide,DJ Casper,2004-01-01,387493,5,0.00126,0.978,0.695,5.01e-05,0.284,-5.746,0.213,122.027,4
Sweet Caroline,Sweet Caroline,Neil Diamond,1969,203573,0,0.611,0.529,0.127,0.000109,0.237,-16.066,0.0274,63.05,4
Cupid Shuffle,Time for a Change,Cupid,2007-09-11,231360,63,0.191,0.785,0.582,0.0,0.2,-4.877,0.237,71.774,4
Just Dance,The Fame,Lady Gaga,2008-01-01,241933,79,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4
Evacuate The Dancefloor,Evacuate The Dancefloor,Cascada,2009-01-01,207200,63,0.0167,0.762,0.702,0.0,0.314,-5.87,0.0432,127.029,4
One More Time,Discovery,Daft Punk,2001-03-12,320357,76,0.0194,0.613,0.697,0.0,0.332,-8.618,0.133,122.746,4
Just Dance,The Fame,Lady Gaga,2008-01-01,241933,79,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),Flo Rida,2010-11-24,234560,76,0.0283,0.616,0.869,0.0,0.064,-3.911,0.0327,127.966,4
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011-06-17,252306,81,0.191,0.671,0.939,0.0,0.298,-3.206,0.161,129.024,4
Party Rock Anthem,Sorry For Party Rocking,LMFAO,2011-01-01,262146,73,0.0206,0.751,0.736,0.0,0.265,-4.168,0.156,130.014,4
We Found Love,Talk That Talk,Rihanna,2011-11-18,215226,77,0.025,0.734,0.766,0.00138,0.108,-4.485,0.0383,127.986,4
Marry Me,"Save Me, San Francisco (Golden Gate Edition)",Train,2009,205453,0,0.829,0.366,0.269,1.67e-05,0.108,-8.456,0.0287,86.577,4
Forever,Exclusive - The Forever Edition,Chris Brown,2007,277106,0,0.0339,0.669,0.822,0.000142,0.231,-4.288,0.043,120.011,4
Starships,Pink Friday ... Roman Reloaded,Nicki Minaj,2011-01-01,210626,73,0.135,0.747,0.716,0.0,0.251,-2.457,0.075,125.008,4
At Last - Single Version,At Last!,Etta James,1960,182400,0,0.721,0.168,0.326,0.0006,0.316,-9.981,0.0324,174.794,3
Play That Funky Music,Wild Cherry,Wild Cherry,1976,300000,71,0.0435,0.814,0.672,0.0,0.061,-12.068,0.0619,109.394,4
Tootsie Roll,30 Essential Old School Hits,Old School Players,2013-07-01,259426,0,0.000304,0.812,0.688,0.0,0.061,-8.865,0.0582,133.042,4
The Way You Make Me Feel - Single Version,The Essential Michael Jackson,Michael Jackson,2005-07-19,266346,0,0.0467,0.759,0.818,0.000158,0.103,-6.011,0.216,171.708,3
The Time (Dirty Bit),The Beginning,Black Eyed Peas,2010-01-01,307640,0,0.0816,0.828,0.794,5.34e-06,0.614,-7.751,0.0699,127.987,4
Miami,Big Willie Style,Will Smith,1997-10-03,197560,71,0.0339,0.877,0.534,1.67e-05,0.0441,-6.178,0.15,108.17,4
Billie Jean,Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,293826,84,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,4
Is This Love - Montmartre Remix,Is This Love (Montmartre Remix),Bob Marley & The Wailers,2014-09-22,269403,0,0.0765,0.621,0.616,0.0,0.131,-7.211,0.15,122.93,4
Marry Me,Talk Dirty,Jason Derulo,2013-09-10,225026,55,0.033,0.568,0.631,0.0,0.144,-5.623,0.0273,105.096,4
Thinking out Loud,x (Wembley Edition),Ed Sheeran,2013,281560,64,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4
Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230192,76,0.332,0.621,0.82,0.0,0.104,-4.865,0.0367,144.905,4
I Could Not Ask for More,Messenger,Edwin McCain,1999-06-04,273573,57,0.0975,0.507,0.71,1.08e-05,0.17,-5.02,0.0291,134.647,4
Lucky,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-01,189613,67,0.294,0.625,0.414,0.0,0.151,-8.7,0.0369,130.088,4
Kiss Me,Sixpence None the Richer,Sixpence None The Richer,1997-11-22,208680,77,0.023,0.526,0.749,1.76e-06,0.0692,-6.964,0.0283,99.982,4
Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,0,0.0625,0.67,0.905,0.000151,0.0577,-2.385,0.0339,100.021,4
All My Life,Love Always,K-Ci & JoJo,1997-01-01,331240,70,0.114,0.629,0.511,3.91e-06,0.0588,-8.651,0.0326,128.038,4
Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,232693,77,0.0624,0.632,0.856,0.0,0.347,-3.463,0.0348,119.397,4
I Do,All Of You,Colbie Caillat,2011-01-01,173360,0,0.188,0.659,0.884,0.0,0.0756,-5.56,0.0341,144.868,4
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,192586,67,0.0383,0.426,0.584,0.0,0.192,-5.293,0.296,193.438,4
You & Me,Big Whiskey and the GrooGrux King,Dave Matthews Band,2009-06-02,340533,0,0.436,0.652,0.627,8.11e-06,0.0674,-7.313,0.0894,137.867,3
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Black Eyed Peas,2009-01-01,289133,0,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,4
We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231240,77,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,4
I Melt,Melt,Rascal Flatts,2002-01-01,234253,45,0.209,0.573,0.662,3.92e-05,0.323,-4.461,0.0265,140.046,4
Summer Nights,Unstoppable,Rascal Flatts,2009-01-01,242026,0,0.0163,0.541,0.895,0.0,0.571,-4.884,0.0367,102.078,4
My Wish,Me And My Gang (International Version),Rascal Flatts,2006-01-01,248280,0,0.0307,0.548,0.769,5.53e-06,0.0867,-4.853,0.0312,135.712,4
Life Is A Highway,Me And My Gang (International Version),Rascal Flatts,2006-01-01,276320,0,0.00261,0.58,0.953,0.0,0.218,-3.856,0.0614,103.041,4
Bless The Broken Road,Feels Like Today,Rascal Flatts,2004-01-01,226680,70,0.671,0.591,0.45,2.23e-05,0.159,-6.369,0.0266,135.893,4
Payback,Rewind,Rascal Flatts,2014-01-01,180800,34,0.00734,0.542,0.957,1.96e-05,0.185,-5.009,0.045,158.0,4
Mary Jane's Last Dance,Greatest Hits,Tom Petty and the Heartbreakers,1993-11-16,272133,0,0.0267,0.451,0.669,0.0,0.153,-9.033,0.0651,169.632,4
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,79,0.00379,0.751,0.783,0.0,0.036,-3.724,0.0859,119.975,4
Wasted,A Town Called Paradise,Tiësto,2014-06-13,190013,0,0.00149,0.638,0.816,0.00115,0.195,-5.503,0.0308,112.014,4
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Black Eyed Peas,2009-01-01,289133,0,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,4
Ho Hey,The Lumineers,The Lumineers,2012-01-01,161226,0,0.779,0.685,0.474,1.23e-06,0.149,-9.105,0.0313,79.991,4
Right Round (feat. Ke$ha),R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,2009-03-27,207973,30,0.0087,0.713,0.76,0.0,0.359,-4.294,0.0563,124.98,4
Whistle,Wild Ones,Flo Rida,2012-06-22,224653,77,0.0208,0.747,0.937,0.0,0.29,-5.746,0.0453,103.976,4
Good Feeling,Wild Ones,Flo Rida,2012-06-22,248133,76,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,4
Jump Around,House of Pain (Fine Malt Lyrics),House Of Pain,1994-07-21,214946,9,0.0113,0.854,0.71,8.72e-05,0.166,-6.32,0.0793,106.894,4
Jump,Totally Krossed Out,Kris Kross,1992-03-17,195106,67,0.000501,0.749,0.745,0.00403,0.333,-10.625,0.164,101.972,4
Wifey - Club Mix/Dirty Version,Welcome II Nextasy,Next,2000-06-20,243466,60,0.0678,0.831,0.713,0.0,0.0659,-6.967,0.104,99.584,4
Wasted,A Town Called Paradise,Tiësto,2014-06-13,190013,0,0.00149,0.638,0.816,0.00115,0.195,-5.503,0.0308,112.014,4
Wall To Wall,Exclusive - The Forever Edition,Chris Brown,2007,223186,0,0.00398,0.596,0.54,0.0,0.127,-6.723,0.11,188.003,4
Beautiful People (feat. Benny Benassi) - Radio Edit,Electroman,Benny Benassi,2011,225040,0,0.0654,0.416,0.827,0.00151,0.0821,-5.282,0.199,127.909,4
