0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
For The Sake Of The Song,Townes Van Zandt,Townes Van Zandt,1969-09,322346,0,0.778,0.662,0.131,2.96e-05,0.115,-19.6,0.0318,102.128,4
"Fare Thee Well, Miss Carousel",Townes Van Zandt,Townes Van Zandt,1969-09,322586,0,0.71,0.526,0.404,1.19e-05,0.0489,-13.532,0.0603,81.469,4
"Luckenbach, Texas (Back to the Basics of Love)",Nashville Rebel,Waylon Jennings,2006-09-26,200640,53,0.714,0.687,0.469,0.00199,0.252,-9.992,0.0322,102.88,4
I Walk the Line,I Walk the Line (Original Soundtrack Recording),Johnny Cash,1970-11-11,176533,65,0.877,0.713,0.258,0.00606,0.0967,-14.59,0.0384,98.805,4
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",At Folsom Prison (Legacy Edition),Johnny Cash,1968,156426,0,0.0215,0.594,0.577,0.00792,0.883,-12.772,0.0534,110.783,4
Get Rhythm,The Very Best of the Sun Years,Johnny Cash,2001-01-01,134906,18,0.778,0.903,0.442,0.0,0.161,-12.738,0.057,110.973,4
(Ghost) Riders in the Sky,Hello I'm Johnny Cash,Johnny Cash,1970,221906,18,0.372,0.551,0.586,0.0161,0.103,-12.341,0.0388,109.604,4
"The Pilgrim, Chapter 33",The Silver Tongued Devil and I,Kris Kristofferson,1971,189546,40,0.754,0.621,0.185,0.0,0.215,-19.088,0.0344,83.545,4
Loving Her Was Easier (Than Anything I'll Ever Do Again),The Silver Tongued Devil and I,Kris Kristofferson,1971,228000,45,0.723,0.438,0.216,0.000314,0.0963,-16.288,0.0302,80.19,4
The Silver Tongued Devil and I,The Silver Tongued Devil and I,Kris Kristofferson,1971,257760,36,0.602,0.581,0.284,0.0,0.267,-14.769,0.0338,127.552,3
Billy Dee,The Silver Tongued Devil and I,Kris Kristofferson,1971,178493,23,0.871,0.445,0.241,1.15e-05,0.128,-18.198,0.0349,176.946,4
Have A Little Faith In Me,Bring The Family,John Hiatt,1987-01-01,245000,56,0.736,0.446,0.41,0.0,0.122,-11.431,0.0289,156.274,4
Cry Love,Walk On,John Hiatt,1995-01-01,260733,46,0.131,0.564,0.859,4.91e-06,0.11,-7.215,0.0461,83.464,3
Crossing Muddy Waters (Best of...),Here to Stay - Best of 2000-2012,John Hiatt,2013,245866,0,0.603,0.62,0.447,0.0247,0.16,-11.462,0.0355,100.42,4
Reason to Believe,Nebraska,Bruce Springsteen,1982-09-30,250800,37,0.901,0.504,0.0645,0.0091,0.342,-17.228,0.0467,135.034,4
Can't You See,The Marshall Tucker Band,The Marshall Tucker Band,1973,365093,70,0.276,0.406,0.713,0.00354,0.112,-5.49,0.0348,164.444,4
Fire On The Mountain,Greatest Hits,The Marshall Tucker Band,2011-01-01,235333,0,0.00407,0.389,0.875,7.02e-06,0.366,-4.315,0.0401,101.667,4
Ramblin' Man,Brothers And Sisters (Deluxe Edition),Allman Brothers Band,1973-09,288160,0,0.488,0.309,0.831,0.00304,0.286,-8.288,0.036,181.145,4
Midnight Rider,Idlewild South (Deluxe Edition Remastered),Allman Brothers Band,1970-09-18,180066,0,0.202,0.393,0.542,0.0148,0.187,-9.545,0.0318,189.647,4
Melissa,Eat A Peach (Deluxe Edition),Allman Brothers Band,1972-02-12,234466,0,0.138,0.546,0.425,9.45e-06,0.0615,-13.111,0.0257,83.151,4
Angel from Montgomery,John Prine,John Prine,1971,224186,57,0.541,0.617,0.421,0.00227,0.125,-14.231,0.0318,131.653,4
Illegal Smile,John Prine,John Prine,1971,193266,49,0.742,0.499,0.279,1.47e-06,0.0907,-15.338,0.0529,161.609,4
I Don't Know You,New Riders Of The Purple Sage,New Riders of the Purple Sage,1971,148093,37,0.046,0.585,0.513,2.63e-05,0.158,-13.432,0.0301,112.286,4
Whatcha Gonna Do,New Riders Of The Purple Sage,New Riders of the Purple Sage,1971,197333,29,0.0268,0.591,0.567,0.0,0.121,-11.249,0.0506,86.076,4
Glendale Train,New Riders Of The Purple Sage,New Riders of the Purple Sage,1971,181066,32,0.211,0.555,0.516,0.0,0.26,-12.789,0.0361,128.219,4
Truckin' - 2013 Remaster,American Beauty (2013 Remaster),Grateful Dead,1970-06-01,306973,58,0.389,0.644,0.623,0.0202,0.0617,-13.862,0.059,126.553,4
Sugar Magnolia - 2013 Remaster,American Beauty (2013 Remaster),Grateful Dead,1970-06-01,199398,52,0.174,0.598,0.516,1.32e-06,0.0816,-12.487,0.0413,154.446,4
Friend of the Devil,American Beauty,Grateful Dead,1970-06-01,201866,63,0.334,0.642,0.628,8.29e-06,0.614,-12.849,0.0358,103.317,4
I Walk On Guilded Splinters,Ton-Ton Macoute!,Johnny Jenkins,1974-01-01,350133,34,0.286,0.657,0.782,0.293,0.046,-10.982,0.0311,88.862,4
Up On Cripple Creek - Alternate Take / Remastered 2000,The Band (Expanded Edition),The Band,1969-09-22,294493,0,0.344,0.685,0.577,2.31e-05,0.337,-10.997,0.27,144.232,4
The Night They Drove Old Dixie Down - Alternate Mix / Remastered 2000,The Band (Expanded Edition),The Band,1969-09-22,256200,0,0.563,0.464,0.44,0.0,0.12,-10.733,0.0421,127.138,4
Girl from the North Country,Nashville Skyline,Bob Dylan,1969-04-09,220400,66,0.843,0.607,0.142,0.000197,0.121,-23.455,0.0382,118.867,4
Ten More Miles to Louisiana,Black & White,Tony Joe White,1969,144720,34,0.344,0.692,0.682,0.00298,0.0931,-6.966,0.0271,128.491,4
You Ain't Goin' Nowhere,Sweetheart Of The Rodeo,The Byrds,1968-08-30,153466,57,0.109,0.512,0.426,0.00225,0.764,-14.081,0.0449,132.495,4
American Remains,Highwayman 2,The Highwaymen,1990-02-27,247000,61,0.47,0.684,0.495,6.98e-05,0.157,-13.877,0.0422,101.999,4
Highwayman,Nashville Rebel,Waylon Jennings,2006-09-26,182973,53,0.541,0.675,0.448,0.0135,0.126,-13.175,0.0389,101.344,4
From the Bottle to the Bottom,The Essential Kris Kristofferson,Kris Kristofferson,2004-02-15,178440,39,0.551,0.438,0.391,0.0,0.115,-14.1,0.0332,205.254,4
I Hate Your Ugly Face,Closer to the Bone,Kris Kristofferson,2009,86026,0,0.719,0.505,0.31,0.0,0.265,-10.898,0.0797,165.322,4
Pilgrim's Progress,This Old Road,Kris Kristofferson,2006,134400,0,0.775,0.767,0.316,0.0,0.115,-8.559,0.0398,93.064,4
This Old Road,This Old Road,Kris Kristofferson,2006,239413,0,0.692,0.56,0.409,9.29e-06,0.125,-8.136,0.0277,135.87,4
The Road Goes On Forever,Best,Robert Earl Keen,2007-06-26,463266,0,0.143,0.389,0.863,0.00517,0.96,-8.701,0.0689,129.538,4
Corpus Christi Bay,Best,Robert Earl Keen,2007-06-26,238733,0,0.386,0.668,0.459,0.0,0.0845,-11.746,0.028,119.825,4
Wicked Twisted Road,Wicked Twisted Road,Reckless Kelly,2005,205760,56,0.674,0.411,0.383,0.00537,0.0776,-10.256,0.0307,84.97,4
Crazy Eddie's Last Hurrah,The Day,Reckless Kelly,2000-10-31,205253,43,0.0146,0.53,0.87,6.84e-06,0.367,-6.488,0.0936,147.877,4
Come Monday,Living And Dying In 3 / 4 Time,Jimmy Buffett,1974-01-01,191733,58,0.776,0.617,0.301,0.0,0.0914,-15.393,0.0292,111.527,4
Son Of A Son Of A Sailor,Son Of A Son Of A Sailor,Jimmy Buffett,1978-01-01,206093,55,0.496,0.472,0.18,1.39e-06,0.111,-18.835,0.034,123.596,4
"Changes In Latitudes, Changes In Attitudes","Changes In Latitudes, Changes In Attitudes",Jimmy Buffett,1977-01-01,197333,58,0.573,0.719,0.44,0.000291,0.0681,-15.11,0.0393,125.378,4
Volcano,Volcano,Jimmy Buffett,1979-01-01,219893,53,0.332,0.652,0.474,1.03e-06,0.0993,-14.436,0.204,176.966,4
"My Head Hurts, My Feet Stink And I Don't Love Jesus",Havana Daydreamin',Jimmy Buffett,1976-01-01,155533,44,0.523,0.589,0.494,4.77e-05,0.412,-12.201,0.03,89.947,4
Uncle John's Band,Fruitcakes,Jimmy Buffett,1994-01-01,270173,39,0.115,0.826,0.605,0.0,0.111,-9.929,0.0352,127.986,4
Remittance Man,Barometer Soup,Jimmy Buffett,1995-01-01,359560,21,0.724,0.611,0.408,0.0,0.0838,-10.025,0.0277,128.01,4
Semi - True Stories,Beach House On The Moon,Jimmy Buffett,1999-05-18,194893,19,0.704,0.318,0.435,1.06e-06,0.132,-7.558,0.0298,156.135,3
In Spite Of Ourselves,In Spite Of Ourselves,John Prine,1999-09-28,213600,0,0.655,0.551,0.281,0.0,0.0877,-11.173,0.0452,154.014,4
Mr. Bojangles,Mr. Bojangles,Jerry Jeff Walker,1968,328146,47,0.748,0.427,0.0801,0.51,0.125,-27.119,0.0372,168.418,3
Sangria Wine,Viva Terlingua,Jerry Jeff Walker,1973-11,267893,43,0.347,0.662,0.412,1.12e-05,0.182,-13.188,0.0659,117.896,4
White Boots Marching In A Yellow Land,The Street Was Always There (Great American Song Series Vol. 1),Eric Andersen,2004-09-21,319093,0,0.0203,0.548,0.843,3.03e-05,0.141,-4.069,0.0587,83.97,4
Outside Of A Small Circle Of Friends,Pleasures Of The Harbor,Phil Ochs,1967,220933,26,0.701,0.639,0.524,0.0,0.0753,-12.094,0.0526,100.56,4
Ballad Of Medgar Evers,Live At Newport,Phil Ochs,1996-01-01,164908,4,0.868,0.596,0.342,0.0,0.721,-16.636,0.275,113.115,4
Power & The Glory,Live At Newport,Phil Ochs,1996-01-01,131106,3,0.802,0.544,0.417,0.0,0.696,-11.49,0.276,136.426,4
I Ain't Marching Anymore,Live At Newport,Phil Ochs,1996-01-01,156240,4,0.633,0.544,0.41,0.0,0.982,-16.784,0.145,135.484,4
The World Began In Eden And Ended In Los Angeles,Rehearsals For Retirement,Phil Ochs,1969,185040,9,0.0726,0.508,0.559,2.07e-06,0.735,-10.563,0.0349,143.567,4
What's That I Hear,All The News That's Fit To Sing,Phil Ochs,1964,121400,12,0.746,0.478,0.347,0.0,0.095,-15.804,0.113,128.246,4
Half A Century High,Tape From California,Phil Ochs,1968,168866,6,0.377,0.535,0.511,0.000129,0.321,-12.506,0.0361,116.983,4
The City of New Orleans,Hobo's Lullaby (Remastered 2004),Arlo Guthrie,2004,274506,56,0.535,0.616,0.577,0.0,0.0808,-8.834,0.0407,145.863,4
Coming into Los Angeles - Remastered,Running Down the Road (Remastered),Arlo Guthrie,1969-08-02,186506,49,0.569,0.558,0.744,0.000148,0.24,-7.791,0.037,128.949,4
The Motorcycle Song,Alice's Restaurant,Arlo Guthrie,1967-08-28,170933,39,0.695,0.428,0.392,0.000146,0.0953,-14.087,0.0384,152.822,4
This Land is Your Land,"This Land is Your Land: The Asch Recordings, Vol. 1",Woody Guthrie,1997-02-18,139693,45,0.962,0.606,0.0977,0.00148,0.126,-15.668,0.0451,105.593,4
Pastures Of Plenty,The Ballad Of Ramblin' Jack,Ramblin' Jack Elliott,2000-01-01,163400,8,0.58,0.618,0.315,0.0,0.19,-9.794,0.0291,99.313,4
I Ain't Got No Home,South Coast,Ramblin' Jack Elliott,1995-05-23,127840,0,0.648,0.631,0.289,0.0,0.0925,-12.103,0.0288,75.903,3
Cocaine Blues,South Coast,Ramblin' Jack Elliott,1995-05-23,149293,0,0.852,0.432,0.123,0.000348,0.0831,-15.494,0.0353,162.533,4
Stay All Night (Stay A Little Longer),For The Last Time,Bob Wills,1994-01-01,186626,43,0.782,0.826,0.378,0.0081,0.0931,-11.159,0.0584,114.042,4
Blurred Lines,Blurred Lines (Deluxe),Robin Thicke,2013-01-01,263826,0,0.00381,0.866,0.606,6.5e-06,0.0861,-4.762,0.04,119.991,4
Back To Love,Back To Love (Deluxe Version),Anthony Hamilton,2011-12-13,199586,24,0.0728,0.692,0.68,6.94e-06,0.0633,-7.345,0.0596,83.999,4
betterman,Luvanmusiq,Musiq Soulchild,2007-03-13,278360,32,0.0209,0.655,0.717,0.0,0.0854,-6.369,0.181,85.006,4
So High - Single Version,Get Lifted,John Legend,2004,307400,0,0.297,0.354,0.461,0.0,0.111,-10.593,0.0624,137.127,4
Heaven,Unpredictable,Jamie Foxx,2005,234693,26,0.836,0.586,0.292,0.0,0.131,-11.769,0.0306,76.06,4
"Whenever Wherever Whatever - Live from MTV Unplugged, Brooklyn, NY - May 1997",MTV Unplugged,Maxwell,1997-06-12,285866,28,0.892,0.216,0.294,3.78e-05,0.992,-12.689,0.0348,80.083,4
You Are (feat. John Legend),Shine,Estelle,2008-03-28,208600,0,0.0617,0.7,0.692,0.0,0.257,-3.811,0.0956,102.961,4
Sometimes I Cry,Lost in Time,Eric Benét,2010-11-26,308013,39,0.131,0.478,0.419,1.93e-06,0.497,-6.117,0.0645,104.969,3
Love Is You,I Am,Chrisette Michele,2007-01-01,196960,36,0.942,0.49,0.225,0.0,0.127,-10.361,0.0721,92.356,4
I Think I Love You,Some Kinda...,Dwele,2005-01-01,221986,43,0.111,0.549,0.491,1.46e-05,0.0564,-9.537,0.127,203.818,4
A Change Is Gonna Come,MTV Unplugged,Trey Songz,2010-07-06,425865,10,0.385,0.48,0.473,4.3e-05,0.468,-9.058,0.0695,123.403,3
Sailing,Avant,Avant,2008-01-01,255626,50,0.573,0.4,0.505,4.33e-05,0.258,-8.985,0.0333,77.539,4
I Don't Care,Playlist: The Very Best Of Raheem DeVaughn,Raheem DeVaughn,2004,255106,13,0.0528,0.71,0.802,0.0,0.0648,-5.856,0.0632,106.011,4
Blow the Whistle,Blow The Whistle,Too $hort,2006-08-28,163133,63,0.0042,0.907,0.625,0.0,0.151,-5.557,0.198,99.918,4
What Kind Of Man Would I Be,Definition Of A Band,Mint Condition,1996-01-01,264600,49,0.39,0.651,0.498,0.0,0.143,-8.868,0.0318,109.906,4
Lifetime - Uncut,Now,Maxwell,2001,329400,0,0.302,0.688,0.444,2.92e-06,0.0726,-7.324,0.0819,128.006,4
Love Is You,I Am,Chrisette Michele,2007-01-01,196960,36,0.942,0.49,0.225,0.0,0.127,-10.361,0.0721,92.356,4
4Evermore,Soul Love 1,Various Artists,2011-07-11,243946,0,0.0366,0.677,0.789,9.1e-05,0.0999,-5.747,0.0949,96.007,4
Open Your Eyes,Sketches Of A Man,Dwele,2008-06-24,201266,0,0.259,0.583,0.378,0.000942,0.0755,-9.619,0.039,94.938,4
Heaven (feat. Pusha T) - A Cappella,Heaven,John Legend,2007-02-06,224160,7,0.742,0.581,0.258,0.0,0.171,-11.409,0.358,105.738,3
Womanopoly,soulstar,Musiq Soulchild,2003-01-01,294866,16,0.0285,0.579,0.761,0.0,0.355,-5.286,0.418,151.794,4
Don't Talk,Jon B - Greatest Hits...Are U Still Down?,Jon B.,1995,283826,35,0.0644,0.814,0.497,0.0,0.0919,-8.73,0.136,104.59,4
Find Your Way,Kem Album II,Kem,2004-01-01,273493,44,0.764,0.655,0.644,0.14,0.119,-9.013,0.0426,175.123,4
For Lovers Only - Uncut,Now,Maxwell,2001,221573,0,0.805,0.456,0.431,0.00832,0.0974,-9.334,0.0635,110.099,4
Woman,Playlist: The Very Best Of Raheem DeVaughn,Raheem DeVaughn,2004,267600,13,0.528,0.745,0.485,0.0,0.311,-5.814,0.233,87.138,4
I Think I Love You,Some Kinda...,Dwele,2005-01-01,221986,43,0.111,0.549,0.491,1.46e-05,0.0564,-9.537,0.127,203.818,4
Door #1,Levert.Sweat.Gill,LSG,1997-10-31,301600,39,0.242,0.796,0.434,0.0,0.289,-6.864,0.0504,112.213,4
Getting Late,Floetic,Floetry,2002-01-01,406733,49,0.247,0.501,0.3,7.23e-06,0.0917,-9.371,0.121,153.763,3
When Will I See You Smile Again?,Poison,Bell Biv DeVoe,1990-01-01,307133,51,0.0492,0.727,0.436,0.00338,0.0686,-11.862,0.0281,124.021,4
When Can I See You,For The Cool In You,Babyface,1993-08-24,229600,53,0.257,0.754,0.472,2.09e-05,0.121,-11.787,0.0807,169.199,4
Every Time I Close My Eyes (with Kenny G),The Day,Babyface,1996-10-29,296266,61,0.0624,0.654,0.417,0.0,0.0963,-7.699,0.025,143.676,4
If I Ever Fall In Love,If I Ever Fall In Love,Shai,1992-01-01,189026,57,0.758,0.402,0.205,0.0,0.147,-11.232,0.038,143.994,4
Get Her Back,Paula,Robin Thicke,2014-07-29,213173,42,0.915,0.578,0.287,0.0,0.0969,-13.642,0.0829,187.796,4
Before I Let You Go,Blackstreet,Blackstreet,1994-01-01,299800,55,0.325,0.67,0.468,0.0,0.0516,-6.725,0.0328,140.069,4
Please Stay,The Point Of It All,Anthony Hamilton,2008-12-16,302920,28,0.179,0.649,0.448,0.0,0.102,-5.522,0.0428,132.445,4
Soul Sista,1st Born Second,Bilal,2001-01-01,318666,56,0.538,0.706,0.326,8.06e-06,0.171,-10.45,0.116,145.976,4
Queen,Love Sex Passion,Raheem DeVaughn,2015-06-22,240640,0,0.2,0.672,0.608,0.0,0.101,-5.687,0.0514,91.05,4
Get Her Back,Paula,Robin Thicke,2014-07-29,213173,42,0.915,0.578,0.287,0.0,0.0969,-13.642,0.0829,187.796,4
Untitled (How Does It Feel) - Edit,The Best So Far,D'Angelo,2008-01-01,259839,37,0.176,0.807,0.411,0.0127,0.315,-7.22,0.06,112.624,3
Ignition - Remix,Chocolate Factory,R. Kelly,2003,186066,69,0.061,0.795,0.523,0.0,0.0914,-7.165,0.0423,133.024,4
Wish I Didn't Miss You,Mahogany Soul,Angie Stone,2001-10-16,270893,64,0.355,0.856,0.755,0.000621,0.145,-5.691,0.0331,123.883,4
Her Heart,The Point Of It All,Anthony Hamilton,2008-12-16,243493,48,0.652,0.57,0.417,0.0,0.103,-6.286,0.026,89.879,4
On & On,Baduizm,Erykah Badu,1997-01-01,226133,66,0.0396,0.762,0.403,0.0113,0.256,-10.423,0.158,80.476,4
Stay With You,Get Lifted,John Legend,2004,228973,0,0.57,0.693,0.343,5.3e-06,0.0973,-12.586,0.0629,124.401,4
Oops (Oh My) [feat. Missy Elliott],Southern Hummingbird,Tweet,2002-04-02,237800,62,0.233,0.66,0.536,0.00669,0.111,-8.786,0.29,159.963,4
Step In the Name of Love,Chocolate Factory,R. Kelly,2003,342800,43,0.265,0.747,0.581,0.000421,0.0756,-9.9,0.0347,92.983,4
My First Love (feat. LaToiya Williams),Comin' From Where I'm From,Anthony Hamilton,2003-07-15,370960,33,0.219,0.632,0.519,0.0,0.755,-6.051,0.0552,77.493,4
Love Of My Life (An Ode To Hip Hop) - Longer Album Version,Go! Common Classics,Common,2010-01-01,337573,4,0.123,0.753,0.404,0.000498,0.0914,-9.261,0.352,87.409,4
Broken Man,Back To Love (Deluxe Version),Anthony Hamilton,2011-12-13,290400,38,0.39,0.653,0.444,0.0,0.0811,-8.236,0.095,79.006,1
You & I (Nobody in the World) - R3hab Remix - Radio Edit,Love In The Future (South Africa Tour Edition),John Legend,2012,194746,0,0.0191,0.591,0.744,0.0,0.0981,-3.294,0.0387,125.153,4
Hard To Breathe,The Point Of It All,Anthony Hamilton,2008-12-16,252413,22,0.129,0.598,0.596,0.0,0.088,-5.132,0.0525,69.236,4
Bump n' Grind,12 Play,R. Kelly,1993-11-07,256133,59,0.0984,0.621,0.481,0.0,0.241,-8.016,0.0371,65.004,4
I Tried,Comin' From Where I'm From,Anthony Hamilton,2003-07-15,302186,33,0.1,0.661,0.51,0.0,0.1,-6.233,0.0578,140.879,3
I Cry,Soulife,Anthony Hamilton,2005-06-20,265400,36,0.359,0.457,0.551,0.0,0.47,-6.183,0.103,179.139,3
Everybody,Ain't Nobody Worryin',Anthony Hamilton,2005-12-13,251000,41,0.056,0.613,0.68,0.0,0.326,-6.708,0.236,74.848,4
I Miss You,The Truth,Aaron Hall,1993-01-01,381733,47,0.0298,0.713,0.754,0.0,0.136,-5.277,0.0271,120.079,4
Groove Me,Guy,Guy,1988-01-01,273760,52,0.0217,0.8,0.624,0.0,0.496,-13.931,0.0704,107.932,4
Piece Of My Love,Guy,Guy,1988-01-01,315640,52,0.136,0.695,0.316,0.0,0.0706,-16.669,0.0511,75.157,4
Let's Chill,The Future,Guy,1990-11-13,323826,0,0.0791,0.574,0.399,0.0,0.0383,-12.866,0.0363,74.555,4
(Lay Your Head On My) Pillow,Sons Of Soul,Tony! Toni! Toné!,1993-01-01,372026,49,0.0466,0.707,0.487,4.71e-06,0.0643,-8.948,0.036,79.071,4
Whatever You Want,The Revival,Tony! Toni! Toné!,1990-01-01,290933,54,0.0438,0.694,0.47,0.0,0.0557,-13.302,0.0315,77.967,4
I'm Ready,The Best of Tevin Campbell,Tevin Campbell,2001,286720,48,0.0631,0.684,0.687,1.29e-05,0.0601,-6.393,0.0228,91.201,4
Pretty Girl,Jon B - Greatest Hits...Are U Still Down?,Jon B.,1995,258106,32,0.398,0.696,0.521,0.0,0.339,-9.32,0.0339,93.056,4
They Don't Know,Jon B - Greatest Hits...Are U Still Down?,Jon B.,1995,273973,44,0.614,0.697,0.402,3.35e-06,0.0757,-10.358,0.0476,125.822,4
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,2016-03-16,277706,26,0.408,0.647,0.291,0.0,0.0772,-8.275,0.0363,119.839,3
Planez,Late Nights: The Album,Jeremih,2015-12-04,240320,70,0.7,0.688,0.556,1.87e-06,0.108,-7.738,0.264,129.336,4
Fool For You,Fool For You,Curtis Fields,2015-02-10,229346,3,0.533,0.596,0.699,0.000288,0.0506,-5.539,0.0588,102.865,4
Slow Motion,Trigga Reloaded,Trey Songz,2015-06-23,197854,68,0.679,0.733,0.408,3.92e-05,0.11,-7.834,0.0388,94.947,4
Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,77,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,4
You Don't Know How It Feels,Wildflowers,Tom Petty,1994-10-21,289440,64,0.119,0.765,0.502,0.0011,0.171,-7.393,0.0321,144.204,4
I Won't Back Down,Full Moon Fever,Tom Petty,1989-01-01,178360,74,0.0504,0.765,0.476,2.76e-06,0.165,-13.487,0.0329,114.02,4
Runnin' Down A Dream,Full Moon Fever,Tom Petty,1989-01-01,262373,0,0.000451,0.453,0.871,0.298,0.43,-12.004,0.0345,170.011,4
Refugee,Damn The Torpedoes (Deluxe Edition),Tom Petty and the Heartbreakers,1979-10-19,201693,64,0.0273,0.579,0.705,0.0,0.0704,-4.911,0.0339,116.173,4
Don't Come Around Here No More,Southern Accents,Tom Petty and the Heartbreakers,1985-03-26,307333,56,0.00105,0.502,0.54,0.00849,0.243,-15.93,0.0318,160.531,4
Mary Jane's Last Dance,Greatest Hits,Tom Petty and the Heartbreakers,1993-11-16,272133,0,0.0267,0.451,0.669,0.0,0.153,-9.033,0.0651,169.632,4
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers),Timespace - The Best Of Stevie Nicks,Stevie Nicks,1991-08-30,244746,42,0.0348,0.687,0.603,0.000448,0.172,-8.384,0.0238,106.952,4
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,0,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
Photograph,x (Wembley Edition),Ed Sheeran,2013,258986,65,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4
Keep Me in Mind,You Get What You Give (Deluxe),Zac Brown Band,2010-09-20,214106,0,0.159,0.684,0.715,0.0,0.181,-6.132,0.0336,96.018,4
One Thing,Up All Night,One Direction,2012-05-25,197600,73,0.00233,0.713,0.718,0.0,0.0838,-3.806,0.0278,126.999,4
Fine By Me,Andy Grammer,Andy Grammer,2011-06-14,172893,65,0.00877,0.583,0.791,0.0,0.0451,-4.087,0.0318,89.993,4
Battle Scars (with Guy Sebastian),"Food & Liquor II: The Great American Rap Album, Pt. 1",Lupe Fiasco,2012-09-25,250320,68,0.186,0.517,0.811,0.0,0.105,-4.526,0.286,168.269,4
Marry Me,Talk Dirty,Jason Derulo,2013-09-10,225026,55,0.033,0.568,0.631,0.0,0.144,-5.623,0.0273,105.096,4
Budapest,Wanted on Voyage,George Ezra,2014-06-27,200720,1,0.0883,0.714,0.451,0.0,0.108,-8.268,0.0276,127.787,4
Moondance,Michael Bublé,Michael Bublé,2003,251866,49,0.627,0.583,0.614,0.0,0.401,-5.816,0.0737,140.736,4
Scream,High School Musical 3: Senior Year,High School Musical Cast,2008-01-01,236400,58,0.0603,0.632,0.843,0.0,0.0662,-4.374,0.0429,110.983,4
Wagon Wheel,True Believers,Darius Rucker,2013-01-01,298373,78,0.455,0.537,0.66,0.0,0.135,-7.174,0.0296,148.096,4
Little Things,Take Me Home: Yearbook Edition,One Direction,2012-11-09,219640,0,0.788,0.707,0.222,0.0,0.205,-11.716,0.0329,110.095,4
House Party,Montevallo,Sam Hunt,2014-10-24,190240,0,0.133,0.752,0.853,0.0,0.0238,-5.222,0.0491,104.003,4
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,78,0.166,0.782,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,4
I Walk the Line,I Walk the Line (Original Soundtrack Recording),Johnny Cash,1970-11-11,176533,65,0.877,0.713,0.258,0.00606,0.0967,-14.59,0.0384,98.805,4
Something I Need,Native,OneRepublic,2013-01-01,240080,0,0.13,0.681,0.587,0.0,0.198,-6.97,0.0316,98.986,4
Counting Stars,Native,OneRepublic,2013-01-01,257266,0,0.0603,0.662,0.71,0.0,0.119,-4.945,0.0364,121.979,4
Hall of Fame (feat. will.i.am),#3 Deluxe Version,The Script,2012-09-10,202533,79,0.0654,0.421,0.873,0.0,0.123,-4.343,0.0564,84.786,4
Go Hard (feat. Tedashii),Rebel,Lecrae,2008,297600,0,0.335,0.89,0.592,0.0,0.132,-6.511,0.234,145.05,4
Hold My Hand,I Cry When I Laugh,Jess Glynne,2015,227343,56,0.00159,0.642,0.823,0.0,0.0776,-5.717,0.0289,122.977,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,84,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
This'll Be My Year,California 37,Train,2012-04-17,210053,41,0.00251,0.655,0.797,5.61e-05,0.313,-3.275,0.0574,121.828,4
Bruises (feat. Ashley Monroe),California 37,Train,2012-04-17,231786,57,0.0131,0.63,0.791,6.83e-06,0.232,-4.497,0.0279,102.963,4
Take Your Time,Montevallo,Sam Hunt,2014-10-24,243706,0,0.102,0.553,0.723,0.0,0.212,-5.607,0.0453,157.998,4
Leave The Night On,Montevallo,Sam Hunt,2014-10-24,192160,0,0.109,0.52,0.953,0.0,0.354,-3.813,0.0622,171.981,4
Lego House,+,Ed Sheeran,2011-09-09,185093,54,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,4
The A Team,+,Ed Sheeran,2011-09-09,258373,74,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,4
Keep Your Head Up,Andy Grammer,Andy Grammer,2011-06-14,189933,70,0.0469,0.674,0.778,0.0,0.145,-5.367,0.0376,90.01,4
One Call Away,Nine Track Mind,Charlie Puth,2015-11-05,194453,53,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,4
Renegades,VHS,X Ambassadors,2015-06-30,195199,0,0.0127,0.514,0.858,0.0528,0.251,-5.995,0.0896,89.833,4
Good To Be Alive (Hallelujah),Magazines Or Novels (Deluxe Edition),Andy Grammer,2015-11-20,189098,59,0.0349,0.797,0.896,0.0,0.635,-3.678,0.0512,120.037,4
Hold on Forever,The Great Unknown,Rob Thomas,2015-08-21,215120,55,0.194,0.473,0.859,2.6e-06,0.161,-5.948,0.0396,75.824,4
