0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Home Again,Home Again (Deluxe Version),Michael Kiwanuka,2012-01-01,209919,64,0.706,0.564,0.32,0.0,0.123,-11.473,0.0306,85.891,4
Goin' to Acapulco,I'm Not There (Music From The Motion Picture),Original Soundtrack,2007-10-25,298706,0,0.552,0.374,0.367,0.000379,0.0939,-7.337,0.0251,150.948,4
Please Don't - Edit,Notions - EP,Leo Stannard,2016-12-09,198440,25,0.229,0.771,0.311,0.00361,0.113,-15.364,0.0367,141.909,4
She Treats Me Well,I Forget Where We Were,Ben Howard,2014-10-20,317933,0,0.389,0.6,0.498,0.26,0.0691,-12.637,0.0411,79.661,4
Crazy,Lil Pump,Lil Pump,2017-10-06,125217,42,0.027,0.914,0.415,0.0,0.114,-7.219,0.322,137.974,4
Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,143969,72,0.000404,0.659,0.614,0.0,0.123,-7.32,0.0541,119.405,4
Iced Out (feat. 2 Chainz),Lil Pump,Lil Pump,2017-10-06,192000,46,0.00365,0.934,0.407,0.0,0.11,-8.058,0.345,140.024,4
44 Bars,Bobby Tarantino,Logic,2016-07-01,182266,61,0.351,0.728,0.628,0.0,0.198,-8.83,0.319,94.128,4
XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,82,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,4
Molly,Lil Pump,Lil Pump,2017-10-06,122996,47,0.0579,0.917,0.624,0.0,0.0714,-6.728,0.147,124.984,4
Bless Yo Trap,Deadstar,Smokepurpp,2017-09-29,115316,0,0.0159,0.955,0.773,0.000172,0.0809,-3.062,0.282,135.037,4
Woke Up,The DefAnition,Dae Dae,2016-11-04,191990,42,0.0667,0.821,0.713,0.0,0.0923,-4.814,0.243,160.988,4
Phantom,Deadstar,Smokepurpp,2017-09-29,145171,0,0.14,0.939,0.617,0.0,0.112,-5.933,0.298,131.949,4
Glock In My Benz,Glock In My Benz,Smokepurpp,2017-05-12,201720,0,0.0065,0.692,0.716,0.0,0.0446,-7.086,0.0549,77.194,4
Ski Mask,Ski Mask,Smokepurpp,2017-05-12,164773,0,0.042,0.846,0.158,4.12e-05,0.0845,-18.191,0.419,139.98,4
Different Color Molly,Deadstar,Smokepurpp,2017-09-29,185298,0,0.0747,0.911,0.332,1.36e-05,0.105,-7.146,0.0866,136.976,4
Wokhardt,Wokhardt,Smokepurpp,2017-05-19,103896,0,0.26,0.932,0.424,0.069,0.213,-9.048,0.361,121.948,4
Flex Like Ouu,Lil Pump,Lil Pump,2017-10-06,108213,51,0.189,0.858,0.435,0.0,0.0925,-11.286,0.0661,141.993,4
Fade Into You,So Tonight That I Might See,Mazzy Star,1993-10-05,295600,78,0.245,0.42,0.33,0.000679,0.0677,-13.925,0.0275,157.143,3
Back To Black,Back To Black,Amy Winehouse,2006-01-01,240440,0,0.123,0.49,0.725,2.68e-05,0.0983,-3.304,0.0392,123.28,4
My Immortal,Fallen,Evanescence,2003-01-01,262533,0,0.869,0.204,0.265,0.0,0.134,-9.153,0.0323,71.157,4
Somebody That I Used To Know,Making Mirrors,Gotye,2011-01-01,244973,76,0.591,0.864,0.495,0.000133,0.0992,-7.036,0.037,129.062,4
To the Moon & Back,Savage Garden,Savage Garden,1997-03-04,341066,0,0.0205,0.584,0.76,7.25e-06,0.1,-7.369,0.0359,104.101,4
Dreaming Of You,Dreaming Of You,Selena,1995,314866,67,0.325,0.553,0.458,9.71e-05,0.0583,-10.796,0.0381,165.807,4
Last Kiss,Last Kiss,Pearl Jam,1999,195466,70,0.363,0.622,0.692,0.000158,0.193,-6.97,0.0276,112.053,4
It's Over,Playlist: The Very Best Of Roy Orbison,Roy Orbison,1960,166666,12,0.769,0.486,0.354,0.000802,0.11,-11.091,0.0254,90.43,4
Sand and Water,Sand And Water,Beth Nielsen Chapman,1997,248773,39,0.719,0.459,0.227,8.45e-06,0.106,-10.613,0.0285,113.254,4
Hurt,American IV: The Man Comes Around,Johnny Cash,2002-01-01,216533,74,0.649,0.534,0.392,0.000227,0.0948,-7.636,0.0267,90.379,4
I Will Follow You into the Dark,Plans,Death Cab for Cutie,2005-08-29,189186,65,0.924,0.517,0.206,0.0,0.118,-12.233,0.0421,80.401,4
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-05,213826,54,0.937,0.601,0.271,0.0,0.144,-8.688,0.0403,145.494,4
Cat's in the Cradle,Verities & Balderdash,Harry Chapin,1974,222951,67,0.234,0.489,0.578,0.0,0.123,-9.766,0.0418,78.111,4
All I Wanna Do Is Make Love To You,Brigade,Heart,1990-03-25,310893,67,0.16,0.626,0.746,0.0,0.0618,-8.832,0.0282,102.896,4
I Love You,Flying the Flag,Climax Blues Band,1980,245452,54,0.608,0.559,0.446,0.000131,0.0902,-8.805,0.0349,131.792,4
Drew Barrymore,Ctrl,SZA,2017-06-09,231400,72,0.491,0.577,0.523,0.0,0.147,-5.538,0.0429,134.93,4
Church,In My Mind,BJ The Chicago Kid,2016-02-19,287333,48,0.0481,0.672,0.569,0.0,0.295,-6.319,0.0624,95.971,4
Coffee (F***ing) (feat. Wale),Wildheart (Deluxe Version),Miguel,2015-09-02,313906,1,0.0178,0.55,0.661,3.59e-05,0.15,-7.363,0.0611,162.034,4
PRBLMS,FREE 6LACK,6LACK,2016-11-18,246773,71,0.0307,0.417,0.58,1.45e-06,0.179,-4.574,0.207,68.58,5
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,71,0.00972,0.583,0.621,0.00106,0.181,-6.902,0.0479,140.036,4
Garden (Say It Like Dat),Ctrl,SZA,2017-06-09,208400,71,0.0705,0.73,0.457,0.0,0.124,-7.26,0.283,111.352,4
Obi Wan,8 Ball,Wolfie,2016-05-05,197956,31,0.234,0.502,0.686,0.0,0.181,-5.941,0.115,135.519,1
Might Be,Venice,Anderson .Paak,2014-10-28,237165,54,0.357,0.684,0.585,1.23e-06,0.728,-7.601,0.0712,148.507,4
Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,81,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,79,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,81,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4
Feel It Still,Woodstock,Portugal. The Man,2017-06-16,163253,77,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4
Mi Gente,Mi Gente,J Balvin,2017-06-30,189440,0,0.0148,0.543,0.677,6.21e-06,0.13,-4.915,0.0993,103.809,4
Silence,Silence,Marshmello,2017-08-11,180822,80,0.256,0.52,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4
I Like Me Better,I Like Me Better,Lauv,2017-05-19,197436,3,0.535,0.752,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4
Attention,Attention,Charlie Puth,2017-04-20,211475,1,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0.0432,100.041,4
Cross My Mind,GALLERY,A R I Z O N A,2017-05-19,218760,54,0.0848,0.651,0.747,0.000555,0.122,-5.456,0.0382,93.048,4
Born Again,saintmotelevision,Saint Motel,2016-10-21,207426,43,0.253,0.629,0.785,0.0,0.0943,-4.598,0.0274,97.435,4
Another Day in Paradise,Change of Scenery,Quinn XCII,2015-04-28,255000,0,0.161,0.652,0.802,0.0,0.143,-5.308,0.0669,167.952,5
Instinct (feat. MadeinTYO),Nocturnal,Roy Woods,2016-12-23,174311,54,0.476,0.711,0.462,3.86e-05,0.108,-7.132,0.055,84.04,4
Coaster,American Teen,Khalid,2017-04-27,199120,72,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,4
Back to You (feat. Bebe Rexha & Digital Farm Animals),Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2017-07-21,190427,69,0.207,0.683,0.53,0.0,0.394,-4.918,0.142,75.016,4
Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,74,0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4
Strip That Down,Strip That Down,Liam Payne,2017-05-18,204502,0,0.246,0.869,0.485,0.0,0.0765,-5.595,0.0545,106.028,4
What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,199849,0,0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0.0671,110.009,4
More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-07-28,203000,0,0.034,0.644,0.743,0.0,0.257,-5.002,0.0355,123.074,4
Friends (with BloodPop®),Friends (with BloodPop®),Justin Bieber,2017-08-17,189466,0,0.00459,0.744,0.739,0.0,0.306,-5.35,0.0387,104.99,4
What About Us,Beautiful Trauma,P!nk,2017-10-13,269600,74,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,0.0506,113.608,4
Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,2017-08-10,181672,0,0.00179,0.652,0.855,0.0,0.0404,-4.832,0.0441,134.009,4
Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],ZAYN,2017-09-07,239000,77,0.102,0.259,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,0,0.0393,0.659,0.717,0.0,0.0769,-4.202,0.0581,103.036,4
Your Song,Your Song,Rita Ora,2017-05-25,180757,64,0.158,0.855,0.624,0.0,0.0513,-4.093,0.0488,117.959,4
Sweet Talk,saintmotelevision,Saint Motel,2016-10-21,192040,67,0.0392,0.67,0.843,0.0,0.225,-4.311,0.0454,117.01,4
Now Or Never,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,214801,67,0.107,0.67,0.585,1.11e-06,0.131,-4.861,0.0354,110.03,4
Maybe,Maybe,Russ,2017-09-22,174880,46,0.0704,0.787,0.666,0.0,0.0935,-7.719,0.0522,143.016,4
Back To You,There's Really A Wolf,Russ,2017-05-05,207546,46,0.00571,0.47,0.603,0.0,0.221,-5.44,0.455,65.05,4
Cherry Hill,There's Really A Wolf,Russ,2017-05-05,222453,69,0.161,0.681,0.469,0.403,0.108,-10.803,0.0366,130.022,4
Tennis Court,Pure Heroine,Lorde,2013-09-27,198907,67,0.0126,0.764,0.567,9.51e-05,0.257,-8.585,0.0609,89.988,4
Sky Walker (feat. Travis Scott),Sky Walker (feat. Travis Scott),Miguel,2017-08-25,260077,46,0.0876,0.629,0.717,0.0,0.358,-5.706,0.0638,145.959,4
Surprise Party (feat. Blackbear),Happy Camper,Hoodie Allen,2016-01-22,188039,63,0.00453,0.671,0.699,0.000277,0.173,-4.224,0.0647,72.946,4
Down In The Valley,The Head And The Heart,The Head And The Heart,2010,303653,0,0.601,0.409,0.409,0.0196,0.113,-10.469,0.0307,105.825,4
Build it Up,Build it Up,A Broken Silence,2017-09-08,184534,0,0.0492,0.666,0.952,0.0,0.354,-3.51,0.094,98.026,4
Natural Born Killer,Nightmare,Avenged Sevenfold,2010-07-23,315173,58,0.000159,0.394,0.952,3.72e-05,0.316,-4.51,0.0677,184.916,4
Diamond Eyes,Diamond Eyes (Deluxe),Deftones,2010-04-23,188266,53,0.000109,0.331,0.845,0.000212,0.0758,-4.876,0.0551,153.484,3
Rose of Sharyn,The End of Heartache (Special Edition),Killswitch Engage,2004-05-03,216306,51,5.59e-05,0.469,0.978,0.0168,0.294,-4.399,0.0628,90.994,4
I Won't See You Tonight Part 2,Waking The Fallen,Avenged Sevenfold,2003-08-26,284693,0,6.14e-05,0.333,0.943,0.0928,0.39,-5.394,0.0529,135.014,4
Before I Forget,Vol. 3: The Subliminal Verses,Slipknot,2004,278600,76,0.0177,0.291,0.974,5.44e-06,0.886,-2.997,0.171,134.724,4
The Stage,The Stage,Avenged Sevenfold,2016-10-28,512024,0,0.000363,0.454,0.945,0.323,0.108,-6.925,0.0975,134.945,4
The Red,Wonder What's Next (Expanded Edition),Chevelle,2002,238400,69,0.000671,0.509,0.843,0.000803,0.348,-3.318,0.0488,140.055,3
If I Fall,American Capitalist,Five Finger Death Punch,2011-01-01,236520,0,4.01e-05,0.438,0.995,0.0,0.323,-4.045,0.215,159.884,4
Wrong Side Of Heaven,The Wrong Side Of Heaven & The Righteous Side Of Hell,Five Finger Death Punch,2013-01-01,271000,1,0.00835,0.48,0.929,0.0,0.218,-4.575,0.0893,150.009,4
My Curse,As Daylight Dies (Special Edition),Killswitch Engage,2006-01-21,244773,67,7.61e-05,0.197,0.956,0.00992,0.261,-2.908,0.0663,177.018,3
Always,Disarm the Descent (Special Edition),Killswitch Engage,2013-03-29,273053,48,0.000456,0.535,0.936,0.00359,0.356,-5.372,0.0377,115.005,4
Kimdracula,Saturday Night Wrist,Deftones,2006-10-25,194306,58,1.18e-05,0.293,0.831,0.142,0.284,-3.829,0.049,154.108,4
Eye of the Storm,As Daylight Dies (Special Edition),Killswitch Engage,2006-01-21,236013,42,0.000173,0.332,0.976,0.0172,0.208,-2.513,0.0759,76.211,4
Beast and the Harlot,City of Evil,Avenged Sevenfold,2005-06-06,343600,62,6.28e-05,0.37,0.981,0.00225,0.331,-3.296,0.0633,155.177,4
The Unforgiven II,Reload,Metallica,1997-01-01,396440,0,0.00055,0.497,0.89,0.00129,0.255,-4.559,0.0445,133.047,4
Psychosocial,All Hope Is Gone,Slipknot,2008-08-22,283400,65,0.00252,0.576,0.989,0.0032,0.0243,-1.909,0.112,135.093,4
Duality,Vol. 3: The Subliminal Verses,Slipknot,2004,252613,79,0.000237,0.354,0.982,0.000294,0.204,-3.026,0.168,143.772,4
And All Things Will End,Waking The Fallen,Avenged Sevenfold,2003-08-26,460866,0,6.43e-05,0.368,0.854,0.165,0.11,-5.873,0.0458,165.027,4
Planets,Hail to the King,Avenged Sevenfold,2013-08-23,356306,48,0.000106,0.535,0.925,0.0148,0.181,-6.357,0.0406,140.021,4
Requiem,Hail to the King,Avenged Sevenfold,2013-08-23,261573,52,0.000104,0.532,0.953,0.00765,0.119,-5.667,0.0394,142.016,4
Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,82,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,81,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,4
Car Radio,Vessel,Twenty One Pilots,2013-01-08,267720,71,0.098,0.766,0.519,0.0,0.0855,-7.355,0.0366,129.972,4
Lane Boy,Blurryface,Twenty One Pilots,2015-05-15,253093,68,0.0573,0.616,0.811,1.57e-05,0.0566,-4.804,0.0626,159.929,4
The Judge,Blurryface,Twenty One Pilots,2015-05-15,297760,65,0.177,0.423,0.797,0.0,0.137,-4.659,0.124,82.617,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,2016-06-24,243490,77,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,169.021,4
All Time Low,All Time Low,Jon Bellion,2015-04-14,221333,54,0.389,0.672,0.386,0.0,0.0838,-9.715,0.264,90.082,4
Say My Name (feat. Zyra) - Hermitude Remix,Say My Name Remixes,ODESZA,2014-10-13,216362,37,0.00381,0.854,0.679,0.000257,0.0287,-7.49,0.127,124.045,4
Another Day in Paradise,Change of Scenery,Quinn XCII,2015-04-28,255000,0,0.161,0.652,0.802,0.0,0.143,-5.308,0.0669,167.952,5
Make You Feel Good,Make You Feel Good,Fetty Wap,2016-08-26,141173,44,0.602,0.658,0.626,2.46e-06,0.682,-6.069,0.328,158.147,4
Feel So Close - Radio Edit,18 Months,Calvin Harris,2012-12-16,206413,30,0.000988,0.707,0.924,0.00731,0.204,-2.842,0.031,127.937,4
Feel So Close - Radio Edit,18 Months,Calvin Harris,2012-12-16,206413,30,0.000988,0.707,0.924,0.00731,0.204,-2.842,0.031,127.937,4
BO$$,Reflection (Japan Deluxe Edition),Fifth Harmony,2014,171413,29,0.00621,0.813,0.872,0.0,0.0498,-5.224,0.107,103.016,4
Love on Me - CID Remix,Love on Me Remixes,Galantis,2016-11-04,190809,40,0.464,0.623,0.932,0.00144,0.296,-2.857,0.0683,126.033,4
Not Going Home (feat. Gia Koka),Not Going Home (feat. Gia Koka),DVBBS,2017-01-27,196306,1,0.0933,0.713,0.733,2.23e-05,0.237,-6.431,0.152,108.992,4
No Money,The Aviary,Galantis,2017-09-15,191293,68,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,4
Missing You (feat. AC Slater & Kaleem Taylor),Missing You (feat. AC Slater & Kaleem Taylor),Tchami,2015-07-24,313700,44,0.00273,0.764,0.894,0.00899,0.0525,-3.996,0.0564,126.996,4
Afterhours feat. Diplo & Nina Sky,Afterhours feat. Diplo & Nina Sky,TroyBoi,2015-09-18,275604,58,0.089,0.74,0.831,0.0,0.0837,-3.828,0.0423,91.026,4
Show Me Love - EDX Remix / Radio Edit,Show Me Love (EDX Remix / Radio Edit),Sam Feldt,2015-06-14,180336,63,0.297,0.832,0.659,0.000811,0.0704,-5.831,0.0677,121.022,4
O.G,Left Is Right,TroyBoi,2017-08-25,219000,51,0.0542,0.7,0.681,0.432,0.626,-4.277,0.0364,134.008,4
Mind (feat. Kai),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,242068,62,0.117,0.502,0.777,2.91e-06,0.0957,-4.627,0.0934,174.153,4
Takes My Body Higher,Takes My Body Higher (feat. Lincoln Jesser),Shoffy,2016-02-11,251520,0,0.235,0.713,0.731,0.0,0.146,-5.266,0.0375,124.997,4
Be Right There,Be Right There,Diplo,2015-08-28,237051,0,0.00259,0.695,0.797,0.112,0.664,-5.199,0.0548,124.972,4
Dum Dee Dum,Dum Dee Dum,Keys N Krates,2013-08-06,192000,0,0.277,0.754,0.891,0.0382,0.122,-5.516,0.174,160.032,4
Take Ü There (feat. Kiesza),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,210000,57,0.0523,0.542,0.879,0.0,0.171,-1.427,0.0921,159.888,4
Love More,X (Deluxe Version),Chris Brown,2014-09-12,189640,0,0.000433,0.882,0.613,0.000361,0.0744,-6.691,0.0476,104.957,4
Move Your Body (Future House),Move Your Body (Future House),Tchami,2015-02-10,219428,34,0.00424,0.818,0.87,0.196,0.0429,-5.162,0.0493,123.999,4
Season 2 Episode 3,How To Be A Human Being,Glass Animals,2016-08-26,243509,61,0.543,0.742,0.289,4.57e-05,0.228,-7.833,0.115,147.986,4
Feel The Volume,Feel The Volume,Jauz,2014-11-11,230400,50,0.153,0.725,0.918,0.0328,0.113,-4.912,0.0676,125.009,4
Soundclash,HDYNATION RADIO,Flosstradamus,2015-11-20,199995,26,0.214,0.686,0.969,8.2e-06,0.337,-4.46,0.344,155.003,4
Tell Me,Tell Me,RL Grime,2014-06-24,281142,0,0.249,0.593,0.966,0.489,0.0936,-2.85,0.0512,140.051,4
Keep It 100,Keep It 100,Grandtheft,2014-06-10,214137,41,0.00598,0.623,0.947,0.788,0.279,-3.347,0.25,164.029,4
Promesses (feat. Kaleem Taylor),Promesses (feat. Kaleem Taylor),Tchami,2015-01-02,159572,0,0.00986,0.72,0.782,0.00563,0.0992,-6.585,0.0573,124.088,4
Bap U,Bap U,Party Favor,2014-10-07,168206,59,0.0193,0.668,0.953,0.000118,0.0834,-1.784,0.0386,100.001,4
You & Me - Flume Remix,Settle (The Remixes),Disclosure,2013-06-11,282812,67,0.382,0.593,0.392,0.000114,0.131,-6.872,0.0257,75.065,4
This Girl (Kungs Vs. Cookin' On 3 Burners),Layers,Kungs,2016-11-04,195546,0,0.08,0.793,0.729,3.1e-05,0.317,-4.77,0.0394,121.972,4
Boneless,Neon Future I,Steve Aoki,2014-11-14,270000,36,0.00445,0.743,0.962,0.613,0.352,-3.205,0.0629,127.99,4
Boy Oh Boy,Random White Dude Be Everywhere,Diplo,2014-07-22,174398,36,0.00226,0.539,0.955,0.829,0.0623,-3.055,0.118,129.949,4
Jaguar,Jaguar,What So Not,2013,286928,0,0.0528,0.529,0.882,6.97e-05,0.161,-3.001,0.185,139.943,4
Sex,Sex,Cheat Codes,2016-02-19,228361,0,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,4
Let Me Tell You Something,Keep It 100,Grandtheft,2014-06-10,184235,27,0.00294,0.866,0.812,0.231,0.0561,-3.901,0.0807,85.017,4
Bugatti (feat. Pusha T) - Jauz Remix,Bugatti (Remixes),Tiga,2015-01-27,330000,21,0.122,0.878,0.921,0.0218,0.258,-5.162,0.132,127.996,4
Party Up - GTA Remix,Party Up,Destructo,2014-10-21,259920,0,0.00661,0.569,0.91,0.000542,0.101,-4.289,0.236,129.992,4
High You Are,High You Are (Remixes),What So Not,2013-10-08,213340,0,0.0557,0.69,0.857,0.11,0.0341,-5.613,0.0405,136.99,4
Byob,Byob,Sevenn,2016-05-10,259693,0,0.0507,0.88,0.694,0.675,0.366,-5.733,0.108,122.025,4
Need You,Need You,Dillon Francis,2016-06-03,197410,28,0.00171,0.721,0.925,0.0555,0.374,-3.218,0.196,111.958,4
Both (feat. Drake),The Return of East Atlanta Santa,Gucci Mane,2016-12-16,190311,68,0.119,0.85,0.405,0.000118,0.0707,-7.509,0.225,139.976,4
Powerful (feat. Ellie Goulding & Tarrus Riley),Peace Is The Mission,Major Lazer,2015-05-29,206327,0,0.121,0.598,0.792,0.0,0.158,-4.043,0.0478,97.479,3
Stay Gold,Stay Gold,First Aid Kit,2014-06-03,251000,44,0.266,0.512,0.74,4.66e-06,0.126,-4.377,0.0399,95.979,4
Master Pretender,Stay Gold,First Aid Kit,2014-06-03,227506,40,0.0705,0.62,0.836,0.00738,0.125,-6.14,0.0416,105.947,4
When I Get My Hands On You,Lost On The River,The New Basement Tapes,2014-08-19,190400,59,0.0174,0.906,0.213,0.0753,0.0986,-13.936,0.0789,135.309,4
Kansas City,Lost On The River (Deluxe),The New Basement Tapes,2014-08-19,244426,58,0.115,0.54,0.62,0.0123,0.12,-8.147,0.0415,163.762,4
Down On The Bottom,Lost On The River (Deluxe),The New Basement Tapes,2014-08-19,268826,47,0.127,0.436,0.417,0.0541,0.112,-8.883,0.0254,148.33,4
If Not For You,And The War Came,Shakey Graves,2014-10-04,310173,0,0.323,0.465,0.72,0.00762,0.0382,-7.617,0.0785,121.635,4
You Can't Break My Heart,The Big Picture,Kat Edmonson,2014-09-29,225186,35,0.84,0.337,0.361,0.00631,0.205,-9.855,0.0309,105.905,5
Hidee Hidee Ho #11,Lost On The River,The New Basement Tapes,2014-08-19,284720,22,0.0193,0.609,0.415,0.51,0.152,-10.953,0.032,112.115,4
Wild Animals,WILD ANIMALS,Trampled by Turtles,2014-07-14,353133,0,0.268,0.255,0.439,0.029,0.117,-5.164,0.0322,130.015,3
Wait So Long,Palomino,Trampled by Turtles,2011-05-10,206400,0,0.521,0.257,0.925,9.39e-06,0.177,-5.814,0.369,189.536,4
Chateau Lobby #4 (in C for Two Virgins),"I Love You, Honeybear",Father John Misty,2015-02-09,170840,0,0.209,0.436,0.804,0.0,0.171,-4.907,0.0409,188.061,4
Bored in the USA,"I Love You, Honeybear",Father John Misty,2015-02-02,262000,0,0.888,0.485,0.134,0.0,0.326,-10.631,0.033,96.502,4
If You Ever Want To Be In Love,Chaos And The Calm,James Bay,2014-12-15,238973,49,0.0276,0.684,0.837,2.98e-05,0.0627,-5.46,0.0307,115.94,4
Hold Back The River,Chaos And The Calm,James Bay,2014-12-15,238746,64,0.0526,0.715,0.715,0.0,0.0936,-7.364,0.0904,134.923,4
All The Time,Bahamas is Afie,Bahamas,2014-08-15,234973,0,0.641,0.708,0.465,0.00293,0.0871,-4.799,0.0507,127.488,4
Fare Thee Well (Dink's Song),Fare Thee Well [Dink's Song],Oscar Isaac & Marcus Mumford,2013-09-17,180400,39,0.897,0.495,0.434,0.000393,0.109,-8.079,0.0313,82.16,4
Grizzly Bear,Angus & Julia Stone,Angus & Julia Stone,2014-01-01,248520,42,0.503,0.902,0.438,0.135,0.101,-8.63,0.0493,118.048,4
Big Jet Plane,Down The Way,Angus & Julia Stone,2010-03-12,239120,61,0.252,0.766,0.376,0.00861,0.0908,-8.622,0.0267,109.944,4
The Wrong Year,"What A Terrible World, What A Beautiful World",The Decemberists,2015-01-20,233013,0,0.000721,0.401,0.674,0.00377,0.118,-5.418,0.0291,172.099,4
Lake Song,"What A Terrible World, What A Beautiful World",The Decemberists,2015-01-20,352453,0,0.253,0.309,0.54,6.38e-05,0.0688,-8.342,0.0279,93.526,4
Make You Better,"What A Terrible World, What A Beautiful World",The Decemberists,2015-01-20,307866,0,0.156,0.429,0.866,0.000207,0.121,-4.807,0.0415,119.272,4
"Green, Green Rocky Road",Inside Llewyn Davis: Original Soundtrack Recording,Inside Llewyn Davis,2014-02-14,197093,41,0.941,0.51,0.175,0.0315,0.106,-14.671,0.0385,150.285,4
All the Pretty Girls,A/B,KALEO,2016-06-10,269893,69,0.626,0.466,0.496,6.22e-06,0.117,-6.606,0.0302,74.747,4
Jackie And Wilson,Hozier,Hozier,2014-07-20,223120,0,0.0687,0.566,0.712,1.3e-05,0.124,-4.201,0.0334,82.193,4
Come On Up To The House,Mule Variations (Remastered),Tom Waits,1999-04-27,276920,44,0.619,0.562,0.497,0.518,0.116,-8.522,0.0333,90.033,4
Coming Home,Coming Home,Leon Bridges,2015-06-15,206386,1,0.461,0.427,0.465,5.52e-05,0.154,-6.595,0.0291,112.137,3
Breakers Roar,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,212586,48,0.669,0.369,0.31,0.514,0.245,-13.384,0.0309,84.41,4
Magma,Cycles of Existential Rhyme,Chicano Batman,2014-02-18,281866,43,0.364,0.609,0.668,0.0563,0.0848,-7.191,0.0471,82.533,4
Rawnald Gregory Erickson the Second,Starfucker,STRFKR,2008-09-23,173693,64,0.229,0.9,0.538,0.843,0.287,-7.879,0.0343,95.508,4
HAPPINESS,H A R D L O V E,NEEDTOBREATHE,2016-07-15,205773,57,0.00703,0.575,0.765,0.0,0.331,-6.608,0.0345,98.037,4
1-800-273-8255,Everybody,Logic,2017-05-05,250173,77,0.569,0.62,0.574,0.0,0.19,-7.788,0.0479,100.023,4
Kindest Regards,Kindest Regards,Witt Lowry,2014-08-02,294819,53,0.326,0.664,0.601,0.0,0.286,-10.829,0.273,118.005,4
There Will Be Time,The Traveller (Special Edition),Baaba Maal,2017-07-14,266930,0,0.016,0.478,0.704,0.0,0.09,-8.271,0.0471,149.903,4
The Cave,Sigh No More,Mumford & Sons,2009,217986,0,0.0606,0.576,0.486,0.000143,0.093,-9.364,0.0406,141.951,4
I Will Wait,Babel (Deluxe Version),Mumford & Sons,2012-09-21,276720,0,0.0155,0.477,0.776,0.00314,0.203,-5.056,0.0349,131.004,4
Little Lion Man,Sigh No More,Mumford & Sons,2009-01-01,245173,0,0.0275,0.517,0.492,3.2e-05,0.0873,-8.051,0.0272,138.579,4
Believe,Wilder Mind (Deluxe),Mumford & Sons,2015-05-01,221039,0,0.031,0.331,0.68,0.0177,0.215,-5.964,0.0454,114.909,4
Awake My Soul,Sigh No More,Mumford & Sons,2009,255826,0,0.0621,0.262,0.466,0.0273,0.0913,-9.785,0.0341,85.522,1
