0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Feel Like a Rock Star (Duet with Tim McGraw),Welcome To The Fishbowl,Kenny Chesney,2012-06-19,208240,40,0.00318,0.475,0.896,0.0,0.29,-4.749,0.035,169.999,4
El Cerrito Place,Welcome To The Fishbowl,Kenny Chesney,2012-06-19,351613,42,0.13,0.596,0.503,0.0,0.0754,-7.606,0.0272,134.032,4
The Boys of Fall,Hemingway's Whiskey,Kenny Chesney,2010-09-28,391853,55,0.227,0.503,0.648,0.00124,0.378,-6.243,0.027,147.942,4
Reality,Hemingway's Whiskey,Kenny Chesney,2010-09-28,210640,44,0.00296,0.315,0.925,0.0642,0.114,-4.507,0.117,185.305,4
Top Of The World,Damn Country Music,Tim McGraw,2015-01-01,233973,45,0.29,0.675,0.791,0.0,0.485,-5.64,0.0383,141.217,4
Shotgun Rider,Sundown Heaven Town,Tim McGraw,2014-01-01,235386,59,0.126,0.468,0.904,3.89e-06,0.165,-4.574,0.0494,167.998,4
Highway Don't Care,Two Lanes Of Freedom,Tim McGraw,2013-01-01,276880,64,0.0216,0.47,0.79,0.0,0.0863,-5.352,0.039,158.061,4
Humble And Kind,Damn Country Music,Tim McGraw,2015-01-01,259266,68,0.679,0.355,0.48,2.28e-06,0.12,-7.31,0.0282,100.956,3
Live Like You Were Dying,Live Like You Were Dying,Tim McGraw,2004-08-17,300333,68,0.492,0.416,0.546,0.0,0.0845,-7.728,0.0297,159.929,4
Don't Take The Girl,Not A Moment Too Soon,Tim McGraw,1994-03-22,249360,61,0.279,0.439,0.454,0.0,0.123,-8.669,0.0308,204.263,4
Something Like That,A Place In The Sun,Tim McGraw,1999-05-04,183733,71,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,4
Southern Voice,Southern Voice,Tim McGraw,2009-10-20,242426,38,0.0446,0.63,0.877,0.0,0.113,-4.106,0.0321,112.051,4
Indian Outlaw - Dance Mix,Number One Hits,Tim McGraw,2010-11-30,260306,34,0.0011,0.698,0.885,0.00365,0.312,-6.593,0.0484,110.179,4
Felt Good On My Lips,Number One Hits,Tim McGraw,2010-11-30,277400,50,0.024,0.56,0.869,2.94e-06,0.136,-3.804,0.0387,136.001,4
Where The Green Grass Grows,Everywhere,Tim McGraw,1997-06-03,201600,66,0.198,0.479,0.698,0.0,0.126,-7.914,0.0277,159.699,4
Whiskey Lullaby,Original Album Classics,Brad Paisley,1999,259893,0,0.81,0.508,0.333,0.0,0.19,-11.509,0.0305,74.458,4
Country Nation,Moonshine in the Trunk,Brad Paisley,2014-08-25,225413,44,0.0389,0.387,0.861,0.00047,0.1,-5.529,0.0413,177.94,4
She's Everything,Original Album Classics,Brad Paisley,1999,266920,0,0.569,0.355,0.478,2.9e-06,0.194,-8.323,0.0335,102.971,4
Old Alabama (feat. Alabama),This Is Country Music,Brad Paisley,2011-05-23,301800,54,0.103,0.378,0.903,0.000285,0.134,-4.538,0.0533,115.616,4
Limes,Moonshine in the Trunk,Brad Paisley,2014-08-25,236640,29,0.00933,0.594,0.856,5.1e-06,0.177,-4.674,0.0508,118.005,4
Remind Me (with Carrie Underwood),This Is Country Music,Brad Paisley,2011-05-23,271906,60,0.0603,0.485,0.726,1.75e-05,0.225,-4.2,0.0327,140.781,4
Mr. Misunderstood,Mr. Misunderstood,Eric Church,2015-11-11,319240,57,0.0629,0.385,0.808,0.0,0.33,-6.67,0.045,129.22,4
Springsteen,Chief,Eric Church,2011-01-01,263386,74,0.1,0.692,0.809,9.77e-05,0.185,-5.935,0.0255,104.023,4
Talladega,The Outsiders,Eric Church,2014-01-01,262280,64,0.043,0.586,0.677,0.0936,0.0884,-8.343,0.0294,144.001,4
Like A Wrecking Ball,The Outsiders,Eric Church,2014-01-01,198906,63,0.338,0.693,0.335,0.000552,0.118,-10.863,0.0395,136.071,4
"John Cougar, John Deere, John 3:16",Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,221600,41,0.0688,0.694,0.779,3.99e-06,0.0803,-6.984,0.071,84.975,4
This Is How We Roll,Here's To The Good Times...This Is How We Roll,Florida Georgia Line,2013-01-01,220906,71,0.016,0.555,0.931,0.0,0.405,-2.969,0.0367,132.085,4
Anything Goes,Anything Goes,Florida Georgia Line,2014-10-14,218866,65,0.00182,0.458,0.976,0.0,0.193,-3.791,0.0459,154.007,4
Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,208960,74,0.0191,0.457,0.948,0.0,0.0536,-3.364,0.0354,148.0,4
Get Your Shine On,Here's To The Good Times,Florida Georgia Line,2012-01-01,222013,63,0.00286,0.497,0.927,1.26e-06,0.413,-4.52,0.0371,96.991,4
Round Here,Here's To The Good Times,Florida Georgia Line,2012-01-01,215120,63,0.00385,0.523,0.954,1.65e-06,0.243,-3.051,0.0374,141.982,4
Here's To The Good Times,Here's To The Good Times,Florida Georgia Line,2012-01-01,250346,52,0.0426,0.534,0.933,0.0,0.196,-3.45,0.0437,142.062,4
Stay,Here's To The Good Times,Florida Georgia Line,2012-01-01,199320,59,0.0744,0.494,0.936,0.0,0.148,-2.989,0.0418,141.939,4
It'z Just What We Do,Here's To The Good Times,Florida Georgia Line,2012-01-01,218866,39,0.017,0.498,0.947,0.0,0.606,-3.464,0.0421,158.063,4
Tell Me How You Like It,Here's To The Good Times,Florida Georgia Line,2012-01-01,226160,39,0.0229,0.373,0.823,1.94e-05,0.265,-4.143,0.0317,173.995,4
Tip It Back,Here's To The Good Times,Florida Georgia Line,2012-01-01,224853,39,0.000513,0.45,0.948,0.0,0.387,-3.347,0.0464,163.953,4
"Dayum, Baby",Here's To The Good Times,Florida Georgia Line,2012-01-01,205213,46,0.252,0.573,0.939,0.0,0.0692,-3.019,0.0557,140.003,4
Dirt,Anything Goes,Florida Georgia Line,2014-10-14,230586,61,0.0638,0.547,0.878,7.08e-06,0.106,-4.224,0.0451,121.973,4
Break Up In A Small Town,Montevallo,Sam Hunt,2014-10-24,229880,0,0.0833,0.592,0.794,0.0,0.227,-5.336,0.187,135.991,4
Crash and Burn,Tangled Up,Thomas Rhett,2015-01-01,190733,65,0.0873,0.69,0.781,2.28e-06,0.164,-5.101,0.0305,130.02,4
Nothin' Like You,Where It All Began,Dan + Shay,2014-04-01,186253,61,0.151,0.589,0.704,0.0,0.067,-4.772,0.0303,84.956,4
Die A Happy Man,Tangled Up,Thomas Rhett,2015-01-01,227426,72,0.418,0.595,0.389,1.39e-06,0.116,-9.245,0.0349,166.052,4
T-Shirt,Tangled Up,Thomas Rhett,2015-01-01,227693,63,0.0287,0.634,0.862,0.0,0.0217,-5.337,0.0376,95.989,4
Sippin’ On Fire,Anything Goes,Florida Georgia Line,2014-10-14,193640,58,0.00485,0.476,0.92,1.15e-05,0.355,-3.223,0.0329,142.952,4
In Color,That Lonesome Song,Jamey Johnson,2008-01-01,290680,71,0.391,0.544,0.404,3.98e-06,0.157,-8.751,0.0354,129.518,4
International Harvester,Little Bit Of Life,Craig Morgan,2006-10-31,228653,64,0.103,0.699,0.837,0.0,0.231,-5.173,0.0428,95.493,4
Smile,Happy Hour,Uncle Kracker,2009-09-11,200806,67,0.203,0.541,0.812,0.0,0.42,-3.764,0.0336,141.056,4
Follow Me,Double Wide,Uncle Kracker,2000-06-13,218439,72,0.439,0.817,0.585,0.0,0.147,-4.688,0.0301,105.014,4
I Feel Good,Tangled Up,Thomas Rhett,2015-01-01,195426,44,0.00784,0.837,0.583,0.0,0.0637,-7.231,0.0367,106.961,4
Hey Girl,We Are Tonight,Billy Currington,2013-01-01,200533,59,0.0158,0.548,0.673,0.0,0.0794,-5.29,0.0268,81.947,4
Don't It,Summer Forever,Billy Currington,2015-06-02,189000,64,0.0446,0.571,0.826,0.0,0.343,-4.475,0.0362,90.966,4
We Are Tonight,We Are Tonight,Billy Currington,2013-01-01,232106,66,0.0323,0.559,0.812,0.0,0.195,-5.347,0.0371,127.911,4
Good Directions,Doin' Somethin' Right,Billy Currington,2005-01-01,215853,72,0.307,0.716,0.72,0.0,0.135,-2.183,0.0319,122.512,4
People Are Crazy,Little Bit Of Everything,Billy Currington,2008-01-01,231360,69,0.213,0.651,0.699,0.000265,0.12,-5.006,0.0265,141.938,4
Another Day Without You,We Are Tonight,Billy Currington,2013-01-01,248266,29,0.0517,0.639,0.666,0.0,0.202,-5.75,0.0403,133.929,4
Love Done Gone,Enjoy Yourself,Billy Currington,2010-01-01,210746,0,0.12,0.67,0.72,0.0,0.0694,-3.073,0.0291,127.001,4
Let Me Down Easy,Enjoy Yourself,Billy Currington,2010-01-01,228493,0,0.361,0.606,0.497,0.0,0.106,-5.005,0.0278,125.059,4
Summer Forever,Summer Forever,Billy Currington,2015-06-02,206386,37,0.0768,0.629,0.759,0.0,0.101,-5.443,0.0331,127.97,4
That's How Country Boys Roll,Little Bit Of Everything,Billy Currington,2008-01-01,224266,54,0.054,0.677,0.919,1.48e-06,0.113,-3.009,0.0344,120.961,4
Pretty Good At Drinkin' Beer,Enjoy Yourself,Billy Currington,2010-01-01,179906,1,0.427,0.769,0.678,8.04e-06,0.0939,-3.725,0.0315,106.951,4
I Like The Sound Of That,Rewind,Rascal Flatts,2014-01-01,209280,65,0.257,0.611,0.8,0.0,0.194,-5.61,0.0377,89.974,4
Bless The Broken Road,Feels Like Today,Rascal Flatts,2004-01-01,226680,70,0.671,0.591,0.45,2.23e-05,0.159,-6.369,0.0266,135.893,4
My Wish,Me And My Gang (International Version),Rascal Flatts,2006-01-01,248280,0,0.0307,0.548,0.769,5.53e-06,0.0867,-4.853,0.0312,135.712,4
Banjo,Changed,Rascal Flatts,2012-01-01,256133,47,0.0186,0.617,0.862,0.0,0.161,-6.356,0.0337,101.971,4
Easy,Nothing Like This,Rascal Flatts,2010-01-01,218480,53,0.128,0.343,0.594,0.0,0.128,-4.876,0.0344,120.998,3
Stand (Rascal Flatts),Me And My Gang (International Version),Rascal Flatts,2006-01-01,208133,0,0.0238,0.603,0.761,0.0,0.235,-4.753,0.0314,93.858,4
Me And My Gang,Me And My Gang (International Version),Rascal Flatts,2006-01-01,217986,0,0.0775,0.628,0.9,0.0,0.0454,-3.719,0.0408,108.745,4
Cool Thing,Me And My Gang (International Version),Rascal Flatts,2006-01-01,231173,0,0.11,0.637,0.623,0.0,0.321,-5.061,0.0299,97.227,4
Life Is A Highway,Me And My Gang (International Version),Rascal Flatts,2006-01-01,276320,0,0.00261,0.58,0.953,0.0,0.218,-3.856,0.0614,103.041,4
Feels Like Today,Feels Like Today,Rascal Flatts,2004-01-01,200733,45,0.0398,0.364,0.72,0.000458,0.213,-4.237,0.0274,170.093,3
Fast Cars And Freedom,Feels Like Today,Rascal Flatts,2004-01-01,262186,61,0.0135,0.616,0.824,2.13e-05,0.108,-4.842,0.03,117.954,4
Rewind,Rewind,Rascal Flatts,2014-01-01,203506,52,0.0222,0.549,0.698,0.0,0.202,-6.679,0.0347,164.049,4
Beer In Mexico,The Road And The Radio,Kenny Chesney,2005-11-07,271813,60,0.00119,0.58,0.906,0.000579,0.0933,-6.976,0.0405,137.97,4
Make Me Wanna,It Goes Like This,Thomas Rhett,2013-01-01,225066,64,0.0369,0.545,0.818,0.0,0.101,-6.38,0.0541,109.019,3
Last Dollar (Fly Away),Number One Hits,Tim McGraw,2010-11-30,237120,44,0.206,0.48,0.621,0.0,0.134,-4.814,0.0372,207.676,4
Wasted Time,Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,233826,38,0.0621,0.625,0.825,0.0,0.0753,-5.758,0.0481,100.004,4
Habit Of You,Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,224826,24,0.0282,0.586,0.65,3.47e-06,0.0882,-7.115,0.0397,143.982,4
Sun Don't Let Me Down,Ripcord (Australian Tour Edition),Keith Urban,2015-05-06,203133,26,0.00625,0.692,0.89,0.0,0.0623,-4.841,0.0466,108.014,4
Pickin' Wildflowers,Three Chord Country and American Rock & Roll,Keith Anderson,2005,185920,64,0.0353,0.561,0.716,0.0,0.122,-3.341,0.0291,152.089,4
Truck Yeah,Two Lanes Of Freedom (Accelerated Deluxe),Tim McGraw,2013-01-01,209013,46,0.108,0.615,0.92,0.0,0.102,-4.167,0.032,97.994,4
Play Something Country,The Collection,Brooks & Dunn,1991,194826,0,0.0817,0.692,0.944,0.0,0.574,-2.846,0.0322,115.148,4
Save a Horse (Ride a Cowboy),Horse of a Different Color,Big & Rich,2004-04-20,200306,69,0.108,0.7,0.896,0.0,0.453,-2.276,0.191,102.065,4
Run Away with You,Gravity,Big & Rich,2014-09-23,224960,50,0.141,0.535,0.803,0.0,0.297,-4.116,0.0465,147.902,4
Fake ID (feat. Gretchen Wilson),Fake ID (feat. Gretchen Wilson),Big & Rich,2011-05-17,203280,57,0.0614,0.663,0.956,0.0,0.233,-2.322,0.0395,129.983,4
It Don't Hurt Like It Used To,Summer Forever,Billy Currington,2015-06-02,184506,65,0.071,0.558,0.818,0.0,0.21,-4.07,0.0403,81.034,4
Living in Fast Forward,The Road And The Radio,Kenny Chesney,2005-11-07,211893,49,0.0254,0.689,0.907,0.000732,0.138,-5.587,0.037,116.968,4
All My Friends Say,I'll Stay Me,Luke Bryan,2007-01-01,242800,60,0.0439,0.683,0.9,0.0,0.177,-4.422,0.0333,117.036,4
Ain't Worth the Whiskey,Cole Swindell,Cole Swindell,2014-02-18,191906,61,0.042,0.432,0.738,0.0,0.119,-3.91,0.0309,153.712,4
All Out of Beer,They Don't Know,Jason Aldean,2016-09-09,198146,39,0.0128,0.558,0.698,1.3e-05,0.173,-5.271,0.0245,92.014,4
Red Dirt Road,The Collection,Brooks & Dunn,1991,260360,0,0.0664,0.555,0.868,0.000117,0.116,-3.798,0.0403,136.12,4
Dirt On My Boots,California Sunrise,Jon Pardi,2016-05-13,201893,74,0.111,0.683,0.796,0.0,0.197,-4.179,0.0285,90.031,4
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2017-02-01,165386,72,0.447,0.732,0.458,0.0,0.136,-7.225,0.0311,98.938,4
Guinevere,Jet Black and Jealous,Eli Young Band,2008-01-01,287733,0,0.486,0.45,0.666,0.000282,0.0855,-4.74,0.0314,141.985,4
Doo Wop (That Thing) - Edit,Doo Wop,Ms. Lauryn Hill,1998-05-13,240666,0,0.00867,0.795,0.56,0.0,0.226,-8.908,0.0659,99.922,4
Ex-Factor,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,1998-08-25,326533,0,0.118,0.593,0.619,0.0,0.484,-9.003,0.0976,80.02,4
Send It On,Voodoo,D'Angelo,2000-01-01,356493,54,0.171,0.788,0.258,0.00721,0.326,-11.758,0.104,127.492,3
Untitled (How Does It Feel),Voodoo,D'Angelo,2000-01-01,430800,58,0.16,0.838,0.304,0.0267,0.0828,-9.975,0.0626,112.618,3
Nakamarra (feat. Q-Tip),Tawk Tomahawk,Hiatus Kaiyote,2013-07-12,275320,56,0.656,0.552,0.531,5.21e-05,0.11,-6.767,0.125,91.573,4
"Crush On You - Prod. S1, Feat. Tone Trezure",The Lost Documents: Vol. 1,Strange Fruit Project,2007-05-11,205320,14,0.0209,0.811,0.761,0.0,0.848,-5.523,0.229,98.968,4
"Gone Baby, Don't Be Long",New Amerykah Part Two: Return Of The Ankh,Erykah Badu,2010-03-30,279720,51,0.158,0.689,0.763,0.00437,0.0856,-3.837,0.222,172.513,4
Fall In Love (Your Funeral),New Amerykah Part Two: Return Of The Ankh,Erykah Badu,2010-03-30,366693,0,0.481,0.807,0.446,3.02e-06,0.111,-7.934,0.106,91.841,4
Mystery of Iniquity - Live,MTV Unplugged No. 2.0,Ms. Lauryn Hill,2002-05-07,310733,42,0.54,0.65,0.428,0.0,0.771,-10.998,0.699,74.3,3
Wildfire,SBTRKT,SBTRKT,2011-06-27,201000,0,0.0308,0.835,0.481,0.000501,0.0896,-7.188,0.387,139.581,4
Molasses,Choose Your Weapon,Hiatus Kaiyote,2015-05-01,289480,51,0.185,0.554,0.443,1.92e-05,0.16,-7.461,0.211,83.892,4
Me and Mrs. Jones,360 Degrees Of Billy Paul,Billy Paul,1972,285760,0,0.388,0.303,0.555,1.16e-06,0.468,-9.259,0.0482,67.322,4
III. Follow,Without,Owen Thiele x Zack Sekoff,2015-06-12,234647,22,0.18,0.701,0.376,0.0908,0.0643,-8.009,0.0503,201.943,4
Simply Beautiful,I'm Still in Love with You,Al Green,1972-10-23,251569,48,0.587,0.523,0.224,0.00358,0.124,-15.686,0.125,147.066,4
Try a Little Tenderness,Complete & Unbelievable: The Otis Redding Dictionary of Soul,Otis Redding,1966-10-15,201733,62,0.186,0.587,0.133,2.26e-05,0.258,-15.151,0.0565,102.938,4
Ms. Fat Booty,Black On Both Sides,Mos Def,1999-10-12,223515,0,0.148,0.781,0.589,0.0,0.166,-4.827,0.21,90.437,4
Back Pocket,Thrill of the Arts,Vulfpeck,2015-10-09,181259,61,0.478,0.839,0.585,0.00281,0.0435,-7.738,0.153,89.821,4
Knockin' at the Wrong Door,Knockin' at the Wrong Door / One Little Piece,The Rollers,2007-09-10,131280,0,0.0441,0.686,0.551,4.98e-05,0.165,-7.606,0.148,85.361,4
Laputa (Taylor McFerrin Remix feat. Anderson .Paak),"Recalibrations, Vol. 1",Hiatus Kaiyote,2016-05-16,244240,47,0.271,0.453,0.655,0.0,0.118,-7.709,0.302,106.222,4
If I Get High,Nothing But Thieves (Track by Track),Nothing But Thieves,2015-10-09,206573,51,0.0106,0.408,0.571,0.00945,0.123,-5.533,0.0321,139.994,4
Can I,Urban Flora,Alina Baraz,2015-05-19,230400,37,0.312,0.363,0.536,0.0,0.128,-8.124,0.0632,200.173,4
Glacier (Atu Remix),Post Tropical (Deluxe Edition),James Vincent McMorrow,2013-01-14,219200,19,0.704,0.349,0.414,0.00352,0.195,-9.817,0.0495,74.362,4
Compass,Kicker,Zella Day,2015-01-01,193760,48,0.784,0.545,0.372,0.0,0.148,-8.797,0.0267,80.955,4
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347520,72,0.195,0.61,0.788,0.0142,0.153,-5.724,0.0585,101.045,4
This Must Be My Dream,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,252480,50,0.0193,0.592,0.84,0.000191,0.327,-4.697,0.0364,103.026,4
If I Believe You,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,380320,51,0.737,0.703,0.308,0.00618,0.102,-7.742,0.0355,130.084,3
"Lover, Please Stay",Nothing But Thieves (Track by Track),Nothing But Thieves,2015-10-09,247200,50,0.954,0.401,0.123,0.0,0.0925,-10.427,0.0306,73.735,4
'Cause I'm A Man,Currents,Tame Impala,2015-07-17,241985,0,0.103,0.537,0.695,0.00315,0.134,-5.013,0.0371,144.674,4
Go Slow,Days Are Gone (Deluxe Edition),HAIM,2013-01-01,257160,37,0.171,0.676,0.707,0.00492,0.0814,-6.835,0.0305,145.059,4
All This And Heaven Too,Ceremonials (Original Deluxe Version),Florence + The Machine,2011-01-01,245880,43,0.038,0.212,0.821,4.84e-05,0.0859,-3.898,0.0692,82.977,4
Clean,Clean,The Japanese House,2015-09-08,299544,0,0.566,0.443,0.525,0.000184,0.231,-8.07,0.0369,130.982,4
Still,Still,The Japanese House,2015-03-16,198143,0,0.744,0.497,0.324,0.0,0.0751,-9.832,0.0352,130.729,4
Tremors,Tremors,SOHN,2014-04-07,209827,0,0.844,0.603,0.498,0.0592,0.135,-9.121,0.0355,160.064,3
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix","Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) [Skrillex Remix]",Hundred Waters,2016-03-22,241846,52,0.08,0.418,0.794,0.0,0.329,-4.973,0.0816,129.434,4
Mind Make,Mind Make,Beach Tiger,2016-02-08,205106,14,0.0184,0.547,0.66,0.274,0.0805,-6.478,0.0294,88.074,4
Under The Table,Goddess,BANKS,2014-01-01,249459,39,0.976,0.492,0.174,1.37e-06,0.0958,-8.653,0.0398,71.437,4
Bad Religion,channel ORANGE,Frank Ocean,2012-07-10,175453,65,0.738,0.359,0.367,1.43e-06,0.0736,-7.684,0.0335,83.331,4
Maps,Maps,OYLS,2017-07-14,191250,0,0.0532,0.808,0.439,2.82e-05,0.127,-9.071,0.128,120.001,4
Satellites,Satellites,Kevin Gates,2013-03-12,221220,59,0.0453,0.711,0.887,0.0,0.164,-3.887,0.128,140.02,4
4 Legs and a Biscuit,Stranger Than Fiction,Kevin Gates,2013-07-16,145352,34,0.179,0.56,0.773,0.0,0.119,-5.819,0.331,72.232,4
Get Em,Stranger Than Fiction,Kevin Gates,2013-07-16,211071,35,0.0169,0.762,0.729,0.0,0.485,-4.065,0.134,129.886,4
MYB (feat. Starlito),Stranger Than Fiction,Kevin Gates,2013-07-16,221006,39,0.0377,0.687,0.593,0.0,0.347,-7.752,0.142,130.995,4
White Tan,Stranger Than Fiction,Kevin Gates,2013-07-16,159472,38,0.185,0.842,0.822,0.0,0.119,-4.217,0.333,150.045,4
4:30am,Stranger Than Fiction,Kevin Gates,2013-07-16,166712,47,0.125,0.75,0.6,0.0,0.365,-8.392,0.302,130.899,4
Strokin',Stranger Than Fiction,Kevin Gates,2013-07-16,181884,44,0.106,0.493,0.662,0.0,0.132,-4.909,0.234,86.099,5
Thinking with My Dick (feat. Juicy J),Stranger Than Fiction,Kevin Gates,2013-07-16,165314,72,0.0596,0.77,0.699,1.65e-05,0.17,-6.59,0.199,81.003,4
Tiger,Stranger Than Fiction,Kevin Gates,2013-07-16,191755,39,0.105,0.733,0.838,0.0,0.0639,-4.799,0.319,139.939,4
Smiling Faces,Stranger Than Fiction,Kevin Gates,2013-07-16,146048,49,0.0498,0.761,0.799,0.0,0.122,-3.69,0.0611,145.138,4
Careful,Stranger Than Fiction,Kevin Gates,2013-07-16,156927,42,0.0979,0.834,0.75,0.0,0.383,-3.462,0.294,89.235,4
Money Magnet,Stranger Than Fiction,Kevin Gates,2013-07-16,186283,38,0.107,0.788,0.738,0.0,0.206,-4.974,0.147,136.094,4
Don't Know What to Call It,Stranger Than Fiction,Kevin Gates,2013-07-16,215467,46,0.159,0.768,0.718,0.0,0.111,-3.928,0.0809,124.95,4
Satellites (feat. Wiz Khalifa) - HPG Remix,Stranger Than Fiction,Kevin Gates,2013-07-16,194701,49,0.0542,0.669,0.9,0.0,0.145,-3.53,0.178,140.06,4
Paper Chasers,Luca Brasi Story,Kevin Gates,2013-04-09,188600,58,0.494,0.464,0.9,0.0,0.206,-3.512,0.349,141.271,4
Neon Lights,Luca Brasi Story,Kevin Gates,2013-04-09,222066,40,0.0864,0.646,0.855,0.0,0.141,-3.175,0.278,135.735,4
Narco Trafficante (feat. Percy Keith),Luca Brasi Story,Kevin Gates,2013-04-09,338320,39,0.0883,0.768,0.697,0.0,0.352,-2.948,0.17,132.084,4
Arms of a Stranger,Luca Brasi Story,Kevin Gates,2013-04-09,164280,37,0.356,0.636,0.645,0.0,0.106,-5.979,0.308,140.097,4
Twilight (War with God),Luca Brasi Story,Kevin Gates,2013-04-09,154279,40,0.00332,0.629,0.717,0.0,0.139,-5.727,0.0647,150.146,4
IDGAF,Luca Brasi Story,Kevin Gates,2013-04-09,247320,44,0.00312,0.728,0.55,0.0,0.0871,-6.049,0.379,139.863,4
Around Me,Luca Brasi Story,Kevin Gates,2013-04-09,169013,36,0.0748,0.8,0.822,0.0,0.349,-2.923,0.0599,137.989,4
Counting on Ya,Luca Brasi Story,Kevin Gates,2013-04-09,200800,34,0.0201,0.53,0.737,0.0,0.183,-4.279,0.357,142.134,4
IHOP,Luca Brasi Story,Kevin Gates,2013-04-09,191358,32,0.178,0.715,0.521,0.0,0.266,-11.025,0.949,88.435,4
Reputations On The Line,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,226535,30,0.011,0.799,0.656,0.0,0.212,-6.559,0.414,73.159,4
Trap Girl,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,213618,36,0.0481,0.687,0.649,0.0,0.108,-5.954,0.249,151.856,4
Never Change,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,179178,31,0.0076,0.547,0.624,0.0,0.135,-5.386,0.422,74.895,4
Empire,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,176578,24,0.142,0.504,0.906,0.0,0.512,-4.42,0.364,109.024,5
They Can Hate (feat. Max Minelli),"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,265812,28,0.136,0.686,0.811,0.0,0.102,-5.521,0.289,165.999,4
Play It How It Go (feat. Young Bleed),"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,296810,26,0.0774,0.654,0.787,0.0,0.0843,-6.783,0.333,169.851,4
Back Home,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,207713,23,0.0508,0.456,0.657,0.0,0.107,-6.157,0.271,70.938,4
Respect,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,276475,25,0.00224,0.762,0.802,0.0,0.58,-5.031,0.378,147.369,4
Love You,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,219815,35,0.153,0.578,0.743,0.0,0.0822,-5.432,0.145,141.997,4
Thuggin Hard,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,197780,27,0.00463,0.552,0.715,0.0,0.0736,-6.293,0.484,146.016,4
In Da Building (feat. Max Minelli),"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,240212,37,0.25,0.773,0.861,0.0,0.0621,-4.633,0.172,136.115,4
Nothing Change,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,161372,24,0.0186,0.752,0.769,0.0,0.115,-5.287,0.352,163.864,4
It Shows,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,159153,27,0.209,0.592,0.78,0.0,0.176,-5.251,0.274,160.067,4
No Regrets,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,161740,25,0.0343,0.646,0.754,0.0,0.0899,-5.789,0.266,177.959,4
Do You,"""I Don't Know What To Call It"" Vol. 1",Kevin Gates,2011-12-20,218129,25,0.0991,0.704,0.873,0.0,0.0671,-5.82,0.315,131.969,4
Song 2 You (feat. Leon Thomas III & Victoria Justice),Victorious: Music From The Hit TV Show (feat. Victoria Justice),Victorious Cast,2010,218373,42,0.0576,0.591,0.866,0.0,0.146,-2.877,0.0536,86.981,4
Hurricane,Hello My Name Is...,Bridgit Mendler,2012-01-01,243986,68,0.0398,0.757,0.825,2.63e-06,0.0798,-4.062,0.0701,95.01,4
Dancin In The Rain,Dancin In The Rain,Shane Harper,2012-02-14,191050,24,0.36,0.669,0.813,0.0,0.27,-4.886,0.0396,87.988,4
What Makes You Beautiful,Up All Night,One Direction,2012-05-25,198053,0,0.00761,0.729,0.771,0.0,0.087,-2.451,0.0725,125.011,4
Tell Me a Lie,Up All Night,One Direction,2012-05-25,195906,0,0.000179,0.56,0.896,1.32e-05,0.34,-4.735,0.0563,133.938,4
Gotta Be You,Up All Night,One Direction,2012-05-25,244506,63,0.374,0.495,0.583,0.0,0.0781,-4.531,0.0249,84.969,4
Last First Kiss,Take Me Home: Yearbook Edition,One Direction,2012-11-09,203346,0,0.0563,0.531,0.811,0.0,0.272,-2.556,0.0426,82.14,4
Survivor / I Will Survive,"Glee: The Music, The Complete Season Three",Glee Cast,2012-08-28,208573,55,0.00773,0.563,0.913,0.0,0.127,-4.384,0.225,128.083,4
Maps,V,Maroon 5,2014-09-02,189960,82,0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,4
