0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Car Radio,Vessel,Twenty One Pilots,2013-01-08,267720,71,0.098,0.766,0.519,0.0,0.0855,-7.355,0.0366,129.972,4
Semi-Automatic,Vessel,Twenty One Pilots,2013-01-08,253680,59,0.0489,0.78,0.716,5.92e-06,0.0704,-4.551,0.0439,105.017,4
Houdini,Torches,Foster The People,2011-05-23,202466,67,0.00762,0.632,0.908,0.000172,0.167,-3.511,0.0458,110.024,4
Waste,Torches,Foster The People,2011-05-23,205586,57,0.0633,0.681,0.736,7.96e-06,0.0596,-6.269,0.0288,125.976,4
Team,Pure Heroine,Lorde,2013-09-27,193058,78,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,99.961,4
Forgiven / Forgotten,Burn Your Fire for No Witness,Angel Olsen,2015-12-07,123546,0,5.61e-06,0.564,0.862,0.404,0.0555,-7.603,0.0319,129.956,4
Stay Useless,Attack On Memory,Cloud Nothings,2012-01-24,166800,0,0.00756,0.225,0.92,2.52e-05,0.304,-5.751,0.0832,168.749,4
New Summer,Ultramarine,Young Galaxy,2013-04-21,252746,9,0.503,0.62,0.667,0.537,0.275,-7.445,0.0275,145.052,4
Genesis,Visions,Grimes,2012-02-21,255320,0,0.0764,0.611,0.677,0.0698,0.241,-6.745,0.034,166.04,4
Oblivion,Visions,Grimes,2012-02-21,251266,0,0.115,0.697,0.529,0.901,0.0895,-8.838,0.0338,155.974,4
Do,Vol.1,Young Man,2012-05-21,250946,0,0.143,0.357,0.428,0.00678,0.123,-10.371,0.0295,92.694,4
Nothing,Ideas of Distance,Young Man,2011-09-27,382453,5,0.0846,0.465,0.765,0.8,0.102,-7.825,0.0374,150.037,4
Soak It Up,All Night,Houses,2010-10-12,251692,45,0.359,0.71,0.5,0.0617,0.0776,-11.915,0.0367,103.006,4
Meth Lab Zoso Sticker,Let The 7Horse Run,7Horse,2011-11-11,221200,25,0.115,0.417,0.945,0.000319,0.1,-3.424,0.116,79.82,4
Balance,On the Water,Future Islands,2011-10-11,246426,54,0.000373,0.472,0.855,0.93,0.887,-6.937,0.069,154.908,4
Life's a Gas - 2003 Remaster,Electric Warrior [Expanded & Remastered],T. Rex,1971-09-24,144760,39,0.141,0.611,0.348,4.09e-05,0.0902,-13.426,0.0492,124.822,4
Shelia,Logos,Atlas Sound,2009-10-19,212426,36,0.554,0.542,0.73,0.152,0.671,-11.157,0.0395,118.213,3
Walkabout (W/ Noah Lennox),Logos,Atlas Sound,2009-10-19,238893,43,0.0406,0.536,0.922,8.92e-05,0.214,-6.247,0.0667,121.977,4
Easy Easy,6 Feet Beneath the Moon,King Krule,2013-08-24,169693,0,0.838,0.563,0.408,1.04e-05,0.108,-8.972,0.0365,146.908,4
363N63,King Krule,King Krule,2011-11-07,121293,0,0.576,0.419,0.52,0.897,0.126,-13.959,0.0419,195.949,4
Feels Like We Only Go Backwards,Lonerism,Tame Impala,2012-01-01,192960,0,0.0276,0.291,0.897,0.65,0.116,-2.32,0.0542,150.185,4
Keep in the Dark,Keep in the Dark,Temples,2013-08-21,218337,0,0.00214,0.532,0.744,0.00311,0.137,-6.912,0.0356,120.006,4
Always Alright,Always Alright,Alabama Shakes,2013-12-16,249169,0,0.784,0.693,0.62,0.844,0.112,-6.509,0.0424,106.346,4
Souljacker Part I,Souljacker,Eels,2001-09-19,194706,0,0.0107,0.602,0.752,0.24,0.172,-5.489,0.0618,100.921,4
Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,1969-01-01,242893,0,0.0939,0.537,0.606,0.00559,0.11,-7.048,0.0347,128.73,4
Love Song,Hooded Fang - Album,Hooded Fang,2010-10-19,206293,0,0.866,0.56,0.794,9.2e-06,0.155,-6.395,0.0527,124.996,4
Laughing,Hooded Fang - Album,Hooded Fang,2010-10-19,214986,0,0.0613,0.513,0.7,0.203,0.164,-6.257,0.0251,105.059,4
You Don't Know Me (feat. Regina Spektor),Way To Normal,Ben Folds,2008-09-25,189693,35,0.443,0.807,0.458,2.44e-06,0.0827,-4.989,0.0419,87.081,4
Island,Yes or No,François Virot,2008-09-30,172920,0,0.263,0.535,0.893,0.242,0.258,-6.543,0.076,139.224,4
Ya Sé,Terror Amor,AJ Davila,2014-02-18,227182,7,0.383,0.392,0.989,0.939,0.915,-2.564,0.0685,130.905,4
Talking Backwards,Atlas,Real Estate,2014-03-03,187733,51,0.0299,0.408,0.875,0.823,0.169,-6.036,0.0301,150.782,4
Objects Of My Affection,Writer's Block,Peter Bjorn and John,2006-01-01,275306,42,6.43e-05,0.473,0.915,0.152,0.23,-6.725,0.0561,108.062,3
Let's Call It Off - Single Version,Writer's Block,Peter Bjorn and John,2006,219133,0,0.0141,0.76,0.739,0.000964,0.0879,-5.12,0.036,128.117,4
Pigeon,Future Self,The Globes,2011,281120,0,0.00111,0.398,0.816,0.0393,0.0894,-6.906,0.0431,157.073,4
Nerve Jamming,Gb City,Bass Drum of Death,2011,156773,39,0.00229,0.381,0.968,0.000685,0.0578,-4.606,0.144,94.494,4
Officer,Beyond the Drone,Saint Rich,2013-09-30,277084,0,0.00877,0.255,0.598,0.0,0.096,-4.63,0.0388,122.156,4
Final Song,Final Song,MØ,2016-05-13,235826,66,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0.0345,104.988,4
Close,Last Year Was Complicated,Nick Jonas,2016-06-10,234213,68,0.253,0.654,0.623,0.0,0.144,-5.273,0.082,123.996,4
Something About You,Something About You,Hayden James,2015-04-22,225181,0,0.356,0.867,0.603,0.0553,0.0765,-7.427,0.0637,114.977,4
Kiss the Sky (feat. Wyclef Jean),55,The Knocks,2016-03-04,215320,45,0.000238,0.687,0.861,0.0161,0.26,-3.757,0.0451,100.015,4
oui,Late Nights: The Album,Jeremih,2015-12-04,238320,76,0.213,0.418,0.724,0.0,0.112,-3.724,0.0964,78.521,5
Motley Crew - Whiiite Remix,Motley Crew (Whiiite Remix),THEY.,2016-02-10,179785,32,0.028,0.756,0.861,0.000177,0.249,-3.426,0.0287,105.022,4
Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,185351,0,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,4
Controlla,Views,Drake,2016-05-06,245226,0,0.0773,0.607,0.476,0.0,0.113,-11.076,0.249,122.976,5
No Money,The Aviary,Galantis,2017-09-15,191293,68,0.0282,0.674,0.915,0.00337,0.273,-3.999,0.0411,126.038,4
One Dance,Views,Drake,2016-05-06,173986,0,0.00784,0.791,0.619,0.00423,0.351,-5.886,0.0532,103.989,4
Too Good,Views,Drake,2016-05-06,263373,0,0.0573,0.804,0.648,3.49e-05,0.102,-7.805,0.117,117.983,4
Say My Name,The Writing's On The Wall,Destiny's Child,1999-07-27,271333,76,0.273,0.713,0.678,0.0,0.149,-3.525,0.102,138.009,4
Capsize,Truce - EP,FRENSHIP,2016-09-02,237706,67,0.0398,0.683,0.708,0.155,0.686,-6.244,0.0305,92.991,4
Clear - Original Version,New Laces,Pusher,2016-09-23,237866,0,0.0209,0.719,0.806,0.00417,0.123,-5.415,0.092,145.032,4
Help Our Souls (Urban Contact Radio Edit),Help Our Souls (Urban Contact Radio Edit),NIHILS,2015-04-10,198487,0,0.0562,0.693,0.876,0.0,0.109,-4.646,0.226,120.071,4
Magnets - A-Trak Remix,Magnets (The Remixes),Disclosure,2015-11-16,260442,0,0.0578,0.618,0.82,0.000171,0.131,-5.7,0.0871,125.019,4
Gold,Gold,Kiiara,2015-10-26,225882,55,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5
Middle,Encore,DJ Snake,2016-08-05,220573,0,0.0199,0.611,0.7,0.0,0.0549,-5.331,0.0436,104.981,4
Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,232693,77,0.0624,0.632,0.856,0.0,0.347,-3.463,0.0348,119.397,4
Lush Life,So Good,Zara Larsson,2017-03-17,201122,78,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,4
Knives,Knives,Matoma,2015-11-13,208000,43,0.0791,0.679,0.576,5.8e-06,0.21,-8.515,0.0335,136.01,4
Never Be Like You,Skin,Flume,2016-05-27,233337,0,0.436,0.494,0.559,0.0,0.164,-5.445,0.0565,119.247,4
Daydreamer - Gryffin Remix,Daydreamer (Gryffin Remix),Bipolar Sunshine,2015-01-20,251027,39,0.0216,0.608,0.926,0.106,0.116,-4.946,0.0286,113.017,4
Desire - Gryffin Remix,Desire (Gryffin Remix),Years & Years,2015-07-31,268840,0,0.0596,0.558,0.871,0.0,0.139,-5.041,0.0516,122.034,4
Omen - Radio Edit,Omen (Radio Edit),Disclosure,2015-07-27,196817,0,0.103,0.646,0.787,0.0,0.373,-4.817,0.174,106.071,4
Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,187957,66,0.011,0.532,0.868,0.0,0.0584,-4.23,0.0908,110.127,4
Atrévete-Te-Te,Calle 13 (Explicit Version),Calle 13,2005,239306,74,0.0959,0.829,0.878,0.0,0.776,-5.951,0.101,87.991,4
Te Extraño - Bachata Version,Xtreme,Xtreme,2005-01-01,212973,70,0.786,0.792,0.605,0.0,0.0877,-4.407,0.0341,129.921,4
Lloro Y Lloro,Chapter Dos,Xtreme,2008-01-01,187746,0,0.248,0.789,0.726,0.0,0.114,-6.025,0.0316,123.017,4
"Shorty, Shorty",Haciendo Historia,Xtreme,2006-01-01,174573,56,0.153,0.745,0.701,0.0,0.169,-5.468,0.0303,124.994,4
No Me Digas Que No,Haciendo Historia Platinum Edition,Xtreme,2007-01-01,217773,0,0.408,0.835,0.718,1.01e-06,0.0645,-3.961,0.0348,120.411,4
Through That Window (Enamorado Estoy),Chapter Dos,Xtreme,2008-01-01,161826,0,0.302,0.767,0.649,1.29e-06,0.0669,-6.381,0.031,132.957,4
Baila Esta Cumbia,A.B. Quintanilla III & Kumbia Kumbia Kings Present The Duets,A.B. Quintanilla III,2005-01-01,262493,51,0.144,0.814,0.722,0.0,0.191,-6.075,0.134,99.994,4
Na Na Na (Dulce Niña),Fuego,A.B. Quintanilla III,2004-01-01,205093,49,0.444,0.781,0.795,0.0,0.333,-5.88,0.0433,101.987,4
Chiquilla,From KK To Kumbia All-Starz,A.B. Quintanilla III,2006-01-01,210306,52,0.0895,0.79,0.908,6.36e-06,0.223,-4.836,0.0456,110.004,4
Speedy Gonzales,From KK To Kumbia All-Starz,A.B. Quintanilla III,2006-01-01,204333,48,0.136,0.586,0.945,2.18e-06,0.89,-6.465,0.165,181.983,4
Na Na Na (Dulce Niña),Fuego,A.B. Quintanilla III,2004-01-01,205093,49,0.444,0.781,0.795,0.0,0.333,-5.88,0.0433,101.987,4
Aléjate de Mí,Dejarte De Amar,Camila,2010-02-09,258532,69,0.159,0.464,0.536,0.0,0.0969,-8.372,0.0472,145.772,4
Todo Cambió,Todo Cambio,Camila,2006,193826,73,0.563,0.452,0.523,0.0,0.233,-6.453,0.0625,173.85,3
Mientes,Dejarte De Amar,Camila,2010-02-09,205160,73,0.0824,0.332,0.592,0.0,0.109,-6.127,0.0371,170.391,3
Bésame,Dejarte De Amar,Camila,2010-02-09,252293,65,0.0527,0.258,0.385,0.0,0.0802,-8.143,0.033,174.167,3
Abrázame,Todo Cambio,Camila,2006,230720,63,0.417,0.458,0.472,0.0,0.104,-7.183,0.0478,150.936,4
Coleccionista de Canciones,Todo Cambio,Camila,2006,306986,68,0.336,0.568,0.52,0.0,0.113,-5.612,0.0309,142.308,4
Sólo para Ti,Todo Cambio,Camila,2006,182520,67,0.0742,0.317,0.361,0.0,0.102,-7.628,0.0483,77.589,4
Mi Corazoncito,K.O.B. Live,Aventura,2006-12-19,234240,69,0.0979,0.814,0.639,0.0,0.13,-8.078,0.0463,133.035,4
Lluvia Al Corazón,Drama Y Luz,Maná,2011-04-11,248946,53,0.073,0.676,0.771,0.00196,0.103,-6.632,0.0292,119.891,4
El Verdadero Amor Perdona,Drama Y Luz,Maná,2011-04-11,281146,54,0.311,0.547,0.644,1.41e-06,0.225,-6.523,0.031,177.965,4
Bendita Tu Luz,Amar Es Combatir,Maná,2006-08-18,264720,67,0.143,0.791,0.782,3.7e-06,0.107,-4.973,0.0289,115.992,4
Labios Compartidos,Amar Es Combatir,Maná,2006-08-18,317626,66,0.027,0.527,0.898,0.0,0.0686,-3.624,0.0367,162.058,4
Corazon Espinado (feat. Mana),Supernatural (Remastered),Santana,1999-06-15,274773,64,0.13,0.699,0.789,0.287,0.0874,-5.173,0.0285,119.959,4
Mariposa Traicionera,Revolución De Amor,Maná,2002-08-19,264599,63,0.527,0.773,0.794,0.000354,0.113,-4.954,0.0326,101.143,4
Oye Mi Amor - Remasterizado Digitalmente,Exiliados en la Bahia: Lo mejor de Mana (Correcta),Maná,2012-08-24,271960,0,0.0597,0.578,0.946,0.00131,0.0773,-3.853,0.0501,162.301,4
Vivir Sin Aire,¿Dónde Jugarán Los Niños?,Maná,1992,291493,67,0.105,0.67,0.528,0.000103,0.224,-8.036,0.0261,132.31,4
Move Ya Body,Nina Sky,Nina Sky,2004-01-01,232000,67,0.0202,0.87,0.712,0.000331,0.0576,-6.313,0.0432,121.057,4
"Oye Mi Canto (with Tego Calderon, Nina Sky, Gemstar, Big Mato)","Reggaeton! (20 Latin Hits, The Very Best of Reggaeton, Dembow, Urban)",Various Artists,2005-09-09,235653,0,0.277,0.652,0.94,1.07e-06,0.312,-4.975,0.0458,95.991,4
La Vida Es Un Carnaval,Carnaval De Exitos,Celia Cruz,2001-01-01,277000,0,0.458,0.819,0.704,0.000999,0.25,-6.131,0.0729,104.027,4
Culo,M.I.A.M.I.,Pitbull,2004-08-03,219080,63,0.114,0.858,0.656,0.0,0.141,-4.96,0.358,59.972,4
Go Girl,The Boatlift,Pitbull,2007-11-27,229668,53,0.145,0.986,0.597,2.18e-06,0.197,-6.809,0.308,115.004,4
Bojangles (Remix),El Mariel,Pitbull,2006-10-31,269640,45,0.00355,0.794,0.695,0.0,0.0883,-6.692,0.15,108.071,4
Ay Chico (Lengua Afuera),El Mariel,Pitbull,2006-10-31,205600,41,0.0194,0.94,0.692,0.000455,0.0453,-5.48,0.253,117.987,4
Fuego,El Mariel,Pitbull,2006-10-31,229213,38,0.0301,0.882,0.693,0.000539,0.0618,-5.783,0.139,135.055,4
Quiero Bailar,e5,Ivy Queen,2006-01-01,183053,2,0.283,0.815,0.826,0.0,0.256,-5.217,0.155,95.031,4
La Vida Es Así,Drama Queen (Deluxe Version),Ivy Queen,2010-01-01,192306,59,0.0474,0.705,0.8,1.5e-06,0.448,-8.332,0.123,156.109,4
Dime,Ivy Queen 2008 World Tour Live!,Ivy Queen,2008-01-01,222320,0,0.509,0.675,0.686,0.0,0.338,-4.868,0.05,133.955,4
Cuando Me Enamoro,Euphoria (Standard US/Latin version),Enrique Iglesias,2010-01-01,200346,69,0.0104,0.821,0.819,5.49e-05,0.145,-3.627,0.0272,126.03,4
Siente el Boom (feat. Tito el Bambino & Randy),Boy Wonder Presents: Chosen Few Grandes Exitos,Boy Wonder CF,2013-06-04,192040,60,0.123,0.802,0.709,0.0,0.0676,-6.635,0.0856,95.03,4
El Tra,It's My Time,"Tito ""El Bambino""",2007-01-01,157291,47,0.415,0.847,0.631,0.0,0.516,-7.507,0.135,95.981,4
La Busco,It's My Time,"Tito ""El Bambino""",2007-01-01,248173,40,0.531,0.755,0.542,0.0,0.118,-10.075,0.0337,136.053,4
En La Disco,It's My Time,"Tito ""El Bambino""",2007-01-01,229666,48,0.0981,0.863,0.751,0.0,0.132,-5.413,0.0941,100.002,4
Me Gustas,Invicto - El Patron,"Tito ""El Bambino""",2014-01-13,198074,0,0.195,0.742,0.771,1.67e-05,0.425,-6.645,0.0417,90.022,4
Suavemente,Suavemente,Elvis Crespo,1998-02-27,267160,66,0.234,0.814,0.874,0.00162,0.0476,-3.18,0.071,124.052,4
La Negra Tiene Tumbao,La Negra Tiene Tumbao,Celia Cruz,2001-08-17,253346,55,0.0338,0.799,0.843,3.33e-05,0.199,-4.424,0.053,110.726,4
La Vida Es Un Carnaval,Carnaval De Exitos,Celia Cruz,2001-01-01,277000,0,0.458,0.819,0.704,0.000999,0.25,-6.131,0.0729,104.027,4
Dos Locos,Confesiones,Monchy & Alexandra,2007-02-06,246640,66,0.0769,0.911,0.569,0.000294,0.073,-7.588,0.0559,129.99,4
Perdidos - Bachata,Hasta El Fin,Monchy & Alexandra,2007-02-05,267600,40,0.442,0.84,0.657,0.0,0.115,-4.403,0.03,129.951,4
Te Quiero Igual Que Ayer - Bachata,Confesiones,Monchy & Alexandra,2007-02-06,259959,61,0.107,0.931,0.657,0.000522,0.0878,-6.312,0.0573,131.943,4
Eres para Mí (with Anita Tijoux),Limon Y Sal,Julieta Venegas,2006-05-25,192760,71,0.0701,0.8,0.685,6.22e-06,0.278,-5.841,0.0778,96.986,4
Limón y Sal,Limon Y Sal,Julieta Venegas,2006-05-25,205413,73,0.138,0.634,0.649,0.0,0.288,-6.056,0.0255,111.03,4
Lento,Si,Julieta Venegas,2003-11-18,239226,69,0.202,0.762,0.745,3.05e-05,0.042,-7.426,0.0442,143.965,4
Guaya Guaya,The Last Don II,Don Omar,2015-06-16,193612,0,0.00654,0.793,0.87,0.000645,0.0776,-2.392,0.129,92.011,4
Dutty Love,Don Omar Presents MTO2: New Generation,Don Omar,2012-01-01,285333,0,0.236,0.738,0.875,1.39e-05,0.13,-3.365,0.109,90.036,4
No Sigue Modas Aka Ella No Sigue Modas,Don Omar Presents MTO2: New Generation,Don Omar,2012-01-01,232000,0,0.0101,0.704,0.868,0.000156,0.0258,-4.558,0.0854,127.994,4
Taboo,Meet The Orphans,Don Omar,2010-01-01,292160,67,0.0449,0.43,0.886,0.0,0.0879,-5.811,0.0828,187.38,3
Canción De Amor,King Of Kings Live,Don Omar,2007-01-01,229173,0,0.0388,0.658,0.921,0.0,0.34,-3.769,0.0298,133.08,4
The Ketchup Song (Asereje) - Summer.radio edit,The Ketchup Song (Asereje),Megastylez,2010-08-20,193699,22,0.00427,0.721,0.919,0.0,0.228,-6.339,0.0637,91.939,4
Ni Una Sola Palabra,Ananda,Paulina Rubio,2006-01-01,224786,0,0.0375,0.764,0.804,0.0,0.155,-3.808,0.0294,130.079,4
¡Corre!,¿Con Quién Se Queda El Perro?,Jesse & Joy,2011-12-06,288893,72,0.127,0.479,0.477,0.0,0.15,-6.886,0.0363,151.97,4
La Camisa Negra,Mi Sangre,Juanes,2004-01-01,216706,73,0.0838,0.751,0.731,0.0,0.0556,-4.419,0.0308,97.007,4
A Dios Le Pido,Un Día Normal,Juanes,2000-01-03,205373,0,0.0642,0.676,0.842,0.0,0.0946,-3.513,0.056,96.95,4
Gotas De Agua Dulce,La Vida Es Un Ratico,Juanes,2007-01-01,188040,68,0.0199,0.682,0.858,0.0,0.148,-3.452,0.029,153.845,4
Yerbatero,P.A.R.C.E. (Deluxe Version),Juanes,2010,211346,54,0.0342,0.646,0.846,0.0,0.22,-6.19,0.0314,96.025,4
Down,Masterpiece: Nuestra Obra Maestra,R.K.M & Ken-Y,2016-11-04,225693,68,0.563,0.801,0.773,0.00425,0.103,-6.651,0.0896,94.988,4
Pobre Diabla,"The Gold Series ""The Last Don""",Don Omar,2004-01-01,252480,0,0.453,0.748,0.763,0.0179,0.0877,-6.995,0.0517,91.979,4
Ven Bailalo - Bachareggae,Ven Bailalo (Reggaeton Mix),Angel Y Khriz,2005,256000,0,0.0594,0.692,0.903,0.0682,0.0998,-6.814,0.0375,97.005,4
Na De Na,Showtime,Angel Y Khriz,2008,202866,75,0.184,0.878,0.894,0.0,0.105,-5.834,0.123,119.927,4
Me Enamoré,Da' Take Over,Angel Y Khriz,2010-01-01,255560,57,0.282,0.808,0.871,0.0,0.0304,-3.566,0.0364,114.993,4
La Vecina,Showtime,Angel Y Khriz,2008,189226,42,0.083,0.848,0.867,2.53e-05,0.0693,-5.001,0.0493,93.992,4
"Ella Quiere (Que, He, He)",Da' Take Over,Angel Y Khriz,2010-01-01,167973,36,0.0828,0.823,0.933,5.95e-06,0.0292,-4.109,0.045,122.007,4
Bandoleros - Live,King Of Kings Live,Don Omar,2007-01-01,238346,0,0.201,0.443,0.856,0.0,0.907,-6.871,0.349,85.394,4
Ginza,Energía,J Balvin,2016-06-24,171093,0,0.187,0.763,0.812,0.000848,0.0752,-6.469,0.0792,101.95,4
Ay Vamos,La Familia B Sides,J Balvin,2014-09-12,226413,0,0.166,0.716,0.71,7.73e-05,0.107,-5.708,0.111,173.911,4
6 AM,La Familia,J Balvin,2013-09-29,243226,67,0.152,0.746,0.746,0.0,0.274,-5.046,0.102,175.965,4
Tranquila,La Familia,J Balvin,2013-09-29,199933,55,0.0298,0.718,0.679,0.0,0.126,-6.216,0.197,175.982,4
La Venganza,La Familia,J Balvin,2013-01-01,206266,0,0.381,0.737,0.872,4.7e-06,0.103,-5.507,0.102,177.971,4
Yo Te Lo Dije,La Familia,J Balvin,2013-09-29,220853,60,0.0841,0.746,0.617,0.0,0.21,-5.811,0.0734,87.944,4
Watagatapitusberry - Remix,Armando,Pitbull,2010-11-02,221360,0,0.0618,0.795,0.52,0.0,0.142,-8.903,0.364,127.901,4
La Muy Muy - (Album Version),Amandititita,Amandititita,2009-01-19,198413,38,0.134,0.76,0.937,0.0231,0.145,-3.073,0.0445,95.058,4
Y Yo Sigo Aqui,Paulina,Paulina Rubio,2000-01-01,254773,0,0.000927,0.774,0.955,1.45e-06,0.306,-7.193,0.0495,126.021,4
Summer Nights,Twelve Eighteen (Part I) [Explicit Version],Lil Rob,2005-07-26,269160,60,0.358,0.472,0.672,0.0,0.108,-4.997,0.212,81.813,4
Fue en un café - Under the Boardwalk,Peerless 80 Aniversario - 24 Exitos Vol. 2,Los Apson,2013-06-21,190613,58,0.66,0.776,0.363,0.0,0.08,-7.309,0.0309,106.611,4
Te Amo (Para Siempre),Te Amo (Para Siempre),Intocable,2012-01-01,201986,0,0.307,0.811,0.643,0.0,0.244,-4.658,0.0382,120.006,4
Salió El Sol,King Of Kings,Don Omar,2006-01-01,315293,77,0.106,0.887,0.701,0.00948,0.0466,-5.892,0.0873,110.002,4
El Taxi,Dale,Pitbull,2015-07-17,249800,0,0.12,0.869,0.691,0.0,0.102,-6.872,0.192,95.019,4
Corazón Sin Cara,Prince Royce,Prince Royce,2010,211453,73,0.0489,0.704,0.83,0.0,0.111,-3.139,0.0297,127.103,4
Stand by Me,Prince Royce,Prince Royce,2010,205266,67,0.143,0.737,0.82,9.16e-05,0.129,-2.085,0.0291,127.998,4
Niña Bonita,Mi Niña Bonita,Chino & Nacho,2010-01-01,215826,0,0.285,0.676,0.917,0.0,0.176,-4.897,0.125,120.014,4
Rosas,Lo Que Te Conte Mientras Te Hacias La Dormida,La Oreja de Van Gogh,2003,236506,76,0.627,0.783,0.685,3.49e-06,0.108,-5.008,0.0271,107.01,4
El Mellao,En Lo Claro,Voltio,2007-11-20,222560,48,0.0544,0.879,0.889,4.14e-06,0.0769,-4.462,0.115,89.975,4
El Bombón Asesino,El Bombon Asesino,Ninel Conde,2006-01-01,192546,45,0.317,0.606,0.911,0.0,0.277,-5.743,0.142,85.391,4
Dos Locos,Confesiones,Monchy & Alexandra,2007-02-06,246640,66,0.0769,0.911,0.569,0.000294,0.073,-7.588,0.0559,129.99,4
Mi Corazoncito,K.O.B. Live,Aventura,2006-12-19,234240,69,0.0979,0.814,0.639,0.0,0.13,-8.078,0.0463,133.035,4
Te Robaré,Soy el Mismo,Prince Royce,2013-10-08,219053,62,0.197,0.786,0.648,0.0,0.0953,-6.195,0.0389,127.953,4
Corazón Sin Cara,Prince Royce,Prince Royce,2010,211453,73,0.0489,0.704,0.83,0.0,0.111,-3.139,0.0297,127.103,4
Stand by Me,Prince Royce,Prince Royce,2010,205266,67,0.143,0.737,0.82,9.16e-05,0.129,-2.085,0.0291,127.998,4
Lamento Boliviano,Big Bang,Los Enanitos Verdes,1994-01-01,222226,80,0.176,0.714,0.735,0.000622,0.115,-7.125,0.0306,123.57,4
Eres,Cuatro Caminos,Café Tacvba,2003-01-01,267600,0,0.0108,0.583,0.732,0.0136,0.238,-6.18,0.0271,149.988,4
La Tortura,Fijacion Oral,Shakira,2005-05-18,212893,0,0.0297,0.74,0.783,0.000308,0.123,-5.367,0.0427,100.013,4
Dile al Amor,The Last,Aventura,2010-04-06,228773,52,0.0786,0.824,0.612,0.0,0.32,-9.616,0.0372,123.998,4
Tengo un Amor,Tengo un Amor,Toby Love,2002-11-06,243000,37,0.564,0.757,0.572,2e-06,0.233,-6.563,0.0302,134.002,4
Todavia,Exitos,La Factoria,2009-01-01,203333,0,0.0867,0.785,0.901,0.000271,0.0903,-3.205,0.0553,113.289,4
Te Quiero,Te Quiero,Nigga,2007-10-19,198971,0,0.00656,0.609,0.731,0.0,0.315,-5.641,0.0335,83.995,4
"Que Quieres De Mi Remix (feat. Nengo Flow,Nova Y Jory,J Alvarez,Farruko)",El Concepto,"Gotay ""El Autentiko""",2012-01-08,414745,61,0.161,0.856,0.639,0.0,0.0911,-8.462,0.199,93.033,4
Enamorado De Ti,El Fenomeno,Arcangel,2008-12-08,233840,54,0.00329,0.69,0.953,0.107,0.187,-5.554,0.0522,135.027,4
Por Amar A Ciegas,El Fenomeno,Arcangel,2008-12-08,235693,42,0.0817,0.53,0.717,0.000609,0.355,-4.84,0.0348,119.92,4
Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,171333,0,0.629,0.687,0.782,3.15e-05,0.106,-5.571,0.072,89.978,4
Contigo Quiero Amores,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,232360,0,0.271,0.667,0.794,0.0,0.228,-3.837,0.0703,90.021,4
Iré a Buscarte,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,249800,0,0.247,0.585,0.799,0.0,0.0806,-5.646,0.262,172.163,4
Como Tiene Que Ser,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,244226,0,0.307,0.62,0.9,0.0,0.37,-3.69,0.168,170.068,4
Diferente,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,184880,0,0.0652,0.695,0.795,1.06e-06,0.111,-3.79,0.0982,171.987,4
Pa' Que La Pases Bien,El Fenomeno,Arcangel,2008-12-08,214120,69,0.00758,0.897,0.755,0.000451,0.264,-5.684,0.144,110.008,4
Ganas De Ti,El Fenomeno,Arcangel,2008-12-08,174200,64,0.0581,0.871,0.589,0.000354,0.381,-5.818,0.0499,112.002,4
Tu Te Imaginas,Masacre Musical,De La Ghetto,2008-10-14,154240,64,0.307,0.801,0.58,0.0,0.0814,-7.132,0.231,95.014,4
Sensacion Del Bloque,Reggaeton Rulers: Los Que Ponen,Various Artists,2006-01-01,182186,74,0.0977,0.709,0.726,0.0,0.301,-7.129,0.0411,92.006,4
Doncella (Remix) (Remix Mix),Motivando a la Yal,Zion & Lennox,2004-05-04,190014,47,0.0149,0.652,0.859,0.0239,0.12,-5.945,0.0444,96.015,4
Alocate,Mas Flow - Los Benjamins,Luny Tunes,2006-09-25,152613,65,0.0247,0.793,0.868,1.76e-06,0.271,-5.157,0.055,94.016,4
El amor,El Patron,"Tito ""El Bambino""",2009-06-23,247626,0,0.175,0.667,0.75,1.71e-05,0.163,-7.926,0.0468,103.007,4
Te comence a querer,El Patron,"Tito ""El Bambino""",2009-06-23,209586,0,0.114,0.809,0.531,4.57e-06,0.125,-8.008,0.0302,130.004,4
"Sol, Playa Y Arena",It's My Time,"Tito ""El Bambino""",2007-01-01,188320,62,0.254,0.822,0.656,0.0,0.329,-6.159,0.11,94.039,4
